# dialogue chunk 0007  entries 2401-2800 of 10370
# seq	block	idx	speaker	source	target
2401	click_map127_12_EV012_4ee7740e	0	char_mylus	You are not my Father.	你不是我的父亲。
2520	click_map127_31_EV031_b5b398d5	0	char_pro	It's not your job to control everything!\nYou need to get that through your thick skull!	控制一切不是你的职责！\n你得把这一点刻进你那顽固的脑子里！
2521	click_map127_31_EV031_d3e3c048	0	char_ulric	You're going to regret this.	你会后悔的。
2522	click_map127_31_EV031_f4f298e8	0	char_pro	Regret? I can live with that.\nIt's better than dying for nothing.\nDraycu has killed stronger men than you.	后悔？我能承受。\n总比为毫无意义的事送命强。\n德雷库杀过比你更强的人。
2523	click_map127_31_EV031_8f6b023c	0	char_pro	I don't think he's going to lose this battle.\nThat's why I want to be on his good side.	我不觉得这场战斗他会输。\n所以我才想站在他那边。
2524	click_map127_31_EV031_db06335a	0	char_ulric	So you're just going to suck up to him?\nGet out of my sight, Pro. You're pitiful.	所以你就打算去巴结他？\n滚出我的视线，普洛。你真可悲。
2525	click_map127_33_EV033_2efbe46a	0	char_fortaime	Hey, umm, Draycu?	嘿，呃，德雷库？
2526	click_map127_33_EV033_b063081d	0	char_jit_map127_33_1_17	Yes...?	什么事……？
2527	click_map127_33_EV033_5b346875	0	char_fortaime	This is a really nice castle you've got here.	你这座城堡真不错。
2528	click_map127_33_EV033_d847d5f3	0	char_jit_map127_33_1_17	Thank you. 	谢谢。
2529	click_map127_33_EV033_fa58ac7b	0	char_fortaime	I was admiring it from the outside.\nI noticed it's built in a really interesting way.\nIt's pretty bumpy. Lots of places for footholds.	我刚在外面欣赏它。\n我注意到它的构造很有意思。\n表面坑坑洼洼的。有很多可以落脚的地方。
2530	click_map127_33_EV033_2ade81ea	0	char_jit_map127_33_1_17	Footholds...?	落脚点……？
2531	click_map127_33_EV033_6a962a5a	0	char_fortaime	Yeah, like places to rest your feet.\nI was actually going to ask you about that.\nWas it built that way intentionally? For climbing?	对，就是能让脚歇一歇的地方。\n我其实正想问你这件事。\n它是故意造成那样的吗？为了攀爬？
2532	click_map127_33_EV033_7090887e	0	char_jit_map127_33_1_17	Every ruler adds to this castle in their own way.\nI've been in power for several decades by now.\nYou're the only one who's ever noticed my addition.	每位统治者都会以自己的方式为这座城堡添砖加瓦。\n我掌权至今已有几十年了。\n你是唯一一个注意到我那份改动的人。
2533	click_map127_33_EV033_1319f0ce	0	char_fortaime	You made it that way!?\nDoes that mean you like to climb, too?	那是你造的！？\n这么说你也喜欢攀爬？
2534	click_map127_33_EV033_1ab42d56	0	char_jit_map127_33_1_17	Yes, it does. \nThat's how I start my day.\nThere's no workout quite like it.	没错。\n我每天就是这样开始的。\n没有什么锻炼能比得上它。
2535	click_map127_33_EV033_d4e693da	0	char_fortaime	Do you use any special equipment?\nI got some metallic claw-like things in Mazeo.	你会用什么特别的装备吗？\n我在马泽奥弄到了一些金属爪一样的东西。
2536	click_map127_33_EV033_4db23946	0	char_jit_map127_33_1_17	I have no use for such things.\nI prefer to go it alone, without safety.\nIt makes you think about every little move.	那种东西我用不着。\n我更喜欢独自攀登，不靠保护措施。\n那样你才会对每一个细微动作都深思熟虑。
2537	click_map127_33_EV033_837e4f2f	0	char_jit_map127_33_1_17	One accident, and you fall to your death.\nYou don't need those claws. Just climb smarter.\nA handicap takes away your sense of achivement.	一次失手，你就会坠落身亡。\n你不需要那些爪子。只要爬得更聪明些。\n外物的辅助会剥夺你的成就感。
2538	click_map127_33_EV033_4de92aae	0	char_fortaime	I think I'll need them, actually.\nI'm planning to climb The Grand Tree in Valinorth.\nIf you saw it, you'd understand the necessity.	其实我想我会需要的。\n我打算去爬瓦利诺斯的那棵巨树。\n你要是见过它，就会明白这是必要的。
2539	click_map127_33_EV033_77c10a13	0	char_jit_map127_33_1_17	The Grand Tree, hmm...?\nDoes it live up to its namesake?	巨树，嗯……？\n它名副其实吗？
2540	click_map127_33_EV033_b4cbe652	0	char_fortaime	Yeah, it does!\nIt's probably the ultimate challenge.\nIt overlooks the entire world, you know.	是啊，名副其实！\n那大概是终极的挑战。\n你知道的，它能俯瞰整个世界。
2541	click_map127_33_EV033_d4ae217d	0	char_jit_map127_33_1_17	Interesting. Very interesting.\nPerhaps I should pay Valinorth a visit one day.\nI never thought the mainland could provide me with a challenge.	有意思。非常有意思。\n也许哪天我该去瓦利诺斯走一趟。\n我从没想过大陆能给我带来挑战。
2542	click_map127_33_EV033_2331d633	0	char_fortaime	Oh, it can! Trust me.\nI've been climbing my entire life.\nWant to hear about more fun places...?	哦，它能的！相信我。\n我这一辈子都在攀爬。\n想听听更多好玩的地方吗……？
2543	click_map127_33_EV033_11a88c8e	0	char_jit_map127_33_1_17	I can spare some time, yeah.	我确实能挤出点时间。
2544	click_map127_35_EV035_9c070310	0	char_valessa	Wow, this place is incredible.\nDraycu sure knows how to throw a party.\nWhat about you, Ulric? Having fun?	哇，这地方太棒了。\n德雷库办起宴会来真是有一套。\n你呢，乌尔里克？玩得开心吗？
2545	click_map127_35_EV035_e39b6a73	0	char_ulric	Draycu is my enemy, Valessa.\nWe're practically being held prisoner.\nDespite that — yeah — I'm having a good time.	德雷库是我的敌人，瓦莱莎。\n我们简直就像被囚禁的犯人。\n尽管如此——是啊——我玩得挺开心。
2546	click_map127_35_EV035_19fa48fd	0	char_valessa	I could tell, actually.\nHow many drinks is that? Five?\nYou don't want to fight with a hangover, do you?	其实我看得出来。\n那是第几杯了？第五杯？\n你总不想宿醉着去战斗吧？
2547	click_map127_35_EV035_b910e6aa	0	char_ulric	It wouldn't be the first time.\nI've taught myself to fight in any state of being.\nJust something you learn to do when you're as old as I am.	那也不是头一回了。\n我练就了在任何状态下都能战斗的本事。\n等你到了我这把年纪，自然就学会了。
2548	click_map127_35_EV035_ca8b1aa3	0	char_valessa	And how old is that...?	那到底是多大年纪……？
2549	click_map127_35_EV035_f036fb5d	0	char_ulric	Old enough. Besides, I doubt I'll have much trouble tomorrow.\nEven if I fought Draycu while drunk, I could take him down.\nSo don't worry about my well being. I've got this.	足够老了。再说，我不觉得明天会有什么麻烦。\n就算喝醉了和德雷库打，我也能把他撂倒。\n所以别担心我的安危。我心里有数。
2550	click_map127_35_EV035_fe6c0ddd	0	char_valessa	You can fight while you're drunk, too...?	你喝醉了也能战斗……？
2551	click_map127_35_EV035_cf42cc76	0	char_ulric	Of course. It actually makes things easier.\nYour movements are sloppy, and unpredictable.\nThat's all you need to confuse and overpower your opponent.	当然。实际上那还会让事情更容易。\n你的动作会变得马虎、难以预测。\n要迷惑并压制对手，这就足够了。
2552	click_map127_35_EV035_76507668	0	char_valessa	Wow, I never thought of it that way.\nThat's a pretty unique fighting style.\nYou'll be sober tomorrow though, right?	哇，我从没这么想过。\n这真是种独特的战斗风格。\n不过你明天会清醒的吧？
2553	click_map127_35_EV035_4bee243d	0	char_ulric	Depends on how tonight goes.\nDon't worry about me, I'll be fine.\nJust go and have a good time, alright?	那得看今晚怎么过了。\n别担心我，我会没事的。\n去好好玩吧，行吗？
2554	click_map127_35_EV035_7a5017cc	0	char_valessa	Alright, if you say so.\nThis is gonna be super interesting.\nTwo undefeated men, locked in combat.	好吧，既然你这么说。\n这会超级有意思的。\n两个未尝败绩的男人，陷入激战。
2555	click_map127_35_EV035_41279ef8	0	char_ulric	Yeah, I'll make sure to put on a good show for you.\nIt's like a sport. Everybody will be watching intently.\nYou better cheer for me. I'll be listening, Valessa.	是啊，我一定会为你们献上一场好戏。\n这就像一场竞技。所有人都会目不转睛地看。\n你最好为我加油。我会听着的，瓦莱莎。
2556	click_map127_35_EV035_2f35247a	0	char_valessa	Sure...!	当然……！
2557	click_map127_37_EV037_ff8fe00e	0	char_damek	So, Pro, are you having a good time?	那么，普洛，你玩得开心吗？
2558	click_map127_37_EV037_7e509fc2	0	char_pro	Of course. All according to plan.\nI know Ulric is mad, but he'll get over it.\nWe can win this without either of us dying.	当然。一切都在计划之中。\n我知道乌尔里克很生气，但他会消气的。\n我们可以不必让任何一方送命就赢下这场。
2559	click_map127_37_EV037_81a5f2f1	0	char_damek	Yeah, just take out the Leader, right?\nUlric is stubborn though, so be careful.\nI think he might actually try to kill you.	是啊，只要干掉领袖就行了，对吧？\n不过乌尔里克很固执，小心点。\n我觉得他可能真的会想杀了你。
2560	click_map127_37_EV037_b597d426	0	char_pro	I've been watching him spar for years.\nI'll be fine — I know exactly how he operates.\nThe best weapon is knowledge, right?	我看着他练武好多年了。\n我会没事的——我太清楚他的路数了。\n最好的武器就是情报，对吧？
2561	click_map127_37_EV037_099cf917	0	char_damek	You remembered my lessons!	你记得我教的课！
2562	click_map127_37_EV037_12ebf7f5	0	char_pro	How could I forget...?\nIt'll help me win this battle. I know it.\nMake sure to cheer me on, alright?	我怎么会忘……？\n它会帮我赢下这场战斗的。我确信。\n记得为我加油，好吗？
2563	click_map127_37_EV037_12b5e582	0	char_damek	I think I'd like to remain silent, actually.\nI can't be taking sides at a time like this.\nAs long as we get an alliance, I'm happy.	其实我想保持沉默。\n这种时候我不能选边站。\n只要我们能结成同盟，我就满意了。
2564	click_map127_37_EV037_e143bb8c	0	char_pro	Oh come on, not even gonna clap for me?\nI'll remember that when you give another speech.	哦，得了吧，连掌都不给我鼓一下？\n等你下次演讲的时候，我会记着这事的。
2565	click_map127_37_EV037_baae9fa6	0	char_damek	I think my days of giving speeches are over, Pro.\nThat honor belongs to [firstname] now. \nBut I'm sure they'd say the same as me.	我想我演讲的日子已经过去了，普洛。\n那份荣幸现在属于[firstname]。\n不过我相信他们也会说和我一样的话。
2566	click_map127_37_EV037_8a4da9b6	0	char_pro	Man, I hate how neutral everybody is acting.\nSometimes it's alright to take a side.	唉，我真讨厌每个人都摆出一副中立的样子。\n有时候选边站也没什么不好。
2567	click_map127_37_EV037_63138f9e	0	char_damek	Well, it's not that I'm not taking a side.\nIt's more like — I shouldn't gossip to you.\nYou're a combatant, it'd affect your morale.	这个嘛，不是我没选边。\n更像是——我不该跟你嚼舌根。\n你是参赛者，那会影响你的士气。
2568	click_map127_37_EV037_edd32489	0	char_pro	What an interesting way to tell me that you side with Ulric.\nSometimes {i}not{/i} saying something, tells me all I need to hear.	用这种方式告诉我你站在乌尔里克那边，真有意思。\n有时候{i}不{/i}说什么，就足以让我明白一切。
2569	click_map127_37_EV037_a661a958	0	char_damek	Now you're just putting words in my mouth.\nThe only person I'd tell is [firstname]. 	你这是在替我说话。\n我唯一会告诉的人就是[firstname]。
2570	click_map127_37_EV037_ab2f3f22	0	char_pro	Interesting.	有意思。
2571	click_map127_37_EV037_512cbcb1	0	char_damek	What...?	什么……？
2572	click_map127_37_EV037_0eaa3238	0	char_pro	You're not the first person to unconditionally trust [firstname].\nPerhaps I could use that to my advantage in the future...	你不是第一个无条件信任[firstname]的人。\n也许将来我能利用这一点……
2573	click_map127_37_EV037_e62081f1	0	char_damek	I think this is where I get back to the party.\nThis whole scheming business isn't really for me.\nBut I doubt [firstname] would abuse their role for you. 	我想我该回到宴会去了。\n这种勾心斗角的事实在不适合我。\n不过我怀疑[firstname]不会为你滥用他们的职权。
2574	click_map127_37_EV037_794ad8bf	0	char_pro	You're probably right, Damek.\nThey'd have to do it without knowing.\nJust imagine the swindling I could do...!	你大概说得对，达梅克。\n他们得在不知情的情况下才行。\n想象一下我能干出多少骗人的勾当……！
2575	click_map127_39_EV039_59a30639	0	char_fortaime	Do we know how to throw parties, or what?	我们办起宴会来可真是有一套，对吧？
2576	click_map127_39_EV039_f728f6da	0	char_howl	Who do you mean, by \"we\"?	你说的“我们”，是指谁？
2577	click_map127_39_EV039_298e4a10	0	char_fortaime	Our people. Like, the pure ones.\nWe're different civilizations, remember?\nDid The Old Monarchy party like this?	我们的人民。就是那些纯血者。\n我们是不同的文明，记得吗？\n旧王室也这样办宴会吗？
2578	click_map127_39_EV039_dffd97ae	0	char_howl	This line of questioning is pointless.\nWhy do you wish to know such trivial information?	这种追问毫无意义。\n你为什么想知道这种琐碎的信息？
2579	click_map127_39_EV039_41011450	0	char_fortaime	It's what friends do, Howl.\nHaven't you ever heard of hanging out...?\nYou just talk to each other, about everything.	朋友就是这样，豪尔。\n你没听说过“一起闲混”吗……？\n就是互相聊天，什么都说。
2580	click_map127_39_EV039_55e306b9	0	char_howl	Well, The Old Monarchy {i}did{/i} party.\nAnd to be honest, there isn't much difference.\nDo you see this as a sort of competition?	这个嘛，旧王室{i}确实{/i}办宴会。\n说实话，差别不大。\n你把这当成某种竞赛了吗？
2581	click_map127_39_EV039_39a0a1b5	0	char_fortaime	Not exactly. Well, maybe?\nIt's always cool to know you have the most fun.\nDo you not compare yourself to other people...?	不完全是。嗯，也许吧？\n知道自己玩得最尽兴总归挺酷的。\n你从不拿自己跟别人比较吗……？
2582	click_map127_39_EV039_b52eb989	0	char_howl	That would be a waste of time.\nThere is no benefit in being like other people.\nWe simply wish to be ourselves. Unique.	那会是浪费时间。\n和别人一样没有任何好处。\n我们只愿做我们自己。独一无二。
2583	click_map127_39_EV039_885784c7	0	char_fortaime	See? This is what friends do. They just talk.\nKeep going, Howl. Tell me what's on your mind.\nYou don't need a specific topic, or anything.	看到了吗？朋友就是这样。就是聊天。\n继续说，豪尔。说说你在想什么。\n你不需要什么特定的话题之类的。
2584	click_map127_39_EV039_e10dfc63	0	char_howl	We would ask why you consider us a friend.\nDoes the world benefit from this conversation?\nIs there a purpose to this sort of interaction?	我们倒要问问，你为何把我们视为朋友。\n这场对话对世界有益吗？\n这种交流有什么目的吗？
2585	click_map127_39_EV039_ac70ec28	0	char_howl	Perhaps we should talk about the matter at hand.\nThere is much to discuss about Vivien and Draycu.	也许我们该谈谈眼前的事。\n关于薇薇安和德雷库，有许多要讨论的。
2586	click_map127_39_EV039_29095186	0	char_fortaime	Nope, we can't talk about that.\nThat's {i}work{/i} stuff. We're here to unwind.	不行，我们不能谈那个。\n那是{i}工作{/i}上的事。我们是来放松的。
2587	click_map127_39_EV039_29d61a94	0	char_howl	Another concept we do not understand.\nEvery moment we waste, the enemy gets stronger.	又是一个我们无法理解的概念。\n我们浪费的每一刻，敌人都变得更强大。
2588	click_map127_39_EV039_061e3587	0	char_fortaime	It's not a waste, though!\nIf our bond grows stronger, then so do we.\nIt's important to get along with your comrades, Howl.	可这不是浪费！\n如果我们的羁绊加深，我们也会变强。\n和同伴好好相处很重要，豪尔。
2589	click_map127_39_EV039_fa162663	0	char_howl	Very well. We will try.\nThis party is an interesting experience.\nAre you having a good time, Fortaime...?	很好。我们会试试。\n这场宴会是一次有趣的体验。\n你玩得开心吗，福泰姆……？
2590	click_map127_39_EV039_e2e744d4	0	char_fortaime	There we go! Now you're doing it right.\nJust a few more steps and you'll be ready to dance.	这就对了！你现在做得很好。\n再练几步，你就能跳舞了。
2591	click_map127_39_EV039_0182821f	0	char_howl	We would rather die.	我们宁愿去死。
2592	click_map127_41_EV041_6cfb1f0d	0	char_fortaime	Hey, Valessa?	嘿，瓦莱莎？
2593	click_map127_41_EV041_d7d6640c	0	char_valessa	Yeah? What's up?	嗯？怎么了？
2594	click_map127_41_EV041_4d2ba13e	0	char_fortaime	I saw you dancing with [firstname]...	我看到你和[firstname]跳舞了……
2595	click_map127_41_EV041_a15dd588	0	char_valessa	And...?	然后呢……？
2596	click_map127_41_EV041_3e53b5b3	0	char_fortaime	Are you two a thing now?	你们俩现在在一起了？
2597	click_map127_41_EV041_7d83f4f8	0	char_valessa	Does it matter...?	这重要吗……？
2598	click_map127_41_EV041_f0088126	0	char_fortaime	No, I was just curious! Really!\nAs you know, we're already dating.\nI just figured it'd be my business, too.	不，我只是好奇！真的！\n你也知道，我们已经在交往了。\n我只是觉得这也该算我的事。
2599	click_map127_41_EV041_3a86074b	0	char_valessa	Well then, I guess we are.\nIt was all so \"in the moment\".\nI guess we can work out specifics later?	那么，我想是吧。\n一切都那么“顺其自然”。\n具体的事，我们以后再说，好吗？
2600	click_map127_41_EV041_2d7c6fe6	0	char_fortaime	Sounds good to me!\nThis is pretty awesome, isn't it?\nNothing can tear the three of us apart...!	我没意见！\n这真棒，不是吗？\n没什么能把我们三个分开……！
2601	click_map127_41_EV041_da267cec	0	char_valessa	Yeah, I guess you're right.\nNo matter what, we're always together.\nValinorth, Mazeo, Alarinthia, and soon enough, Balteus...	是啊，你说得对。\n无论如何，我们始终在一起。\n瓦利诺斯、马泽奥、阿拉林西亚，很快还有巴尔泰乌斯……
2602	click_map127_41_EV041_875b777e	0	char_fortaime	Oh yeah — the final attack...\nI just hope we all survive it, don't you?\nI'd hate to get close to you both, and then lose you.	哦对——最后的大决战……\n我只希望我们都能活着挺过去，你呢？\n我可不想和你们俩刚亲近起来，就失去你们。
2603	click_map127_41_EV041_6fde11bb	0	char_valessa	Well I have no intentions of dying, Fortaime.\nI'm just worried about [firstname], though. \nThe stress that this quest is bringing {i}me{/i} is unreal.	我可没打算死，福泰姆。\n不过我只是担心[firstname]。\n这趟旅程给{i}我{/i}带来的压力大得难以置信。
2604	click_map127_41_EV041_c857d933	0	char_valessa	I can't even imagine being the one in charge.\nTo rule this world after the war is over...?\nHopefully I can help make it easier.	我根本无法想象当那个掌权的人会是什么样。\n战争结束后要统治这个世界……？\n但愿我能帮忙让它轻松些。
2605	click_map127_41_EV041_f65e794a	0	char_fortaime	Yeah, same! That's my main goal in all of this.\nWe're all a team, so we need to help each other out.\nI'll have your back as long as you have mine, Valessa.	是啊，我也是！这就是我做这一切的主要目标。\n我们都是一个团队的，就该互相帮助。\n只要你支持我，我就会支持你，瓦莱莎。
2606	click_map127_41_EV041_8d68cf47	0	char_valessa	Of course, and then we can both protect [firstname].\nWe'll all be looking out for each other. Totally unstoppable.\nI can picture The Triumvirate quaking in their boots right now.	当然，然后我们就能一起保护[firstname]了。\n我们会互相照应。所向披靡。\n我都能想象三人执政团现在吓得发抖的样子。
2607	click_map127_41_EV041_1ecaa300	0	char_fortaime	Heh, yeah. We'll take them down no problem.\nSo what do you say...? Together until the end?	嘿，是啊。我们会轻而易举地干掉他们。\n所以你说呢……？一起走到最后？
2608	click_map127_41_EV041_d7dcf000	0	char_valessa	Until the end.	直到最后。
2609	click_map127_41_EV041_bb300cb4	0	char_fortaime	Well, I was just curious!\nIt seemed pretty passionate from what I saw.\nThink you're gonna rule at [firstname]'s side? 	唔，我只是好奇！\n从我看到的来看，还挺深情的。\n你觉得你会和[firstname]并肩统治吗？
2610	click_map127_41_EV041_38f2ea79	0	char_valessa	I didn't even think of that, to be honest.\nBut we all worked together in Valinorth, right?\nNo matter what happens, I'm sure we'll make it work.	说实话，我根本没想过这个。\n但我们在瓦利诺斯时就是一起共事的，对吧？\n无论发生什么，我相信我们都能处理好。
2611	click_map127_41_EV041_0d2aee30	0	char_fortaime	Of course, my queen.	当然，我的女王。
2612	click_map127_41_EV041_52e7169a	0	char_valessa	Whoa, hold on. {i}Please{/i} don't call me that.	哇，等等。{i}拜托{/i}别这么叫我。
2613	click_map127_41_EV041_c98000de	0	char_fortaime	Yes, your highness.	遵命，殿下。
2614	click_map127_41_EV041_abadf9e1	0	char_valessa	Fortaime...!	福泰姆……！
2615	click_map127_41_EV041_db4c8915	0	char_fortaime	Oh, lighten up — I'm just messing around.\nI know you'd make a fine ruler. You're awesome.	哦，放松点——我只是开个玩笑。\n我知道你会是个出色的统治者。你很棒。
2616	click_map127_41_EV041_cd4b3c19	0	char_valessa	Really...?	真的吗……？
2617	click_map127_41_EV041_e6c8d5ca	0	char_fortaime	Of course...! And it's a real possibility too.\nDating [firstname]...? Do the math, Valessa. 	当然……！而且这完全有可能。\n和[firstname]交往……？自己算算吧，瓦莱莎。
2618	click_map127_41_EV041_621f745f	0	char_valessa	Hmm...	嗯……
2619	click_map127_41_EV041_8fc0643c	0	char_fortaime	It's not {i}that{/i} complicated.\nEvery King needs a Queen, right?\nI think you fit the bill perfectly. Don't you?	没那么{i}复杂{/i}。\n每个国王都需要一位王后，对吧？\n我觉得你完全适合这个位置。你不觉得吗？
2620	click_map127_41_EV041_bf19d7df	0	char_fortaime	Although I guess having two Queens could be complicated.\nMaybe you'd need to have a separate title, but that changes nothing.\nI still think that you fit the bill of ruler perfectly. Don't you agree with me?	虽然我想，有两个王后可能会有点复杂。\n也许你需要另一个头衔，但那改变不了什么。\n我仍然觉得你完全适合当统治者。你同意我的看法吗？
2621	click_map127_41_EV041_377c3963	0	char_valessa	I can't answer that question.\nIt would be pretty self serving, wouldn't it?	我没法回答这个问题。\n那会显得太自吹自擂了，不是吗？
2622	click_map127_41_EV041_62c16790	0	char_fortaime	A Queen has no need to be humble, Valessa.\nDrink fancy tea, wear beautiful dresses — do it all!\nI just hope you don't forget about me when you're famous.	王后不需要谦逊，瓦莱莎。\n喝精致的茶，穿漂亮的裙子——全都来一遍！\n我只希望等你出名了，别忘了我。
2623	click_map127_41_EV041_c67715bc	0	char_valessa	Fortaime, I'd never forget about you.\nAt the very least, you'd make sure of that...\nBut we'd definitely need a royal advisor, right?	福泰姆，我永远不会忘了你。\n至少，你会确保这一点的……\n不过我们肯定需要一位王室顾问，对吧？
2624	click_map127_41_EV041_dd5398e3	0	char_fortaime	Are you suggesting what I think you're suggesting?	你是不是在暗示我以为你在暗示的事？
2625	click_map127_41_EV041_85a92077	0	char_valessa	Well, we all worked together back in Valinorth.\nI don't see why it would be any different after the war.\nImagine the three of us being rulers of the entire world.	这个嘛，我们在瓦利诺斯时就一起共事。\n我看不出战后会有什么不同。\n想象一下我们三个统治整个世界。
2626	click_map127_41_EV041_45b76fbc	0	char_fortaime	Awesome!	太棒了！
2627	map117_9b572fd1	0		When we enter the library, Damek rushes forward.{w}\nHe closes a few books, and tidies the room as I catch up.	我们走进图书馆时，达梅克快步上前。{w}\n我赶上时，他合上几本书，收拾着房间。
2628	map117_b1da2639	0	char_damek	Terribly sorry about the mess!\nIt was impolite of me to leave it this way.	真抱歉，这么乱！\n把它丢成这样是我失礼了。
2629	map117_48ef97fb	0		After a few more moments, he stops cleaning up.{w}\nIt didn't really bother me. He's just trying to make a good impression.	又过了一会儿，他停止了收拾。{w}\n这其实并不困扰我。他只是想留个好印象。
2630	map117_027ff577	0	char_damek	Well, there's not much to say about the library.\nAs the dust would show, it doesn't get much use.\nBut you'll find books here on pretty much everything.	这个嘛，关于图书馆没什么好说的。\n看这灰尘就知道，这里没什么人用。\n不过你几乎能找到关于一切的书。
2631	map117_fb0a1c80	0	char_damek	It's a great place to brush up on stuff you might be rusty on.\nIt has a decent collection, too. If it's out there, it's probably in here.\nFeel free to use it at your leisure. It's quite peaceful.	这是个温习你可能生疏的知识的好地方。\n藏书也相当可观。只要世上有的，这里可能都有。\n你随时可以随意使用。这里很清静。
2632	map117_ef0d56ee	0		He smiles, as he makes his way back to the main landing.{w}\nThis place was pretty big. I'm surprised they have so many books.{w}\nIt's almost a shame that they don't get much use. Maybe I can change that.	他微笑着，走回主平台。{w}\n这地方挺大的。他们有这么多书让我很惊讶。{w}\n这些书没什么人用，几乎有点可惜。也许我可以改变这一点。
2633	map117_67cff74f	0		The Rebel HQ Library contains every book you've read on your journey.{w}\nBrush up on knowledge, and check on the status of your collection.{w}\nIt's a great way to read books without revisiting older areas.	反抗军总部图书馆收录了你旅途中读过的每一本书。{w}\n温习知识，查看你的藏书状态。{w}\n这是无需重游旧地就能读书的好方法。
2634	click_map123_15_EV015_f39f9ad1	0		A1 - Mylus' Note\nA2 - On Alestia's Creation\nA3 - On Scribes and Visions\nA4 - The True Reach of Spirits	A1 - 迈勒斯的笔记\nA2 - 论阿拉斯提亚的创世\nA3 - 论书记官与预视\nA4 - 灵的真正影响力
2635	click_map123_15_EV015_9de705c1	0		A5 - Visions and Paintings\nA6 - Mysterious Mazeo\nA7 - On Valinorth's Bloodleaves\nA8 - Valinorth's Line of Seers	A5 - 预视与画作\nA6 - 神秘的马泽奥\nA7 - 论瓦利诺斯的血叶\nA8 - 瓦利诺斯的先知血脉
2636	click_map123_15_EV015_31afbb69	0		A9 - Instructions from Mylus\nA10 - Mysterious Journal	A9 - 来自迈勒斯的指示\nA10 - 神秘日志
2637	click_map123_16_EV016_7377c137	0		B1 - Alarinthia's Civil Conflict\nB2 - The Blurred Lines of Piracy\nB3 - Shane's Journal	B1 - 阿拉林西亚的内乱\nB2 - 海盗行为的模糊界限\nB3 - 肖恩的日志
2638	click_map123_27_EV027_164c6ece	0		C1 - On Sixers\nC2 - Draycu's Reign\nC3 - The Evolution of Tournaments\nC4 - The Grand Library	C1 - 论六人众\nC2 - 德雷库的统治\nC3 - 竞技赛制的演变\nC4 - 大图书馆
2639	click_map123_31_EV031_d655adf9	0		There's a necklace on the table here.{w}\nIt feels like it's calling out to me.	这儿的桌上有一条项链。{w}\n它仿佛在向我呼唤。
2640	map232_7809c42d	0		I walk through the main atrium of the Rebel HQ.{w}\nIt's not fully clean. Blood still stains the floor. Armor is scattered about.{w}\nI'm not sure what they planned to do with the pieces of The Honor Guard.	我穿过反抗军总部的主中庭。{w}\n这里没有完全清理干净。地板上还留有血迹。盔甲散落各处。{w}\n我不确定他们打算怎么处理荣誉卫队的残骸。
2641	map232_54e12ab6	0		Sovy is looking around, and he appears sad.{w}\nI don't blame him. This is where he launched his attack.{w}\nHim and his men killed almost all of us. We almost lost that day.	索维环顾四周，看起来很悲伤。{w}\n我不怪他。这里就是他发动进攻的地方。{w}\n他和他的手下几乎杀光了我们。那一天我们差点就输了。
2642	map232_a236e189	0	char_sovy	I already had my doubt when we launched this attack.\nIf only we had our fight a little bit earlier. I could've prevented this.\nTouching that blade at the same time as you — that was the catalyst.	我们发动这次进攻时，我就已经有疑虑了。\n要是我们的决斗再早一点就好了。我本可以阻止这一切。\n和你同时碰到那把剑——那就是导火索。
2643	map232_f9ecb6d2	0	char_sovy	I don't think you knew the truth of The Monarchy at that point.\nIt's almost as if they were calling out to me. Trying to change my stance.\nWell, I suppose it worked — I stand here, ready to repay you for my sins.	我想那时你还不知道王室的真相。\n几乎就像是他们在向我呼唤。试图改变我的立场。\n好吧，我想它奏效了——我站在这里，准备为我的罪孽向你赎罪。
2644	map232_440c262c	0		His words seem so genuine, it's almost hard to think he could be lying.{w}\nAt first, he seemed unsure about whether or not he'd rejoin The Triumvirate.{w}\nWhat started out as a revenge quest against Halin has certainly grown quickly.	他的话听起来如此真诚，几乎让人无法相信他会撒谎。{w}\n起初，他似乎还不确定是否要重新加入三人执政团。{w}\n一场最初针对哈林的复仇之旅，无疑已经迅速壮大了。
2645	map232_05095a1b	0	char_sovy	But we mustn't waste time on talk like that.\nFocusing on the past stops you from seeing the future.\n{i}That's{/i} what is truly important. Your assault on Balteus.	但我们不能在那种空谈上浪费时间。\n沉溺于过去会让你看不见未来。\n{i}那{/i}才是真正重要的。你对巴尔泰乌斯的进攻。
2646	map232_6ad0b911	0		I agree. Sovy doesn't seem like one to waste time with pleasantries.	我同意。索维不像是会浪费时间说客套话的人。
2647	map232_5e7b9ad9	0	char_sovy	So I guess I'll be teaching you {i}two{/i} lessons this time.\nFirst of all — focus on the war. Don't waste time with being friendly.\nI've seen you and your comrades. That bond is dangerous during battle.	所以这次我想我要教你{i}两{/i}课。\n首先——专注于战争。别浪费时间讲交情。\n我见过你和你的同伴。那种羁绊在战斗中很危险。
2648	map232_5748a7af	0	char_sovy	We can't have you taking a sword for a loved one.\nYou are this world's future, [firstname]. You need to be smart.\nFeelings...? They cloud judgment. I know this all too well, and so should you.	我们不能让你为了所爱之人去挨剑。\n你是这个世界的未来，[firstname]。你得聪明点。\n感情……？它们会蒙蔽判断力。这一点我太清楚了，你也该清楚。
