# dialogue chunk 0005  entries 1601-2000 of 10370
# seq	block	idx	speaker	source	target
1711	map069_18d87037	0	char_ulric	Perfect choice.\nHey Barkeep, more of the same.	完美的选择。\n嘿，酒保，再来一样的。
1712	map069_c3442e0a	0		He motions to the bartender, and a few moments later, I'm given a glass.{w}\nUlric watches me with a smirk as I take a large swig, and swallow it down.{w}\nIt's strong, almost enough to make me cough — but I maintain my cool.	他朝酒保示意，片刻之后，我面前多了一杯酒。{w}\n我大口喝下、咽下去时，乌尔里克带着坏笑看着我。{w}\n这酒很烈，几乎让我咳出来——但我保持着镇定。
1713	map069_15f99c37	0	char_ulric	I thought that'd be a bit much, honestly.\nGood to know you can handle it like that.\nIt's strong, but not quite on my level.	老实说，我以为这对你来说会太烈。\n很高兴知道你扛得住。\n它很烈，但还不到我那个水平。
1714	map069_45e70b9d	0	char_ulric	I guess we'll have to work our way up.\nDon't worry, you'll get to my level in no time.	看来我们得一步步往上爬了。\n别担心，你很快就会达到我的水平。
1715	map069_7af15abc	0		He motions to the bartender, and a few moments later, I'm given a glass.{w}\nUlric watches me with a smirk as I take a large swig, and swallow it down.{w}\nIt tastes like nothing. Practically water. Weak was actually an understatement.	他朝酒保示意，片刻之后，我面前多了一杯酒。{w}\n我大口喝下、咽下去时，乌尔里克带着坏笑看着我。{w}\n这酒尝起来什么味道都没有，简直是水。说它不烈都算是高估了。
1716	map069_e68a34aa	0	char_ulric	Wish you went for the stronger one?\nTrust me, I started out the same way.\nSometimes, you just need to dive in.	后悔没选更烈的那个吧？\n相信我，我一开始也是这样。\n有时候，你就得一头扎进去。
1717	map069_1796a46d	0	char_ulric	Want another one...?\nWhat're you in the mood for?	再来一杯……？\n你想喝什么？
1718	map069_e9fad408	0	char_ulric	Now you're talking.\nHere, I promise you won't regret this.	这才对嘛。\n来，我保证你不会后悔。
1719	map069_a27cff30	0		Once again, he motions to the bartender, and I'm given a drink.{w}\nI can tell that this one is stronger. It's exactly the same as Ulric's.{w}\nAs time passes, I notice him start to exhibit signs of inebriation.	他再次朝酒保示意，我又得到一杯酒。{w}\n我看得出这杯更烈。和乌尔里克那杯一模一样。{w}\n随着时间流逝，我注意到他开始显出醉意。
1720	map069_76cc7420	0		I grip the glass, and take a large swig. It burns.{w}\nMy eyes shoot wide open, and I try not to spit it out.{w}\nIt's a brief battle, but I eventually stomach it all.	我握紧杯子，大口喝下。喉咙火辣辣的。{w}\n我双眼猛地睁大，努力不把它喷出来。{w}\n一番短暂的挣扎，我最终还是咽了下去。
1721	map069_8b033f12	0	char_ulric	Wow, you're good.\nMost people can't handle this stuff.\nMazeo is known for its strong liquor.	哇，你真行。\n大多数人受不了这玩意儿。\n马泽奥以烈酒闻名。
1722	map069_1dca4d9b	0	char_ulric	Alright, one step at a time.\nHold on, I'll get you something special.	好吧，一步一步来。\n等等，我给你弄点特别的。
1723	map069_7532d239	0		Once again, he motions to the bartender, and I'm given a drink.{w}\nThis one is tinted red, like a fruit. Perhaps it wouldn't be too bad.{w}\nAs time passes, I notice him start to exhibit signs of inebriation.	他再次朝酒保示意，我又得到一杯酒。{w}\n这杯泛着红色，像是果酒。也许不至于太糟。{w}\n随着时间流逝，我注意到他开始显出醉意。
1724	map069_2309a3c4	0		I grip the glass, and take a large swig. It's very fruity.{w}\nThere's a bit of a burn, but it's nothing too bad. I drink it all.{w}\nSlamming the glass down on the table, I declare my victory.	我握紧杯子，大口喝下。果味很浓。{w}\n有点辣，但不算太糟。我一饮而尽。{w}\n我把杯子砰地砸在桌上，宣告我的胜利。
1725	map069_9b5d1c3f	0	char_ulric	Okay, that one was easy.\nBut like I said, one step at a time.\nThe night is just getting started.	好吧，那杯不算什么。\n但就像我说的，一步一步来。\n夜晚才刚开始。
1726	map069_15cb3768	0		He crosses his arms, and stares at me with a blank look.{w}\nBut soon after, his facial expression becomes more stern.{w}\nIt's clear that the drinks are starting to hit him, and fast.	他抱起双臂，面无表情地盯着我。{w}\n但没过多久，他脸上的神情变得更严肃。{w}\n显然，酒劲开始上来了，而且来得很猛。
1727	map069_991dac13	0	char_ulric	I guess I'll stop messing with you for now.\nTruth is, I just wanted to see how much you could handle.\nIt's a good test. A nice judge of character; and you passed.	我想我暂时不逗你了。\n其实，我只是想看看你能喝多少。\n这是个不错的考验，能很好地看人品；而你通过了。
1728	map069_735248d8	0		He was testing me...?	他是在考验我……？
1729	map069_b80a3de3	0	char_ulric	You learn a lot about someone by how they hold their liquor.\nYou're strong. At least, you have a strong will. I respect that.\nThis is part of how they do things back in Alarinthia.	从一个人喝酒的样子能看出很多。\n你很强。至少，你意志坚强。我敬重这一点。\n在阿拉林西亚，这也是他们行事方式的一部分。
1730	map069_76969a0f	0	char_ulric	I know I say I hate it, and I truly do. \nBut some of its culture sticks with me.\nYou left Valinorth, so it'll likely be the same.	我知道我说过我恨它，我确实恨。\n但它的某些文化还是留在了我身上。\n你离开了瓦利诺斯，大概也会一样。
1731	map069_faf3949f	0		He waves to the bartender, who brings him another drink.{w}\nHonestly, I'm surprised he's still coherent. That's crazy.{w}\nSwigging it down, he lets out a sigh of complete content.	他向酒保招手，酒保又给他端来一杯。{w}\n说实话，他居然还条理清晰，我很惊讶。简直不可思议。{w}\n他一口气灌下，发出一声无比满足的叹息。
1732	map069_b4f8a82b	0	char_ulric	Sorry for rambling on like that.\nIf there's anything I hate, it's a one-sided conversation.\nIs there anything you want to ask me? Right now, I'm an open book.	抱歉我那样絮絮叨叨。\n要说我讨厌什么，那就是单方面的谈话。\n有什么想问我的吗？现在我就是本摊开的书。
1733	map069_2951df5c	0	char_ulric	There isn't one to talk about. But that's by choice.\nI prefer to keep things casual, without any strings.\nI have my reasons, but it's served me just fine.	没什么可谈的对象。但这是我自己的选择。\n我更喜欢随性而为，不被束缚。\n我有我的理由，而这样对我一直挺管用。
1734	map069_cc58b04d	0		He smiles at me, and takes another swig of his drink.	他冲我一笑，又喝了一大口。
1735	map069_49380458	0	char_ulric	Don't worry, I've definitely noticed your interest.\nSo that's why I'm making things as clear as possible.\nKnowing that, do you {i}really{/i} want to continue down this path?	别担心，我当然注意到了你的兴趣。\n所以我才要把话尽量说清楚。\n知道这些之后，你{i}真的{/i}还想继续走下去吗？
1736	map069_409d5063	0	char_ulric	Good to know, because I share the same interest.\nWhen you live as long as I have, you pick up on these things.\nNo need to make a big deal out of this. It's just fun.	很高兴知道，因为我也有同样的兴趣。\n当你活得像我这么久，自然能察觉到这些。\n没必要把这事看得太重。不过是图个乐子。
1737	map069_819c1c72	0	char_ulric	When we get back to our new HQ, Damek will give you a tour.\nMy doors are open. If you want to do this, I'll be there.\nJust don't tell anyone. You know how rumors spread.	等我们回到新总部，达梅克会带你四处看看。\n我的门随时敞开。要是你想这样，我会在。\n只是别告诉任何人。你知道流言传得多快。
1738	map069_f4e8d3af	0	char_ulric	No worries. Everybody is different.\nThanks for being honest, though. \nSo, we'll just be drinking buddies?	没关系。人各有不同。\n不过谢谢你这么坦诚。\n那么，我们就只是酒友了？
1739	map069_126b1fe4	0	char_ulric	I'm fine with that.\nIt's been a long time since I've done this.\nDamek always had me running all over the place.	我没意见。\n我很久没这样了。\n达梅克总是让我到处奔波。
1740	map069_8719b4ab	0	char_ulric	Honestly, there's not much more to say.\nI'm a man between two worlds, and it's complicated.\nIt's hard to shake the habits of where we come from.	说实话，也没什么更多好说的了。\n我是个夹在两个世界之间的人，这很复杂。\n我们来自哪里的习惯，很难摆脱。
1741	map069_94c14bcb	0	char_ulric	I think so, yeah.\nWe'll have lots of work to do after we win this war.\nBut making the world a better place? That includes Valinorth.	我想是的。\n赢下这场战争后，我们会有很多事要做。\n但让世界变得更好？那也包括瓦利诺斯。
1742	map069_b2579125	0	char_ulric	Either way, I think I've had enough.\nI'm gonna buy a bottle to bring to my chambers.\nFeel free to join me if you want to share another drink.	不管怎样，我想我喝够了。\n我要买瓶酒带回我的房间。\n要是你想再喝一杯，欢迎来陪我。
1743	map069_575ec1d3	0		I nod and stand up, but all of the drinks hit me at once.{w}\nI stumble back, and Ulric catches me, wrapping his arms around me.	我点头起身，可所有的酒一下子全涌上来。{w}\n我踉跄后退，乌尔里克扶住我，双臂环住我。
1744	map069_161dee7c	0	char_ulric	Hey now, watch your step.\nThe ground here could do some real damage.	嘿，当心脚下。\n这地方的地面可是能摔出真伤来的。
1745	map069_d957791f	0		Rather than letting go, he lets his hands wander around my body.{w}\nMy heartrate increases, and I feel his hot breaths strike my neck.	他没有松手，反而任双手在我身上游移。{w}\n我的心跳加快，感到他滚烫的呼吸打在我脖子上。
1746	map069_68cec38d	0	char_ulric	Actually, I think I'll get a few bottles for my place.\nSomething tells me we'll be having more fun than I thought.	其实，我想给我的住处多买几瓶。\n我有种感觉，我们会比我想的更有乐子。
1747	map069_0fbc46ce	0		A few moments later, before overstepping any boundaries, he lets me go.{w}\nBuying a few bottles of wine, he keeps his word before moving on to other things.{w}\nSocializing with the tavern patrons, it seemed like our moment was over.	片刻之后，在逾越任何界限之前，他放开了我。{w}\n他买了几瓶酒，信守了诺言，然后转而去做别的事。{w}\n他同酒馆里的客人寒暄起来，看来我们的时刻已经过去。
1748	map069_81961458	0		I nod and stand up, but all of the drinks hit me at once.{w}\nI immediately stumble over, using the bar to brace myself.	我点头起身，可所有的酒一下子全涌上来。{w}\n我当即踉跄了一下，扶着吧台稳住自己。
1749	map069_161dee7c_1	0	char_ulric	Hey now, watch your step.\nThe ground here could do some real damage.	嘿，当心脚下。\n这地方的地面可是能摔出真伤来的。
1750	map069_a76a9eb8	0		I shake my head, and regain my clarity.{w}\nIt's a mystery to me how Ulric could handle this stuff.{w}\nIt would be a long time before I reached his level.	我摇摇头，恢复了清醒。{w}\n乌尔里克怎么能受得了这种酒，对我来说是个谜。{w}\n要赶上他的水平，我还早得很。
1751	map069_ba4d7b7a	0		True to his word, Ulric orders a bottle of alcohol, and walks away.{w}\nSocializing with the tavern patrons, it seemed like our moment was over.{w}\nI take a few deep breaths, and ensure my head is clear before moving.	乌尔里克说到做到，点了一瓶酒，转身走开。{w}\n他同酒馆里的客人寒暄起来，看来我们的时刻已经过去。{w}\n我深吸几口气，确认头脑清醒后才挪步。
1752	map069_fdf7129c	0		I guess we had to get things back on track.{w}\nAs enjoyable as that was, we had business to take care of.{w}\nHopefully we had more time like this to unwind in the future.	我想我们得把正事重新提上日程了。{w}\n尽管刚才很愉快，我们还有事要办。{w}\n希望将来能有更多像这样放松的时光。
1753	map070_06e20397	0		We follow after Damek, and embark on what seems like an endless journey.{w}\nHowever, after an hour or so of walking, we end up in a residential area.{w}\nThe buildings here are built beautifully. Very different from before.	我们跟在达梅克身后，踏上一段似乎没有尽头的旅程。{w}\n不过，走了大约一个小时后，我们来到一片住宅区。{w}\n这里的建筑造得很漂亮，和之前所见大不相同。
1754	map070_4b1d41a6	0	char_valessa	Wow, this place looks incredible!\nThat town square was a little bit “off”.\nNot the best first impression, if you ask me.	哇，这地方看起来太棒了！\n那个城镇广场有点“不对劲”。\n要我说，可算不上最好的第一印象。
1755	map070_3b51e88f	0	char_ulric	It's a sign of wealth to live far away from the markets.\nOnly those who {i}work{/i}, live near the town square.\nOnce you've got it made — you move out here.	住得离集市远，是财富的象征。\n只有{i}干活{/i}的人才住在城镇广场附近。\n一旦你飞黄腾达——就搬到这边来。
1756	map070_729d03d6	0	char_damek	That is, of course, unless you're important to Mazeo.\nGryz gets to live here free of charge for his services.\nThat offer even extends to Lillith, his assistant.	当然，除非你对马泽奥很重要。\n格瑞兹因为他的功绩，得以免费住在这里。\n这份优待甚至惠及他的助手莉莉丝。
1757	map070_623fc0d1	0	char_valessa	You mean like our Elder back in Valinorth?	你是说像我们在瓦利诺斯的长老那样？
1758	map070_10dcdbc9	0	char_damek	Yeah, exactly. So make sure to be careful.\nIn this district, pretty much everyone is royalty.\nOr at least, they expect to be treated that way.	对，正是如此。所以务必小心。\n这个区里，几乎人人都算得上贵族。\n至少，他们希望被那样对待。
1759	map070_db12a9a9	0	char_valessa	Alright. Thanks for the advice, Damek.	好吧。谢谢你的提醒，达梅克。
1760	map070_ce203b14	0		She moves to the back of the group, almost like she's worried.{w}\nWe continue to walk, but not for much longer. Damek stops in his tracks.	她走到队伍后面，几乎像是有些担忧。{w}\n我们继续走着，但没走多久，达梅克就停下了脚步。
1761	map070_8a5dc49f	0	char_damek	To your right — Gryz's office.\nSorry it took a while, but you know how it is.\nIt'll be an even longer trek back to our new HQ.	你的右手边——格瑞兹的办公室。\n抱歉花了这么久，但你也知道情况。\n回新总部的路还要更长呢。
1762	map070_ad7bf449	0		He laughs and motions to the nearby building.{w}\nIt stood out from the rest in both quality and size.	他笑着指向近旁的建筑。{w}\n无论品质还是规模，它都在其余建筑中脱颖而出。
1763	map070_c549cda2	0	char_ulric	It's time for you to tell us what's going on.\nI hate being left in the dark like this. You know that.	该你告诉我们到底怎么回事了。\n我讨厌像这样被蒙在鼓里。你知道的。
1764	map070_11fc0675	0	char_damek	Of course, of course. You know I'm a man of my word.\nI just didn't like talking about this stuff in the Town Square.	当然，当然。你知道我说话算话。\n我只是不喜欢在城镇广场谈这些事。
1765	map070_a72c980f	0		He cracks his knuckles, like he's preparing for something.{w}\nHe faces toward Valessa, Fortaime, and myself with a smile.{w}\nIt's almost like he assumes that Ulric and Pro are up to speed.	他掰了掰指关节，像是要准备什么。{w}\n他面带微笑，面向瓦莱莎、福泰姆和我。{w}\n几乎像是他认定乌尔里克和普洛已经了解情况了。
1766	map070_19443233	0	char_damek	Well, as you know, Mazeo is rampant with piracy.\nAll of that chaos needs some sort of order — right?\nTwo pirates have risen to the challenge. Alex and Nada.	嗯，如你所知，马泽奥海盗横行。\n那样的混乱总需要某种秩序——对吧？\n两名海盗挺身而出，担起了这个重任。亚历克斯和娜达。
1767	map070_8db8880a	0	char_damek	Unifying all of the pirates isn't an easy task, but they did it.\nThey have established trade routes and the largest fleet in the world.\nWe want to strike a deal with them and gain some ships. Easy, right?	统一所有海盗绝非易事，但他们做到了。\n他们建立了贸易航线，拥有世界上最大的舰队。\n我们想跟他们达成协议，弄到一些船。简单，对吧？
1768	map070_b28c1f06	0	char_damek	When we attack Balteus, we won't be able to hold back.\nHaving enough ships to carry our massive army over is essential.\nAnd if we can get the pirates to fight with us? Even better.	我们进攻巴尔泰乌斯时，绝不能留手。\n有足够的船把我们庞大的军队运过去，是必不可少的。\n要是还能让海盗跟我们一起作战？那就更好了。
1769	map070_d88afffc	0	char_damek	Gryz made it clear that he wants to cut a deal.\nIn order to win them over, we'll need to bend to their will.\nHowever, after learning that, Alex and Nada have started to fight.	格瑞兹明确表示他想达成协议。\n为了拉拢他们，我们得顺着他们的意思来。\n然而，得知这一点后，亚历克斯和娜达开始争斗起来。
1770	map070_66bb53d3	0	char_damek	Now we have to choose who we side with.\nThey both want different things, but they can both offer ships.\nThat's why we're here. I imagine they're waiting inside.	现在我们得选边站了。\n他们想要的东西各不相同，但都能提供船只。\n这就是我们来的原因。我想他们正在里面等着。
1771	map070_5188e4cb	0		He speaks with such passion and enthusiasm, it's enthralling.{w}\nIt was clear that he truly cared about Alestia and its people.	他说话时充满热忱和激情，令人着迷。{w}\n显然，他真心关心阿莱斯蒂亚和它的人民。
1772	map070_ce6338a2	0	char_damek	The future of Mazeo is likely going to change. It's so exciting.\nI'll negotiate with them, and Gryz will make any necessary decrees.\nI just want my favorite people present, so that's why you're all here.	马泽奥的未来很可能会改变。真令人兴奋。\n我会跟他们谈判，格瑞兹会颁布必要的法令。\n我只想让我最喜欢的人在场，所以你们都来了。
1773	map070_17d67905	0		He smiles, and turns back to Ulric and Pro.	他笑了笑，转回身面向乌尔里克和普洛。
1774	map070_0d851351	0	char_damek	I trust there aren't any objections?	我想应该没人反对吧？
1775	map070_b8f6c436	0		Ulric scoffs, crossing his arms.	乌尔里克哼了一声，抱起双臂。
1776	map070_838224f3	0	char_ulric	You sure upped the scale of our attack.\nI thought we just planned to steal a few ships.\nBut now you want an entire fleet? What changed?	你可把我们的行动规模拔高了不少。\n我还以为我们只打算偷几艘船。\n结果现在你想要整支舰队？什么变了？
1777	map070_71ff6df4	0	char_damek	We need to give this our all if we're going to win.\nBut remember, we have a world to reshape when we're done.\nStriking a deal with the pirates is something that {i}needs{/i} to happen.	要想赢，我们就得全力以赴。\n但记住，事成之后我们还要重塑这个世界。\n跟海盗达成协议，是{i}必须{/i}要做的事。
1778	map070_906c5c0e	0	char_damek	I mean, we {i}could{/i} wait until after the war.\nBut if we do it now, we stand a better chance of winning.\nPlus the people need to know that we're capable rulers, too.	我是说，我们{i}可以{/i}等战争结束后再说。\n但要是现在就做，我们获胜的机会更大。\n而且人们也需要知道，我们也是有能力统治的人。
1779	map070_692232fc	0	char_ulric	Fair enough. I concede.	有道理。我认输。
1780	map070_e578e8a4	0		Ulric smiles, the promise of more power and might appealing his curiosity.	乌尔里克笑了，更多权力与武力的许诺勾起了他的好奇。
1781	map070_5deaed7a	0	char_pro	That's brilliant, Damek!\nTaking care of ten problems with one move — as usual.\nI'm just glad that they get to see for themselves, now.	太妙了，达梅克！\n一招解决十个问题——一如既往。\n我只是很高兴，他们现在能亲眼见识到了。
1782	map070_72d1ae03	0		He motions to Valessa, Fortaime and I.{w}\nThat seemed like a sound strategy, to be honest.{w}\nGain military might, {i}and{/i} prove himself capable of leadership.	他指了指瓦莱莎、福泰姆和我。{w}\n说实话，这似乎是稳妥的策略。{w}\n获取军力，{i}还{/i}证明了自己有领导才能。
1783	map070_a4b8c52b	0		The people would need to know that he's worth following.{w}\nReleasing Mazeo from the grip of The Triumvirate woud be a great start.{w}\nAnd thankfully, Gryz was on our side. This wouldn't be possible otherwise.	人们需要知道他值得追随。{w}\n把马泽奥从三人执政团的掌控中解放出来，会是个绝佳的开端。{w}\n所幸格瑞兹站在我们这边。不然这根本不可能。
1784	map070_fdc58d78	0	char_damek	Well, I guess it's time.\nI'm a little nervous, but I'll manage.	嗯，我想时候到了。\n我有点紧张，但我能应付。
1785	map070_0fb73ec1	0		With a quick smirk, he's on his way inside.{w}\nPro and Ulric go too, expecting us to follow suit.	他匆匆一笑，动身走了进去。{w}\n普洛和乌尔里克也跟了进去，等着我们也跟上。
1786	map070_404d7cf8	0	char_fortaime	Man, things are sure busy around here.\nI hope we get to rest when we get to our HQ.	天哪，这周围可真够忙的。\n希望到了总部能让我们歇歇。
1787	map070_d8672966	0	char_valessa	Come on Fortaime, it's interesting.\nWe're watching history in the making here.	别这样，福泰姆，这多有意思。\n我们正在见证历史的发生。
1788	map070_c5d7687a	0	char_fortaime	If it's history, then it'll be in a book.\nI'd just sleep and read it when I get up.	要是它算历史，那总会写进书里。\n我干脆睡一觉，醒了再读就是了。
1789	map070_2cd54067	0		They talk amongst themselves as they enter Gryz's house.{w}\nI guess I should hurry in, so I don't miss anything.	他们一边交谈一边走进格瑞兹的宅邸。{w}\n我想我该赶紧进去，免得错过什么。
1790	click_map073_4_EV004_5c3d3ecb	0		Signs point in every possible direction.{w}\nThey're labelled things like “Town Square” and “Residential District”.{w}\nA couple of the others say “Docks” and “Church of The Triumvirate.”	指示牌指向四面八方。{w}\n上面标着“城镇广场”和“住宅区”之类的字样。{w}\n还有几个写着“码头”和“三人执政团教堂”。
1791	click_map073_4_EV004_4c258f15	0		I guess it was easy to find directions in Mazeo.{w}\nIt seems like The Rebel HQ is in the opposite direction.{w}\nAs I've learned, it's located in tunnels underneath the church.	看来在马泽奥辨认方向很容易。{w}\n反抗军总部似乎在反方向。{w}\n据我了解，它就位于教堂下方的隧道里。
1792	click_map073_4_EV004_7d995ed8	0		But stealing the tunnels underneath The Triumvirate's church?{w}\nSomething about that seems incredibly risky to me.{w}\nI'm sure Damek knows what he's doing, though.	可是偷用三人执政团教堂底下的隧道？{w}\n这在我看来风险大得离谱。{w}\n不过我相信达梅克清楚自己在做什么。
1793	click_map073_5_EV005_59991fe6	0		Gryz's house is much more impressive than the others.{w}\nIt stands just as tall, but it's easily twice as wide.{w}\nHe must have tons of free space in there.	格瑞兹的宅邸比其他的气派得多。{w}\n高度相当，但宽度足足是别人的两倍。{w}\n里面想必有大把空地方。
1794	click_map073_6_EV006_e2a8f049	0		The residential district seems to go on forever.{w}\nBut it's all flat. There's no elevation like in Valinorth.{w}\nBack at home, social status was determined by how high you live.	住宅区似乎绵延无尽。{w}\n但这里一片平坦，不像瓦利诺斯那样有高低起伏。{w}\n在家乡，社会地位由你住得多高决定。
1795	click_map073_6_EV006_75f657b6	0		The Elder lives right at the top, since he's the most important.{w}\nI was given a house right next to the Main Street, an easy walk to Mylus'.{w}\nI wonder how social status is determined in Mazeo. Maybe I'll ask Damek.	长老住在最顶端，因为他是最重要的人。{w}\n我分到的房子紧邻主街，走到迈勒斯家很方便。{w}\n不知道马泽奥的社会地位是怎么定的。也许我该问问达梅克。
1796	click_map073_7_EV007_1701c108	0		Gryz's house has a massive tree right next to it.{w}\nAt the very top, I can see some apples growing.{w}\nPerhaps those are the same ones Fortaime likes?	格瑞兹的宅邸旁边有棵巨大的树。{w}\n在最顶端，我能看到长出了一些苹果。{w}\n也许就是福泰姆爱吃的那些？
1797	click_map073_7_EV007_3054498d	0		Either way, they seem well maintained and fresh.{w}\nPerhaps this is Gryz's food of choice as well.	无论如何，它们看起来都照料得很好、很新鲜。{w}\n也许这也是格瑞兹钟爱的食物。
1798	map071_3212760c	0		When I enter Gryz's house, I'm taken aback by how massive it is.{w}\nA front desk, probably for his assistant, rests near the front door.{w}\nBut behind it is a massive atrium, with a staircase leading up.	我走进格瑞兹的宅邸时，被它的宏大吓了一跳。{w}\n前门附近有个前台，大概是给他助手用的。{w}\n但前台后面是个巨大的中庭，有楼梯通往楼上。
1799	map071_f10b0470	0		I'm willing to bet that Gryz's office is at the top of that staircase.{w}\nI look around, and find Damek, Ulric and Pro chatting with a woman.{w}\nThis must be the assistant that Damek mentioned earlier.	我敢打赌格瑞兹的办公室就在楼梯顶端。{w}\n我环顾四周，发现达梅克、乌尔里克和普洛正在跟一个女人交谈。{w}\n这一定就是达梅克先前提到的那位助手。
1800	map071_05774f07	0		After noticing me enter, she quickly approaches us.{w}\nValessa and Fortaime retreat behind me, leaving me in charge.{w}\nI take a step forward and introduce myself to her without hesitation.	她注意到我进来后，快步走向我们。{w}\n瓦莱莎和福泰姆退到我身后，把场面交给我。{w}\n我上前一步，毫不犹豫地向她自我介绍。
1801	map071_55249198	0	char_jit_map071_1_0_21	I've heard so much about you, [firstname].\nIt's a pleasure to finally meet you in person.	我听过太多关于你的事了，[firstname]。\n终于能亲自见到你，真高兴。
1802	map071_62adc304	0	char_jit_map071_1_0_28	I've heard so much about you, [firstname].\nIt's a pleasure to finally meet you in person.	我听过太多关于你的事了，[firstname]。\n终于能亲自见到你，真高兴。
1803	map071_198e7438	0		She puts her hand forward, and I give her a firm handshake.{w}\nValessa and Fortaime seem immediately at ease, as she's very friendly.{w}\nFor a moment, I'm not entirely sure what they were expecting.	她伸出手，我同她有力地握了握手。{w}\n因为她非常友善，瓦莱莎和福泰姆立刻放松下来。{w}\n有那么一瞬，我不太确定他们原本期待的是什么。
1804	map071_6f12fd50	0	char_jit_map071_1_0_50	I'm guessing that's The Blade of Exodus?	我猜那就是流亡之刃？
1805	map071_38de3e7c	0		She tilts her head toward my back.	她朝我背后偏了偏头。
1806	map071_ed453d1f	0	char_jit_map071_1_0_50	You can take that cloak off in here, by the way.\nEverybody in this office knows what's going on.\nThere's no need to hide around Gryz, or myself.	顺便说，你在这儿可以把斗篷脱掉。\n这间办公室里的人都知道是怎么回事。\n在格瑞兹和我面前，不必藏着掖着。
1807	map071_8b3b00e6	0		I nod, and remove the makeshift hood covering my head.{w}\nI feel the fresh Mazean air on my face for the first time.	我点点头，摘下头上临时充当兜帽的东西。{w}\n我第一次感到马泽奥清新的空气拂过面庞。
1808	map071_c993d7f1	0	char_jit_map071_1_0_50	Come back here with the rest of us, alright?\nI think they're almost ready to head upstairs.	回来跟我们其他人待在一起吧，好吗？\n我想他们差不多准备好上楼了。
1809	map071_ca11c73a	0		She motions to the main landing area of the atrium.{w}\nWe move past her desk, which acts almost like a barrier.{w}\nI'm assuming she acts as Gryz's guard as well, standing watch.	她指了指中庭的主休息区。{w}\n我们走过她的桌子，那几乎像是一道屏障。{w}\n我猜她也兼任格瑞兹的守卫，负责放哨。
1810	map071_753521f7	0		After a few moments, we regroup with the others.{w}\nThey're talking amongst themselves, but Lillith brings that to an end.{w}\nClapping her hands together once, and very loudly, their attention is grabbed.	片刻之后，我们和其余人会合。{w}\n他们正彼此交谈，但莉莉丝终止了这一切。{w}\n她非常响亮地拍了一下手，吸引了他们的注意。
1811	map071_aa4fb42d	0	char_damek	Sorry, Lillith.\nJust lots to think about at the moment.\nI'm almost nervous to walk up there, if I'm honest.	抱歉，莉莉丝。\n眼下要操心的事太多了。\n老实说，我几乎有点不敢走上去。
1812	map071_00f7329e	0	char_jit_map071_1_0_50	There's no need to be nervous, Damek.\nIt won't be any different from the last time you were here.\nJust a few added bodies, that's all. Not the end of the world.	没必要紧张，达梅克。\n这跟你上次来不会有什么不同。\n不过是多了几个人罢了。又不是天塌下来。
1813	map071_33424879	0	char_damek	I just don't want to make the wrong choice.\nThere's a lot riding on this, Lillith.	我只是不想做出错误的选择。\n这件事关系重大，莉莉丝。
1814	map071_7daec04b	0	char_jit_map071_1_0_50	Have you made the wrong choice in the past...?	你过去做过错误的选择吗……？
1815	map071_30c7d78f	0	char_damek	Well, I don't think so...	嗯，我想没有……
1816	map071_28367857	0	char_jit_map071_1_0_50	Then you'll be fine.\nBesides, Alex and Nada aren't too bad.\nThey're both playing ball to get what they want.	那你就会没事的。\n再说，亚历克斯和娜达也没那么糟。\n他们俩都是为了得到想要的才肯配合。
1817	map071_c87adc78	0	char_jit_map071_1_0_50	That means they'll have to be on their {i}best{/i} behavior.\nSo if being in the presence of pirates was a worry for—	这意味着他们必须表现得{i}最好{/i}。\n所以，要是与海盗共处一室让你担心——
1818	map071_9f685a0f	0	char_damek	Oh no, that's not it at all.\nI'm more than happy to work with pirates.\nYou're right, though. I have a good track record.	哦不，完全不是那样。\n我非常乐意跟海盗合作。\n不过你说得对。我的过往记录一向不错。
1819	map071_4a1b5a1b	0		He lets out a nervous laugh before looking up to the top of the stairs.	他干笑一声，然后抬头望向楼梯顶端。
1820	map071_3fccc5b7	0	char_damek	I guess that'll have to do.\nAre they ready...?	我想这样也就够了。\n他们准备好了吗……？
1821	map071_a956ed79	0	char_jit_map071_1_0_50	Yeah. They're expecting all of you.\nIt might be a bit crowded, but you'll manage.	嗯。他们在等你们所有人。\n可能会有点挤，但你们能应付。
1822	map071_845abdba	0	char_damek	Did you happen to overhear anything?\nYou know, so I don't go in blind.	你有没有碰巧听到些什么？\n你知道的，免得我两眼一抹黑地进去。
1823	map071_b70d0c81	0	char_jit_map071_1_0_50	Unfortunately, no.\nThey're being {i}very{/i} discreet.	很遗憾，没有。\n他们{i}非常{/i}谨慎。
1824	map071_e31f3c05	0	char_damek	Oh well, worth a shot.\nI guess it's finally time to do this.\nAre you ready everybody?	算了，试试也无妨。\n我想终于该做了。\n大家准备好了吗？
1825	map071_4b6a0e63	0		He looks at all of us one by one, and we nod.{w}\nI can tell he's trying to delay this, but I'm not sure why.	他逐一看着我们每个人，我们纷纷点头。{w}\n我看得出他在设法拖延，但我不清楚为什么。
1826	map071_7920b323	0	char_jit_map071_1_0_50	Gryz will give me a debriefing when you're done.\nI know you're busy, so after this, just go on your way.\nLots to do, and little time to do it, right?	你们结束后，格瑞兹会向我做个简报。\n我知道你们忙，所以这之后就直接上路吧。\n要做的事很多，时间却很少，对吧？
