# dialogue chunk 0004  entries 1201-1600 of 10370
# seq	block	idx	speaker	source	target
1201	map061_febeefe8	0	char_jit_map061_1_0_13	Damek, may I speak with you?	达梅克，我能和你说句话吗？
1316	Ulric7_map054_9_0_3954dcb3	0	char_ulric	There isn't much to say. He always pops in to mess up our plans.\nEvery time we battle The Honor Guard, he's right there with them.\nThe Triumvirate barely leaves their castle, so he's almost like a stand-in for them.	没什么好说的。他总冒出来打乱我们的计划。\n每次我们和荣誉卫队交战时，他都和他们在一起。\n三人执政团几乎不离开他们的城堡，所以他差不多就是他们的替身。
1317	Ulric7_map054_9_0_c56cf239	0	char_ulric	Basically, anytime we're against enemy forces, he's there.\nBut you learn a lot about the man in the way he fights. So I know a lot about him.\nI've never seen anybody with such strong conviction. He truly believes he's doing the right thing.	基本上，只要我们对抗敌军，他就在场。\n但从一个人的打法里能看出很多。所以我对他了解不少。\n我从没见过信念如此坚定的人。他真的相信自己做的没错。
1318	Ulric7_map054_9_0_4650988b	0	char_ulric	No, and I think I'd like to keep it that way.	没有，而且我希望一直如此。
1319	Ulric7_map054_9_0_48ee8f3a	0	char_ulric	Forgive me if I ask you to be more specific.	请原谅，我得请你问得具体些。
1320	Ulric8_map054_9_0_26a1a385	0	char_ulric	I haven't been able to get a read on her yet, which is rare for me.\nNormally I'm a good judge of character — but on her, I'm drawing a blank.\nNot to say that's a bad thing. She carries herself admirably; but she's just closed off.	我到现在还看不透她，这对我来说很少见。\n平时我挺会看人的——可对她，我一片空白。\n倒不是说这是坏事。她举止令人钦佩，只是太封闭了。
1321	Ulric8_map054_9_0_befa2b02	0	char_ulric	At the end of the day, she won't cause me any concern, so that's a good thing.\nBut I find myself wondering why she's so scared to open up. It's not like we'll hurt her.\nSome might say that's a personality trait on its own, but not me. I like to dig deeper.	说到底，她不会让我操心，这是好事。\n可我忍不住想，她为什么这么怕敞开心扉。我们又不会伤害她。\n有人也许会说这本身就是种性格，但我不这么看。我喜欢往深处挖。
1322	Ulric8_map054_9_0_ac7e6c2a	0	char_ulric	Honestly? He's a little much. Energy wise, I mean.\nI used to be like him when I was younger, but it's better to conserve your energy.\nIf you waste it without thought like he does, you won't have it when you actually need it.	说实话？他有点太过了。我是说精力方面。\n我年轻时也像他那样，但还是节省点精力为好。\n要是像他那样不加思索地耗光，真需要的时候就没得用了。
1323	Ulric8_map054_9_0_c721fbf9	0	char_ulric	That's pretty much why I'm so calm all the time. I'm waiting to put my energy to good use.\nNormally, that \"good use\" involves either a fight, or some stiff drinks. You'll see.\nOnce we get to Mazeo, there's a Tavern that gets my highest recommendation.	这差不多就是我一直这么冷静的原因。我在等一个把精力用在刀刃上的机会。\n通常这种“刀刃”要么是打一架，要么是几杯烈酒。你会见识到的。\n等我们到了马泽奥，有家酒馆我极力推荐。
1324	Ulric8_map054_9_0_48e5c7ed	0	char_ulric	We don't seem to get along, but he's actually one of my best friends.\nHe just has this way of poking fun at everybody. It's his way of showing love.\nWith a troubled past like his, I wouldn't be surprised if he thought that's what love {i}is{/i}.	我们看着合不来，可他其实是我最好的朋友之一。\n他就是有那种爱拿人打趣的毛病，那是他表达关爱的方式。\n有他那样坎坷的过去，他会以为爱{i}就是{/i}那样，我一点也不意外。
1325	Ulric8_map054_9_0_7614daf7	0	char_ulric	You're good at following orders, I'll give you that much.\nI'm not sure if you're just clueless, or full of national pride.\nEither way, it's a good thing. We can't have you full of doubt.	你很听命令，这点我承认。\n我说不准你是真不懂，还是满怀家国自豪感。\n不管怎样，这都是好事。我们不能让你满心疑虑。
1326	Ulric8_map054_9_0_ac012b8d	0	char_ulric	It won't be much longer until you can kick back and relax.\nBut when you do, it'll be as Alestia's hero. Think about that.\nYou had a life of luxury just thrown into your lap. I'm jealous.	用不了多久，你就能彻底放松下来了。\n但到那时，你会是以阿莱斯蒂亚英雄的身份。好好想想吧。\n锦衣玉食的生活就这么砸到你怀里。我都有点羡慕。
1327	Ulric8_map054_9_0_3e45fb8e	0	char_ulric	Well, spare time is pretty scarce these days. But I love a good drink.\nNothing better than winding down a busy day with some ale, right?\nAside from that, I love a good spar. But it's hard to find a challenge.	唉，这些天闲工夫少得可怜。不过我很爱喝一杯。\n忙完一天来点麦酒放松放松，没什么比这更好了，对吧？\n除此之外，我还喜欢痛快地切磋一场。只是很难找到对手。
1328	Ulric9_map054_9_0_bb0c3d63	0	char_ulric	I'm not picky. I just like the effects.\nThe stronger stuff is more expensive though, and I'm not loaded.\nWell, unless Damek decides to treat me, I guess. That's rare, though.	我不挑，只要有效果就行。\n不过烈酒更贵，而我没什么钱。\n唔，除非达梅克肯请我，大概。不过那可少见。
1329	Ulric9_map054_9_0_3af1ed2b	0	char_ulric	There's a huge Tavern tucked away in the Town Square. \nBest drinks money can buy, and like Peregrino, they have private rooms.\nGreat business model, actually. When you've had too much, they can con you into a room.	城广场里藏着一家大酒馆。\n那里有花钱能买到的最好的酒，而且跟佩雷格里诺一样有雅间。\n这生意经其实挺高明。等你喝多了，他们就能哄你开个房间。
1330	Ulric9_map054_9_0_7d237484	0	char_ulric	I'll point it out if I can. Might be a good idea to grab a drink before your training.\nDamek has a strict regiment set out for you, but I'll make sure you have fun. Don't worry.	有机会我会指给你看。训练前先去喝一杯也许不错。\n达梅克给你定了套严格的训练计划，不过我会保证让你玩得开心，别担心。
1331	Ulric9_map054_9_0_a800250b	0	char_ulric	Heh, of course. Now you're starting to grow on me.\nI didn't know you were into that, but I need a good drinking buddy.\nYou can only drink so much alone before it starts to get sad.	嘿，那当然。我开始有点喜欢你了。\n没想到你也好这口，我正缺个靠谱的酒友。\n一个人喝到一定程度就只剩下凄凉了。
1332	Ulric9_map054_9_0_76352985	0	char_ulric	Yes.	是的。
1333	click_map054_12_EV012_01d09f90	0	char_fortaime	Wow! Mazeo looks so big, even from this far away!\nIt's easily five times bigger than Valinorth...!	哇！马泽奥从这么远看都好大！\n至少有瓦利诺斯的五倍大……！
1334	click_map054_12_EV012_5a271dc4	0	char_ulric	Try for ten, little one.\nJust stick by my side, and you won't get lost.\nI don't feel like running around town trying to find you.	往十倍上猜吧，小家伙。\n跟紧我身边就不会走丢。\n我可不想满城跑着找你。
1335	click_map054_12_EV012_57b797ba	0	char_fortaime	Again, I'm not little!\nAnd trust me, I'll never get lost.\nI have a pretty good sense of direction.	再说一遍，我不是小家伙！\n而且相信我，我绝不会走丢。\n我方向感很好的。
1336	click_map054_12_EV012_43208f09	0	char_valessa	Says the guy who got lost on his way home last week.	上周回家路上走丢的人是谁来着。
1337	click_map054_12_EV012_87c62714	0	char_fortaime	Valessa, it was {i}dark{/i}!\nYou'd have done the same thing in my situation.	瓦莱莎，当时天{i}黑{/i}了！\n换你在我那个情况下也会一样的。
1338	click_map054_12_EV012_01ef9218	0	char_valessa	Not true. I was home a few hours before you.\nJust take Ulric up on his offer Fortaime, he's being nice.\nWho knows what the pirates would do to you if they found you alone.	才不是。我比你早到家好几个小时。\n福泰姆，就接受乌尔里克的好意吧，他是在对你好。\n谁知道海盗要是发现你落单会干出什么来。
1339	click_map054_12_EV012_d62b343f	0	char_fortaime	Okay, and now you're scaring me.	好吧，你现在吓到我了。
1340	map055_58c4c7c0	0		As Alex left his office, Gryz sat in contemplation.{w}\nIt wasn't long before Lillith, his assistant, walked into the room.{w}\nIt was her duty to document and follow-up with Gryz after every meeting.	亚历克斯离开办公室后，格瑞兹坐在那里沉思。{w}\n没过多久，他的助理莉莉丝走进了房间。{w}\n每次会谈后，记录并跟进格瑞兹的事务是她的职责。
1341	map055_ffc2fac0	0	char_jit_map055_1_0_12	So, how'd it go?	那么，进展如何？
1342	map055_6199f2a1	0	char_jit_map055_1_0_22	As good as it could've, which isn't saying much.	能多顺利就多顺利吧，不过也就那样。
1343	map055_aa1121b3	0	char_jit_map055_1_0_12	What would you have me put on the record?	你要我在记录里写些什么？
1344	map055_2b028315	0	char_jit_map055_1_0_22	\"Negotiations to resume with more parties present.\"\nI think that about sums it up, while I gather my bearings.	“更多方在场后重启谈判。”\n我想这就概括得差不多了，我也好理理头绪。
1345	map055_b821d7fa	0	char_jit_map055_1_0_12	Very well; and what about \"off the record\"?\nWhat should I be expecting to come through that door?	很好；那“不记录在案”的部分呢？\n我该期待什么人从那扇门里进来？
1346	map055_e92c001c	0	char_jit_map055_1_0_22	Initially I wanted them to sabotage The Triumvirate's ships.\nBut that was very shortsighted of me. We'll need a naval army.\nSo I tackled things from another angle. Securing ships.	起初我想让他们去破坏三人执政团的船。\n但那想法太短视了。我们需要一支海军。\n所以我换了个角度下手：弄到船。
1347	map055_b29dc1ce	0	char_jit_map055_1_0_12	That shouldn't be too hard, right?\nThe pirates have an enormous army.	那应该不难吧？\n海盗的兵力可不少。
1348	map055_3b36ba21	0	char_jit_map055_1_0_22	Combined, yeah. But I can't win them all over.\nAlex and Nada will both be fighting to cut a deal with me.\nAnd I'm afraid no matter who we side with, things will change.	合起来算，是不难。可我没法把他们全都争取过来。\n亚历克斯和娜达都会争着跟我达成协议。\n而恐怕不管我们站哪边，局面都会发生变化。
1349	map055_dffdf1d2	0	char_jit_map055_1_0_12	For who, exactly?	对谁而言？
1350	map055_c65aafdd	0	char_jit_map055_1_0_22	Everybody.\nLillith, can you send for Damek?\nHe'll need to be present at the final negotiations.	所有人。\n莉莉丝，能派人去叫达梅克吗？\n最终谈判他得在场。
1351	map055_dc9a4127	0	char_jit_map055_1_0_12	Of course, sir.	当然，先生。
1352	map055_adfc615d	0	char_jit_map055_1_0_22	I have a feeling he'll be bringing The Seer too, Lillith.\nWith everybody under one roof, we can finally make some progress.\nAt the end of the day, Mazeo and The Rebellion will be allied with the pirates.	莉莉丝，我感觉他还会把先知带来。\n所有人都聚到一处，我们终于能有进展了。\n说到底，马泽奥和反抗军将与海盗结盟。
1353	map055_07ad8399	0	char_jit_map055_1_0_12	Never thought I'd see the day.\nI guess we just have to choose {i}who{/i} to side with.	没想到还能看到这一天。\n看来我们只需决定该站{i}哪一边{/i}。
1354	map055_b060efb9	0	char_jit_map055_1_0_22	That's why I need to see Damek as well.\nHe'll be leading the final battle, so he needs to choose.\nI trust his decision, and his sense of strategy, more than you know.	所以我得见达梅克。\n最终一战将由他指挥，所以这个选择得他来做。\n我对他的决断和战略眼光的信任，超乎你所知。
1355	map055_528f06f4	0	char_jit_map055_1_0_12	Should he really be making choices that affect the future of Mazeo?	真该由他来做影响马泽奥未来的决定吗？
1356	map055_c8c8f383	0	char_jit_map055_1_0_22	I think it's in our best interest.\nBesides, with what's coming, I don't think I'll be here much longer.\nI only hope that we can leave behind a peaceful future for Mazeo...	我觉得这样对我们最有利。\n再说，照这形势发展下去，我想我在这儿也待不久了。\n我只希望我们能给马泽奥留下一个和平的未来……
1357	map065_67ce122a	0		As we take our first steps into Mazeo, we all pause and examine the surroundings.{w}\nIt's a crowded mess, with people running in every conceivable direction.{w} \nMarket stalls are set up wherever there's room — with all sorts of wares.	我们刚踏进马泽奥，就都停下脚步打量四周。{w}\n这里拥挤杂乱，人们朝着四面八方奔走。{w} \n凡是有空的地方就支着摊子——摆满各式各样的货品。
1358	map065_ef35ecbc	0	char_fortaime	Wait — I think I see them!	等等——我好像看到他们了！
1359	map065_0be16c24	0		Fortaime immediately tries running ahead, enthralled by something he sees.{w}\nBut before he can get very far, Ulric grabs him from behind and stops him.{w}\nWith a tight grip on Fortaime's collar, it's clear he's not going anywhere.	福泰姆立刻想往前跑，被眼前的什么东西迷住了。{w}\n可他还没跑出几步，乌尔里克就从身后一把抓住了他。{w}\n乌尔里克死死攥着福泰姆的衣领，显然他哪儿也去不了。
1360	map065_57dd2f57	0	char_fortaime	H-hey! What gives!?	喂、喂！干嘛啊！？
1361	map065_e7134350	0	char_ulric	You can't just run off into a crowd like that, Fortaime.\nYou'll get lost; and I don't have the time to find you.\nStick close to us, we'll get over there eventually.	你不能就这么一头扎进人堆里，福泰姆。\n你会走丢的，而我没时间去找你。\n跟紧我们，我们总会过去的。
1362	map065_0296c154	0	char_fortaime	Alright...	好吧……
1363	map065_277a17b9	0		His ears droop down, and he starts to mope around.{w}\nBut before he gets too sad, Ulric reaches into his pockets.{w}\nPulling out some coin, he gives it to Fortaime with a smile.	他的耳朵耷拉下来，开始闷闷不乐地晃悠。{w}\n还没等他太难过，乌尔里克把手伸进口袋。{w}\n他掏出几枚硬币，笑着递给福泰姆。
1364	map065_7823a46f	0	char_ulric	Here's some money to spend on whatever you want.\nBut like I said — just make sure you stick close to us.\nThis isn't the kind of place you want to be alone in.	这些钱给你，想买什么就买什么。\n不过我说过了——一定得跟紧我们。\n这地方可不适合一个人待着。
1365	map065_e71dbabe	0	char_fortaime	Wow, thanks Ulric!\nI'm gonna look for some apples, then.\nCan you point them out for me so I don't get lost?	哇，谢谢你，乌尔里克！\n那我去找点苹果。\n你能指给我看吗，免得我走丢？
1366	map065_567b697c	0	char_ulric	Yeah, they should be over there.	嗯，应该就在那边。
1367	map065_3c7a44f5	0		Pointing to a nearby market stall, Fortaime runs off, jubilant.{w}\nFree money from Ulric? He must've taken a liking to Fortaime.{w}\nEither that, or he figured somebody needed to keep him in line.	乌尔里克指向附近的一个摊位，福泰姆欢天喜地地跑开了。{w}\n乌尔里克白白给钱？他肯定是喜欢上福泰姆了。{w}\n要不然，就是他觉得总得有个人管着他。
1368	map065_97aa66db	0	char_ulric	Well, I guess we should keep an eye out for Damek.\nKnowing him, he's already here waiting for us.\nDo you see him anywhere, Pro?	好吧，我们该留意一下达梅克了。\n以他的性子，他早就在这儿等我们了。\n普洛，你看到他了吗？
1369	map065_1d14290c	0	char_pro	There's too many people.\nGive me a few minutes, I'll find him.	人太多了。\n给我几分钟，我去找他。
1370	map065_163efb64	0		A few moments later, Fortaime returns.{w}\nHe's holding an apple, his eyes glistening with happiness.	片刻之后，福泰姆回来了。{w}\n他手里握着一个苹果，眼里闪着幸福的光。
1371	map065_d67ea83d	0	char_fortaime	Look, I finally got what I wanted!\nIt was so expensive though — I only had enough for one.\nI guess I'll have to make it last as long as possible, huh...?	看，我终于买到想要的了！\n不过太贵了——我的钱只够买一个。\n看来我得让它撑得越久越好，是吧……？
1372	map065_9ff158b2	0	char_ulric	Only one...?\nYou were conned, Fortaime.\nI should've followed you after all.	才一个……？\n你被坑了，福泰姆。\n我终究还是该跟着你的。
1373	map065_96d1d7f2	0	char_fortaime	Conned?	被坑？
1374	map065_afa3dd45	0	char_ulric	Yeah — taken advantage of.\nThe locals know a tourist when they see one.\nThey raise the prices because you don't know any better.	是啊——被人占了便宜。\n本地人一眼就能认出游客。\n看你什么都不懂，他们就抬价。
1375	map065_328c5284	0	char_fortaime	Mean...!	好过份……！
1376	map065_f25c4dc3	0	char_ulric	Sorry, it's my fault.\nFor a moment, I put too much faith in the people.\nAt least now you know all of my warnings were true.	抱歉，是我的错。\n有那么一瞬间，我对这些人太过信任了。\n至少现在你知道我那些警告都是真的了。
1377	map065_afa9e980	0		Ulric lets out a large sigh, and continues scouting the surroundings.{w}\nHe takes a few steps in different directions, as if that helped his search.{w}\nBut Valessa calls out to us shortly after, pointing back towards the gate.	乌尔里克长叹一口气，继续在周围搜寻。{w}\n他朝几个方向各走了几步，好像这样就能找到似的。{w}\n但没过多久，瓦莱莎喊住我们，手指向城门那边。
1378	map065_6b05561b	0	char_valessa	Is that him...?	那是他吗……？
1379	map065_ea1ebdb8	0		A man that was standing there starts to laugh and approach us.{w}\nHe was standing with his back against the gate — out of sight.{w}\nIt was a perfect hiding spot, since we'd be looking ahead.	站在那边的一个男人笑了起来，朝我们走来。{w}\n他一直背靠着城门站着——正好在视线之外。{w}\n那是个绝佳的藏身处，因为我们的目光都朝前看。
1380	map065_9c4d959c	0	char_damek	I just wanted to see if you'd notice me, actually.\nYou've got a good eye on you. Valessa, right?	其实我只是想看看你们会不会注意到我。\n你眼力不错。瓦莱莎，对吧？
1381	map065_f3a8de1d	0	char_valessa	Yeah — The Elder of Valinorth.\nPleased to meet you, Damek, sir.\nYour friends have really talked you up.	是的——瓦利诺斯的长老。\n幸会，达梅克先生。\n你的朋友们可把你夸上天了。
1382	map065_e744f6e2	0	char_fortaime	And I'm Fortaime, The Scribe!\nWe've heard a lot about you, actually.	我是福泰姆，书记官！\n其实我们听过很多关于你的事。
1383	map065_04e0822f	0	char_valessa	Yeah — Valinorth's Scribe.\nPleased to meet you, Damek.	是的——瓦利诺斯的书记官。\n幸会，达梅克。
1384	map065_0477d9ce	0	char_fortaime	And I'm Fortaime, The Elder!\nWe've heard a lot about you, actually.	我是福泰姆，长老！\n其实我们听过很多关于你的事。
1385	map065_fd112310	0	char_damek	All nonsense, I'm sure.	肯定都是些胡扯。
1386	map065_c429cf66	0		After smiling at Valessa and Fortaime, he approaches me.	他朝瓦莱莎和福泰姆笑了笑，随后走向我。
1387	map065_88466cd5	0	char_damek	And you must be [firstname].\nIt feels like I've been waiting forever to meet you.\nHonestly, the last little while has been so hectic.	那你一定就是[firstname]了。\n感觉我已经等了好久好久，就为了见你一面。\n说实话，最近这段时间实在太忙乱了。
1388	map065_88466cd5_1	0	char_damek	And you must be [firstname].\nIt feels like I've been waiting forever to meet you.\nHonestly, the last little while has been so hectic.	那你一定就是[firstname]了。\n感觉我已经等了好久好久，就为了见你一面。\n说实话，最近这段时间实在太忙乱了。
1389	map065_fc346309	0		He blushes, and I can tell he's extremely nervous.{w}\nIt's odd — because he greeted Valessa and Fortaime with ease.{w}\nIt humbles me to see a man of such importance treat me this way.	他脸红了，看得出他极其紧张。{w}\n这很奇怪——因为他刚才和瓦莱莎、福泰姆打招呼时那么从容。{w}\n看到这样一位大人物如此待我，我不禁心生谦卑。
1390	map065_b89d21cf	0	char_damek	I almost can't believe this is happening.\nIt's an honor to meet you, [firstname] — it truly is.	我几乎不敢相信这是真的。\n能见到你实在是我的荣幸，[firstname]——真的。
1391	map065_b89d21cf_1	0	char_damek	I almost can't believe this is happening.\nIt's an honor to meet you, [firstname] — it truly is.	我几乎不敢相信这是真的。\n能见到你实在是我的荣幸，[firstname]——真的。
1392	map065_b402a598	0	char_damek	What...? Oh, cut it out.\nThere's no need to say things like that.\nTrust me — you're already on my good side.	什么……？哦，别这么说。\n没必要讲这种话。\n相信我——你早就是我心目中的好人选了。
1393	map065_24aa980f	0		I reach out to shake his hand, but he immediately pulls back.{w}\nWith a nervous laugh, he rubs the back of his head. Did I do something wrong?{w}\nHe seemed excited to meet me, so I assumed a handshake was in order.	我伸手想和他握手，他却立刻缩了回去。{w}\n他紧张地笑了笑，挠着后脑勺。我做错什么了吗？{w}\n他看起来见到我很兴奋，所以我还以为该握个手。
1394	map065_02b37f4f	0	char_damek	And you're just as polite as I imagined!\nThere's no need to be so formal. You're among friends.	你果然和我想象中一样有礼！\n不用这么拘谨，这里都是自己人。
1395	map065_24aa980f_1	0		I reach out to shake his hand, but he immediately pulls back.{w}\nWith a nervous laugh, he rubs the back of his head. Did I do something wrong?{w}\nHe seemed excited to meet me, so I assumed a handshake was in order.	我伸手想和他握手，他却立刻缩了回去。{w}\n他紧张地笑了笑，挠着后脑勺。我做错什么了吗？{w}\n他看起来见到我很兴奋，所以我还以为该握个手。
1396	map065_7770b5e9	0	char_damek	You're joking, right...?\nI think the spirits themselves have chosen you.\nIn my mind — there's no greater honor than that.	你在开玩笑吧……？\n我认为是灵亲自选择了你。\n在我看来——没有比这更高的荣耀了。
1397	map065_1d809795	0		As a formality, I reach out to shake his hand, but he immediately pulls back.{w}\nWith a nervous laugh, he rubs the back of his head. Did I do something wrong?{w}\nHe seemed excited to meet me, so I assumed a handshake was in order.	出于礼节，我伸手想和他握手，他却立刻缩了回去。{w}\n他紧张地笑了笑，挠着后脑勺。我做错什么了吗？{w}\n他看起来见到我很兴奋，所以我还以为该握个手。
1398	map065_3dc28b36	0	char_damek	I hope the journey from Valinorth wasn't too bad.\nThe weather seemed fair. It's just those Bloodleaves...\nWe might have to talk about that some more in a bit.	希望从瓦利诺斯来的旅途不算太糟。\n天气看着还不错。就是那些血叶……\n我们待会儿也许得再谈谈这件事。
1399	map065_24aa980f_2	0		I reach out to shake his hand, but he immediately pulls back.{w}\nWith a nervous laugh, he rubs the back of his head. Did I do something wrong?{w}\nHe seemed excited to meet me, so I assumed a handshake was in order.	我伸手想和他握手，他却立刻缩了回去。{w}\n他紧张地笑了笑，挠着后脑勺。我做错什么了吗？{w}\n他看起来见到我很兴奋，所以我还以为该握个手。
1400	map065_d566484d	0	char_damek	Anyway — shall we get going...?\nWe have quite a busy day ahead of us.	总之——我们出发吧？\n今天要忙的事可不少。
1401	map065_2b28c509	0		He starts walking, expecting us to follow.{w}\nBut as soon as he gets to Pro, he stops in his tracks.	他开始往前走，等着我们跟上。{w}\n可一走到普洛面前，他就停住了脚步。
1402	map065_d64c1128	0	char_damek	Oh, just one more thing before we move along.\nYou'll be on cleaning duty for the next month, Pro.	哦，走之前还有一件事。\n普洛，接下来一个月你负责打扫。
1403	map065_83d3a92b	0	char_pro	What!? What did I do...?	什么！？我做了什么……？
1404	map065_d902e89b	0	char_damek	It's more about what you {i}didn't{/i} do.\nAnd the answer to that — is everything.\nI ended up sending Ulric to pick up your slack.	更准确地说，是你{i}没做{/i}什么。\n而答案是——什么都没做。\n最后我只好派乌尔里克去补你的缺。
1405	map065_c8925d7f	0	char_damek	We can't afford to waste time anymore.\nI'm sure you had your reasons, but—	我们再也耗不起时间了。\n我相信你有你的理由，可是——
1406	map065_8ee9a8bd	0	char_pro	Yeah, and they were really good reasons!\nI couldn't just march into Valinorth with the blade!\nI need to have {i}some{/i} discretion. It took time!	是啊，而且都是非常充分的理由！\n我总不能背着那把刃大摇大摆走进瓦利诺斯吧！\n我总得有点{i}分寸{/i}。这需要时间！
1407	map065_666a2464	0	char_damek	Really, Pro?\nYou know you can't throw excuses at me.\nI know how this stuff works. You were lazy.	真的吗，普洛？\n你知道你糊弄不了我。\n这种事我清楚得很。你就是偷懒了。
1408	map065_c389e00c	0		He lets out a loud sigh, while Pro shuffles in place, ashamed.	他长叹一声，普洛则羞愧地原地挪着脚。
1409	map065_85fe9aef	0	char_damek	I suppose it's my fault in the first place.\nI should've known better than to send you there.\nWith a Tavern in the way, your priorities would be clear.	说起来，这起初也该怪我。\n我早该知道不该派你去那种地方。\n有家酒馆挡在路上，你的优先级可想而知。
1410	map065_8a92bfb8	0		After their spat, Damek turns to face me with a smile.\nEven when he was scolding — it was polite. That's interesting.\nI can start to see why people would like to follow him.	两人斗完嘴，达梅克笑着转向我。\n就连训人的时候，他也彬彬有礼。这挺有意思。\n我开始明白为什么人们愿意追随他了。
1411	map065_b2d95536	0	char_damek	Anyway, we have some business with The Mayor.\nLet's head to his house — I'll explain there.\nAfter that, I'll give you a tour of our HQ.	总之，我们和市长有些事要谈。\n去他家吧——我到那儿再解释。\n之后我带你们参观一下我们的总部。
1412	map065_e58e6af6	0	char_ulric	Plans with Gryz...?\nIs it about the Pirates?	和格瑞兹的计划……？\n是关于海盗的事吗？
1413	map065_3226f94c	0	char_damek	I said I'd explain when we get there, Ulric.\nWe can't talk about this kinda stuff out in the open.\nFinish up whatever business you have, and we'll get going.	我说了到了再解释，乌尔里克。\n这种事不能在大庭广众下谈。\n把手头的事办完，我们就出发。
1414	map065_0a192bb6	0		With that said, I guess it was time to head to The Mayor's house.{w}\nI knew nothing about Mazeo, so I didn't know if this was a detour or not.{w}\nBut either way, my training with The Blade of Exodus would surely begin today.	话虽如此，该去市长家了。{w}\n我对马泽奥一无所知，所以不知道这算不算绕路。{w}\n但无论如何，我的流亡之刃训练今天肯定要开始了。
1415	map065_f061bd87	0		I look at Valessa and Fortaime, and we nod at one another.{w}\nI guess I'd finish up any business here, then follow Damek.{w}\nMy legs are tired — but it feels like our trek was almost over.	我看了看瓦莱莎和福泰姆，彼此点了点头。{w}\n我想，我得先办完这里的事，再跟达梅克走。{w}\n我的腿很累——但感觉这趟跋涉快到头了。
1416	map065_26f3cf09	0		Damek has now permanently joined your party.\nA new statistic, Morale, has also been unlocked.	达梅克现已永久加入你的队伍。\n新属性“士气”也已解锁。
1417	map065_7859d261	0		Morale may rise and fall over the course of the game.{w}\nYour army and their welfare will be affected by your choices.{w}\nEnsure a high Morale, or your forces may not survive the coming war.	士气会在游戏进程中起伏。{w}\n你的选择将影响你的军队及其福祉。{w}\n务必保持高士气，否则你的军队可能撑不过即将到来的战争。
1418	Damek1_map064_4_0_2f03770e	0	char_damek	Hey.	嘿。
1419	Damek1_map064_4_0_340dfffc	0	char_damek	Well, it all depends on what you'd like to know.\nI mean, I'm an open book, but I don't know where to start.\nFeel free to throw a few questions at me. I'll play along.	那得看你想知道什么了。\n我是说，我没什么好隐瞒的，可不知道该从哪儿说起。\n尽管问我几个问题，我会配合的。
1420	Damek2_map064_4_0_5e3abc57	0	char_damek	Twenty-seven. Not too young, not too old.\nI'm in the perfect place to be leading this army.\nA lot of the other victims were far younger than me.	二十七岁。不算太年轻，也不算太老。\n我正处在统领这支军队的最佳年纪。\n其他许多受害者都比我小得多。
1421	Damek2_map064_4_0_c57acd89	0	char_damek	And those that weren't, were far older.\nThey took on more of a \"caregiver\" role.\nPlenty of orphans needed plenty of parents.	而那些不是的，都比我大得多。\n他们更多扮演着“看护者”的角色。\n那么多孤儿，需要那么多父母。
1422	Damek2_map064_4_0_8ea45d91	0	char_damek	I must've been about six or seven years old.\nA lot of the details are like a blur in my head.\nMaybe my mind did that on purpose, you know?	我那时大概只有六七岁。\n很多细节在我脑中都是一片模糊。\n也许是我的脑子故意如此，你懂吧？
1423	Damek2_map064_4_0_c48a33bc	0	char_damek	But I was rescued by a small group of townspeople.\nAfter the battle died down, they started picking up the scraps.\nThe Rebellion wasn't formed just yet, that was just starting.	不过我被一小群镇民救了下来。\n战斗平息后，他们开始收拾残局。\n那时候反抗军还没成立，才刚刚起步。
1424	Damek2_map064_4_0_4b9eef4e	0	char_damek	Salus, the previous Elder of Valinorth, came to visit.\nThe treaty, and The Rebellion, were formed shortly after.\nI had no place to go, and no family. I was forced to fight.	瓦利诺斯的前任长老萨卢斯来探访。\n不久之后，条约和反抗军便成立了。\n我无处可去，也无家可归，只能被迫战斗。
1425	Damek2_map064_4_0_4138a321	0	char_damek	But that's not really a bad thing, you know?\nI'm pretty strong now, trained for almost any scenario.\nI just wish I didn't have to miss out on a regular childhood.	不过你知道，这其实也不算坏事。\n我现在挺强的，几乎什么情况都训练过。\n我只是希望自己不必错过一个正常的童年。
1426	Damek2_map064_4_0_e09daa91	0	char_damek	Oh, of course not. I don't have time for that.\nI mean, maybe when this war is over, or something.\nBut right now? I'm far too busy with everything else.	哦，当然没有。我没那个时间。\n我是说，也许等这场战争结束了什么的。\n但现在？别的事已经够我忙的了。
1427	Damek2_map064_4_0_5288bbbe	0	char_damek	And truth be told, I wouldn't even know where to start.\nThe orphans of the occupation were taught war, not love.\nOther than fighting this battle, I'm not meant for much else.	说实话，我甚至不知道该从何开始。\n占领时期的孤儿学到的是战争，而不是爱。\n除了打这场仗，我大概也做不了别的。
1428	Damek2_map064_4_0_6cb4ffe6	0	char_damek	I don't really have time for hobbies, to be honest.\nUnless the war table, or sparring, count as hobbies.\nAfter this war, maybe I'll pick up a few pastimes.	老实说，我没什么时间发展爱好。\n除非作战桌和切磋也算爱好。\n等这场战争结束，也许我会找几个消遣。
1429	Damek2_map064_4_0_f529dfbc	0	char_damek	But right now, I really don't have the time.\nI've been training and working since I was a kid.\nThey had no hesitation in letting a child wield a sword.	但现在，我真的没时间。\n我从小就在训练和工作。\n他们毫不犹豫地让一个孩子拿起剑。
