# dialogue chunk 0003  entries 801-1200 of 10370
# seq	block	idx	speaker	source	target
801	map046_7da59578	0		He sniffles softly, like he overcame his imminent tears.	他轻轻抽了抽鼻子，像是忍住了即将夺眶的泪水。
901	map171_bd929099	0	char_howl	Do they speak as they do now, or as they did back then?\nWe think that this answer will be very enlightening for us.\nAnd if it is, then maybe you can understand our plight.	他们说话的样子，是如同现在，还是如同当年？\n我们觉得，这个答案会让我们大受启发。\n若是如此，也许你就能理解我们的困境。
902	map171_40074fc9	0	char_howl	How do we know where we are, if our surroundings fluctuate?\nWhat if we already had this conversation, and this is but an echo?\nPerhaps we reside at the end of time, simply witnessing our demise.	若周遭反复无常，我们又怎知自己身在何处？\n万一我们早已有过这番对话，而此刻不过是回声呢？\n也许我们身处时间的尽头，只是在旁观自己的消亡。
903	map171_07cb14f4	0		Okay, now he's lost me.	好吧，这下我听不懂了。
904	map171_58c09f22	0	char_howl	Sorry, we must appear insane.\nIt's just hard — not being grounded in the present.\nThe one downside of visions. Being lost in time.	抱歉，我们看起来一定像个疯子。\n只是太难了——无法立足于当下。\n这是预言的唯一弊端，迷失在时间里。
905	map171_afdeb35d	0	char_howl	Dreaming of that brighter future, and ignoring the present.\nLooking back on the past, and focusing on our mistakes.\nWe experience this tenfold. Even mistakes we did not make.	憧憬着那更光明的未来，却忽略了当下。\n回望着过去，却只盯着自己的过错。\n我们十倍地承受着这一切。甚至是并非我们犯下的过错。
906	map171_a9c8da90	0	char_howl	When we see your death, we feel pain.\nA pain worse than death — the loss of hope.\nThat blade falls to the ground, coated in your blood.	当我们看见你的死亡，我们会感到痛苦。\n一种比死亡更甚的痛苦——希望的丧失。\n那把刃坠落在地，沾满你的鲜血。
907	map171_68eb2403	0	char_howl	Comrades scream in agony as they befall the same fate.\nThen why do {i}we{/i} stand there, only capable of watching...?\nWe wish to help you avoid this fate. That is our duty.	战友们遭遇同样的命运时，在痛苦中尖叫。\n那么{i}我们{/i}为何只能站在那里，眼睁睁看着……？\n我们想帮你避开这命运。那是我们的职责。
908	map171_7e3d147e	0	char_howl	We apologize for the lack of sense, [firstname].\nYour time is more valuable than that, limited as it is.\nPerhaps next time we will make more sense of everything.	抱歉说得没头没尾，[firstname]。\n你的时间有限，比这宝贵得多。\n也许下次我们能把一切理得更清楚些。
909	map171_5ab5228e	0	char_howl	But try not to forget our advice, and our request.\nWe know there is a purpose for all of this. There must be.\nTogether, we will find it, rather than stand here and complain.	但请别忘了我们的建议和请求。\n我们相信这一切都有其目的。一定有的。\n我们会一起找到它，而不是站在这里抱怨。
910	map171_627e1f50	0		I nod, before leaving him behind. He was suffering, I could tell.{w}\nI had enough trouble dealing with visions of the future. Howl must feel tortured.{w}\nIf there was anything I could do to help him out, I'd have to do it when I had the chance.	我点点头，随即将他留在身后。看得出他正饱受折磨。{w}\n我光是应付未来的预言就已经够呛。豪尔一定痛苦不堪。{w}\n若有什么我能帮上他的，就得抓住机会去做。
911	map171_1166adbe	0		It's possible that his body just doesn't know how to handle all of that energy.{w}\nI was trained at a young age to handle it, so I had a grasp on what I should be doing.{w}\nIs it possible that, unless trained, someone's mind could be lost in the sea of time...?	也许只是他的身体不知该如何承受那些能量。{w}\n我自幼受过训练，所以清楚自己该做什么。{w}\n会不会是，若未经训练，人的心智就可能迷失在时间的海洋里……？
912	map171_b2e32f1c	0		Perhaps, I suppose. But that is a topic for another day.{w}\nI return to the deck of the ship, keeping a watchful eye on my comrades.{w}\nOn my watch, they would never meet the grisly fate that Howl had witnessed.	也许吧，我想。但那是改天再谈的话题。{w}\n我回到船的甲板上，留神看顾着我的战友们。{w}\n有我在守着，他们绝不会遭遇豪尔所目睹的那种惨烈命运。
913	map171_41caaf18	0		For a moment, I decide to stare into the sea, watching the waves and ripples.{w}\nI could've looked ahead, to the future. Toward Alarinthia — our final destination.{w}\nBut for a moment, I consider looking away from the path we've set in stone.	有那么一刻，我决定凝望大海，看着波浪与涟漪。{w}\n我本可以向前看，看向未来。看向阿拉林西亚——我们的最终目的地。{w}\n但有一瞬间，我考虑把目光从我们已定死的道路上移开。
914	map171_cf49624d	0		The sea continues to move, living a life of its own, despite our interference.	大海依旧翻涌不息，自成其生，全然不顾我们的干涉。
915	click_map154_10_EV010_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
916	click_map154_11_EV011_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
917	click_map154_12_EV012_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
918	click_map154_13_EV013_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
919	click_map154_14_EV014_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
920	click_map154_15_EV015_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
921	click_map154_23_EV023_4ee7740e	0	char_mylus	You are not my Father.	你不是我的父亲。
922	click_map154_23_EV023_81bb5a5d	0	char_howl	Do you say this to inform us, or to console {i}yourself{/i}?	你说这话，是为了告知我们，还是为了安慰{i}你自己{/i}？
923	click_map154_23_EV023_344d6606	0	char_mylus	Huh...?	嗯……？
924	click_map154_23_EV023_f0888075	0	char_howl	This question was self explanatory.	这个问题不言自明。
925	click_map154_23_EV023_fb1d46aa	0	char_mylus	It's just — I should be mad at you. Furious.\nYou defile the memory and likeness of my Father.	只是——我本该生你的气。暴怒才对。\n你玷污了我父亲的记忆与模样。
926	click_map154_23_EV023_e76bc392	0	char_howl	Do we...?\nIt seems that \"Salus\" was an honorable man.\nAre we not carrying out his final wishes?	是吗……？\n看来“萨卢斯”是位可敬的人。\n我们难道不是在完成他最后的遗愿吗？
927	click_map154_23_EV023_566115b7	0	char_mylus	What?	什么？
928	click_map154_23_EV023_ffc00b28	0	char_howl	The freedom of Alestia. The destruction of The Triumvirate.\nWhen you look at it that way, it seems as if we defile nothing.	阿拉斯提亚的自由。三人执政团的覆灭。\n若从这个角度看，我们似乎什么都没有玷污。
929	click_map154_23_EV023_1b728418	0	char_mylus	I... I don't know.	我……我不知道。
930	click_map154_23_EV023_7a436d22	0	char_howl	What are you wishing to know?	你想知道什么？
931	click_map154_23_EV023_30e2f090	0	char_mylus	I want to know how I should feel right now!\nThis is just so bizarre — I have no idea what to do.\nBack in Valinorth, things were so simple, and easy.	我想知道我现在到底该怎么想！\n这太离奇了——我完全不知道该怎么办。\n在瓦利诺斯的时候，一切都那么简单、轻松。
932	click_map154_23_EV023_ee99b51e	0	char_howl	Why must you do anything?\nYou could mull over this development for years, you know.\nAt the end of the day, you should do something more useful.	你何必非得做点什么？\n你知道，这事你大可以琢磨上好几年。\n说到底，你该去做些更有用的事。
933	click_map154_23_EV023_6758af8e	0	char_mylus	Like what?	比如什么？
934	click_map154_23_EV023_2649fa4c	0	char_howl	This is not for us to decide.\nBut have no worries, we will take care of this body.\nAnd using it, we will do everything we can to honor your Father.	这不是能由我们决定的。\n但别担心，我们会照看好这具身体。\n借助它，我们会竭尽所能，以彰显你父亲的荣光。
935	click_map154_23_EV023_5a0af2c0	0	char_mylus	Thank you...\nI'll let you know if I think of anything.\nThis might take a while for me to understand.	谢谢你……\n我要是想到什么，会告诉你的。\n这大概需要些时间我才能弄明白。
936	click_map154_23_EV023_dec22d64	0	char_howl	Very well, but please remember this.\nLack of understanding is not a fault. In fact, it can be a strength.\nYou flourished even though you did not know the truth of the spirits.	很好，但请记住这一点。\n不懂并非过错。事实上，它也可以是一种力量。\n即便不知灵体的真相，你也茁壮成长至今。
937	click_map154_23_EV023_9dfbc127	0	char_mylus	You're right...\nI think I need some time alone.\nI'll be down in the crew quarters, Howl.	你说得对……\n我想我需要一个人静一静。\n我会在下面的船员舱，豪尔。
938	map155_64e512a4	0		I make my way down into the crew area of the ship.{w}\nMy bed isn't too hard to find, and at least I have privacy.{w}\nI find myself remembering what Gryz told me about the blade.	我下到船上的船员区。{w}\n我的床不难找，至少这里还有私密可言。{w}\n我不由想起格瑞兹告诉过我的关于那把刃的事。
939	map155_1ff0362c	0		It bends to the will of the wielder. That much was true.{w}\nI've been able to use it to accomplish so much already.{w}\nBut what are the true limits of its power? Did I want to know?	它顺应持刃者的意志。这一点确实不假。{w}\n我已经能用它完成这么多事了。{w}\n可它力量的真正极限在哪里？我想知道吗？
940	map155_ff661b3f	0		I rest the blade on my bed and sit beside it, cross-legged.{w}\nClosing my eyes, I start to focus, and clear my mind.{w}\nThis is probably a good time to test my limits.	我把刃放在床上，盘腿坐在旁边。{w}\n闭上眼，我开始凝神，清空思绪。{w}\n这大概是个测试自己极限的好时机。
941	map155_88ca8a8c	0		Blade of Exodus — show me our victory.	流亡之刃——向我展现我们的胜利。
942	map155_ac1a412c	0		I reach forward, and gently touch the blade.{w}\nMy eyes are shut tight, and my resolve is clear.{w}\nYet, try and wish as I might — nothing happens at all.	我伸出手，轻轻触碰那把刃。{w}\n我双目紧闭，心意坚定。{w}\n可无论我怎样尝试、怎样期盼——什么也没有发生。
943	map155_473f70ed	0		Did the blade have nothing to show me?{w}\nOr maybe, was I scared of seeing the future?{w}\nIt could be worse. Was there no victory in sight...?	是那把刃无物可给我看吗？{w}\n又或者，是我害怕看见未来？{w}\n情况可能更糟。难道看不到任何胜利……？
944	map155_9b881887	0		I pull back, and open my eyes. It didn't work.{w}\nI scoff, and rest the blade at my bedside, concerned.{w}\nI drift off to sleep, with an anxiety that wasn't there before.	我收回手，睁开眼。没有成功。{w}\n我嗤了一声，忧心地把刃放在床边。{w}\n我沉沉睡去，带着一份此前不曾有过的焦虑。
945	map155_c265fc58	0		When I wake up, I see the sun pierce through the windows.{w}\nWith everything I was told — that means we're in Alarinthia.{w}\nI grab the blade, and immediately get out of bed.	醒来时，我看见阳光穿过窗棂。{w}\n按我听说的种种——这意味着我们到了阿拉林西亚。{w}\n我抓起那把刃，立刻下了床。
946	map155_be5ede46	0		Running around the ship, I see nobody in sight.{w}\nDid they leave without me...? That's odd.{w}\nOr maybe they let me sleep in.	我在船上四处跑了一圈，一个人影也没看见。{w}\n他们难道丢下我走了……？真奇怪。{w}\n又或许，他们让我多睡了会儿。
947	map155_b6f103da	0		After everything that happened, I guess I'm thankful.{w}\nI search for a map of Alarinthia, and inspect it closely.{w}\nIf they left, then I should be able to meet them at the docks.	经历这一切之后，我想我是心怀感激的。{w}\n我找了张阿拉林西亚的地图，仔细查看。{w}\n若他们先走了，我该能在码头与他们会合。
948	click_map158_5_EV005_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
949	click_map158_6_EV006_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
950	click_map158_7_EV007_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
951	click_map158_8_EV008_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
952	click_map158_9_EV009_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
953	click_map158_10_EV010_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n若显示叉号，你必须先完成前置的心灵对话。\n若显示对勾，你必须前往下一个心灵对话。
954	click_map158_24_EV024_4ee7740e	0	char_mylus	You are not my Father.	你不是我的父亲。
955	click_map158_24_EV024_81bb5a5d	0	char_howl	Do you say this to inform us, or to console {i}yourself{/i}?	你说这话，是为了告知我们，还是为了安慰{i}你自己{/i}？
956	click_map158_24_EV024_344d6606	0	char_mylus	Huh...?	嗯……？
957	click_map158_24_EV024_f0888075	0	char_howl	This question was self explanatory.	这个问题不言自明。
958	click_map158_24_EV024_fb1d46aa	0	char_mylus	It's just — I should be mad at you. Furious.\nYou defile the memory and likeness of my Father.	只是——我本该生你的气。暴怒才对。\n你玷污了我父亲的记忆与模样。
959	click_map158_24_EV024_e76bc392	0	char_howl	Do we...?\nIt seems that \"Salus\" was an honorable man.\nAre we not carrying out his final wishes?	是吗……？\n看来“萨卢斯”是位可敬的人。\n我们难道不是在完成他最后的遗愿吗？
960	click_map158_24_EV024_566115b7	0	char_mylus	What?	什么？
961	click_map158_24_EV024_ffc00b28	0	char_howl	The freedom of Alestia. The destruction of The Triumvirate.\nWhen you look at it that way, it seems as if we defile nothing.	阿拉斯提亚的自由。三人执政团的覆灭。\n若从这个角度看，我们似乎什么都没有玷污。
962	click_map158_24_EV024_1b728418	0	char_mylus	I... I don't know.	我……我不知道。
963	click_map158_24_EV024_7a436d22	0	char_howl	What are you wishing to know?	你想知道什么？
964	click_map158_24_EV024_30e2f090	0	char_mylus	I want to know how I should feel right now!\nThis is just so bizarre — I have no idea what to do.\nBack in Valinorth, things were so simple, and easy.	我想知道我现在到底该怎么想！\n这太离奇了——我完全不知道该怎么办。\n在瓦利诺斯的时候，一切都那么简单、轻松。
965	click_map158_24_EV024_ee99b51e	0	char_howl	Why must you do anything?\nYou could mull over this development for years, you know.\nAt the end of the day, you should do something more useful.	你何必非得做点什么？\n你知道，这事你大可以琢磨上好几年。\n说到底，你该去做些更有用的事。
966	click_map158_24_EV024_6758af8e	0	char_mylus	Like what?	比如什么？
967	click_map158_24_EV024_2649fa4c	0	char_howl	This is not for us to decide.\nBut have no worries, we will take care of this body.\nAnd using it, we will do everything we can to honor your Father.	这不是能由我们决定的。\n但别担心，我们会照看好这具身体。\n借助它，我们会竭尽所能，以彰显你父亲的荣光。
968	click_map158_24_EV024_5a0af2c0	0	char_mylus	Thank you...\nI'll let you know if I think of anything.\nThis might take a while for me to understand.	谢谢你……\n我要是想到什么，会告诉你的。\n这大概需要些时间我才能弄明白。
969	click_map158_24_EV024_dec22d64	0	char_howl	Very well, but please remember this.\nLack of understanding is not a fault. In fact, it can be a strength.\nYou flourished even though you did not know the truth of the spirits.	很好，但请记住这一点。\n不懂并非过错。事实上，它也可以是一种力量。\n即便不知灵体的真相，你也茁壮成长至今。
970	click_map158_24_EV024_9dfbc127	0	char_mylus	You're right...\nI think I need some time alone.\nI'll be down in the crew quarters, Howl.	你说得对……\n我想我需要一个人静一静。\n我会在下面的船员舱，豪尔。
971	click_map228_4_EV004_9e20921f	0		Travelling to Balteus is the point of no return.{w}\nMake sure you have completed all the content you desire.{w}\nThere will be no coming back, as Act Five is the finale.	前往巴尔泰乌斯便是有去无回。{w}\n请确保你已完成所有想体验的内容。{w}\n一旦前往便无法回头，因为第五幕即是终章。
972	click_map228_5_EV005_28a25991	0		You chose to play along with Damek, and convert Peregrino into a barracks.	你选择配合达梅克，将佩雷格里诺改建为兵营。
973	click_map228_5_EV005_9a053f54	0		You chose to keep Peregrino intact, remaining as a tavern.	你选择保留佩雷格里诺原貌，让它继续作为酒馆。
974	click_map228_6_EV006_de6d0125	0		You elected Fortaime as the Elder of Valinorth.	你推举福泰姆为瓦利诺斯的长老。
975	click_map228_6_EV006_8bce3143	0		You elected Valessa as the Elder of Valinorth.	你推举瓦莱莎为瓦利诺斯的长老。
976	click_map228_7_EV007_e0f136c0	0		You chose to form a treaty with Nada.	你选择与娜达缔结条约。
977	click_map228_7_EV007_7344ba4e	0		You chose to form a treaty with Alex.	你选择与亚历克斯缔结条约。
978	click_map228_8_EV008_582cceea	0		You let Gryz have his redemption.	你让格瑞兹得到了他的救赎。
979	click_map228_8_EV008_f59245f1	0		You tapped into the power of the Spirit Idol yourself.	你亲自引动了灵像的力量。
980	click_map228_9_EV009_c5a515b4	0		You used the spiritual energy to create Monarch Vessels.	你用这股灵能量制造了君主容器。
981	click_map228_9_EV009_ef5cd4d5	0		You used the spiritual energy to create Artificial Seers.	你用这股灵能量制造了人造先知。
982	click_map228_10_EV010_d9d8e612	0		You appointed Howl as the Monarch Advisor.	你任命豪尔为君主顾问。
983	click_map228_10_EV010_de299b7b	0		You appointed Damek as the Monarch Advisor.	你任命达梅克为君主顾问。
984	click_map228_11_EV011_04ffd5db	0		You allied yourself with Vivien in the Coliseum.	你在竞技场与薇薇安结盟。
985	click_map228_11_EV011_9e16c7b9	0		You allied yourself with Draycu in the coliseum.	你在竞技场与德雷库结盟。
986	click_map228_13_EV013_f7b8424f	0		You let Sovy assist The Rebellion.	你让索维协助反抗军。
987	click_map228_13_EV013_d0ff6783	0		You denied Sovy's offer of assistance.	你拒绝了索维的协助提议。
988	click_map050_24_EV024_e0f136c0	0		You chose to form a treaty with Nada.	你选择与娜达缔结条约。
989	click_map050_24_EV024_7344ba4e	0		You chose to form a treaty with Alex.	你选择与亚历克斯缔结条约。
990	map062_021750c6	0		A few hours later, we finally arrive at the gates of Mazeo.{w}\nThere's nobody in sight, save for one lonely gate guard.{w}\nHe stands there, kicking his foot back and forth. Slow day?	几个小时后，我们终于抵达马泽奥的城门前。{w}\n除了一个孤零零的城门守卫，四下空无一人。{w}\n他站在那儿，一只脚来回踢着地面。今天没什么事？
991	map062_12b5ad5e	0	char_pro	Great, it's Carmen!	太好了，是卡门！
992	map062_1b5d77da	0	char_valessa	Who?	谁？
993	map062_bdf52516	0	char_pro	Basically, the {i}one{/i} gate guard I'm comfortable with.\nLeave this one to me, we'll be in Mazeo before you know it.	基本上，是我唯一处得来的{i}那个{/i}城门守卫。\n这个交给我，一转眼我们就能进马泽奥了。
994	map062_75b47f92	0		He smirks, and starts striding toward Carmen.{w}\nBut before he can get too far, Ulric grabs him by the shoulder.{w}\nHolding him in place, Pro protests by squirming and trying to break free.	他咧嘴一笑，大步朝卡门走去。{w}\n可他还没走出多远，乌尔里克一把抓住了他的肩膀。{w}\n普洛被摁在原地，扭动着身子挣扎，以示抗议。
995	map062_284f9ec4	0	char_pro	Hey, let go!\nWe don't have much time to waste.	嘿，放手！\n我们没多少时间可以浪费。
996	map062_d86a25eb	0	char_ulric	There's another way.	还有别的办法。
997	map062_7c4a2e25	0		Ulric glances over at Valessa, Fortaime and I.{w}\nI'm not sure what he meant by \"another way\".{w}\nWas there something {i}we{/i} could do here...?	乌尔里克朝瓦莱莎、福泰姆和我瞥了一眼。{w}\n我不确定他那句“还有别的办法”是什么意思。{w}\n难道这里有{i}我们{/i}能做的事……？
998	map062_87516d2c	0	char_pro	Oh, come on!\nI had a whole routine worked out, Ulric.\nMine will work for sure. With them, it's a risk.	哦，别这样！\n乌尔里克，我可是准备了一整套说辞。\n我的一定管用。靠他们，有风险。
999	map062_47ee1113	0	char_ulric	I just want to see how they handle this.\nDiplomacy will be really important moving forward.\nShouldn't we let them get some practice...?	我只是想看看他们怎么应对。\n往后，外交手腕会非常重要。\n难道不该让他们练练手吗……？
1000	map062_e8b9aa1f	0		I have enough of their cryptic conversation, and step forward.{w}\nAsking them what they meant, I politely request an explanation.{w}\nIf there was something they needed to say, there was no point in hiding it.	我受够了他们这番云里雾里的对话，走上前去。{w}\n我问他们是什么意思，客客气气地请他们解释清楚。{w}\n若他们有什么话要说，藏着掖着也没有意义。
1001	map062_41e11577	0	char_pro	The new Elder of Valinorth...	瓦利诺斯的新任长老……
1002	map062_92ce701f	0	char_ulric	Yeah.	是啊。
1003	map062_2fb9de5d	0		He smiles and keeps his gaze set on all three of us.{w}\nI'm starting to get an idea of what they're talking about.	他微笑着，目光始终落在我们三人身上。{w}\n我渐渐明白他们在说什么了。
1004	map062_012ade4d	0	char_ulric	Valessa, come here.	瓦莱莎，过来。
1005	map062_77c941db	0		She looks a bit startled at the sudden demand, but slowly steps forward.{w}\nI can sense her apprehension at being put on the spot. I know that feeling.	这突如其来的要求让她有些吃惊，但她还是慢慢走上前。{w}\n我能感到她被当众点名的忐忑。那种感觉我懂。
1006	map062_60be331e	0	char_valessa	What can I do for you, Ulric?	有什么我能帮你的吗，乌尔里克？
1007	map062_af52351e	0	char_ulric	This is your first time coming to Mazeo, right?\nThe relationship between both of our nations is important.\nHow we handle this situation could have a big impact.	这是你第一次来马泽奥，对吧？\n我们两国之间的关系很重要。\n我们如何处理这件事，可能会产生很大的影响。
1008	map062_4c36266d	0	char_valessa	In what way...?	以什么方式……？
1009	map062_0cae1a58	0	char_ulric	Pro wants to lie his way in. That's what he does best.\nNot that it's a bad thing, of course — it usually works wonders.\nBut at the end of the day, you {i}are{/i} the Elder of Valinorth.	普洛想靠撒谎混进去。那是他最拿手的。\n当然，这倒不是说那是坏事——通常都能立竿见影。\n但说到底，你{i}毕竟是{/i}瓦利诺斯的长老。
1010	map062_c5205ac3	0	char_ulric	If you'd prefer, {i}you{/i} can try talking to Carmen.\nSee if you can reason with him, and get our entry granted.\nYour role as The Elder can't stay hidden forever.	若你愿意，也可以由{i}你{/i}试着和卡门谈谈。\n看看能否说服他，让我们获准进城。\n你作为长老的身份不可能永远藏着。
1011	map062_32599e2d	0	char_ulric	What would the people think if someone like you was accomplice to deceit?\nWord has its way of travelling around. It {i}could{/i} find its way back to you.\nAside from The Rebellion, you have to make an impact on Mazeo's people.	若是你这样的人成了欺诈的帮凶，人们会怎么想？\n流言自会四散传播。它{i}可能{/i}会绕回到你身上。\n除了反抗军，你还得在马泽奥的民众心中留下影响。
1012	map062_e2f8c7f5	0	char_ulric	The question is, what kind of impact should that be...?	问题是，那该是怎样的影响……？
1013	map062_d1d70e3e	0	char_valessa	I guess this is a lot more complicated than I originally thought.	我想这比我原先以为的要复杂得多。
1014	map062_356980bc	0	char_ulric	Everything will be complicated now, Valessa.\nDon't do {i}anything{/i} lightly from this point forward.	从现在起，一切都会变得复杂，瓦莱莎。\n从今往后，别轻率地做{i}任何事{/i}。
1015	map062_b4b9f30c	0		Ulric made a very good point, and we had better give it some thought.{w}\nEverything we did from now on would affect the relationship between our nations.{w}\nWe were no longer just focused on The Rebellion, but Mazeo-Valinorth relations.	乌尔里克说得很有道理，我们最好认真想想。{w}\n从今往后我们所做的一切，都会影响两国之间的关系。{w}\n我们关注的不再只是反抗军，而是马泽奥与瓦利诺斯的关系。
1016	map062_3a18dc7e	0		It seems that Mylus' resignation left a lot more responsibility on our laps.{w}\nI shrug, and turn toward Valessa and Fortaime. We start to discuss the matter.	看来迈勒斯的辞职，给我们肩上压了更多的责任。{w}\n我耸耸肩，转向瓦莱莎和福泰姆。我们开始商议此事。
1017	map062_08569a67	0	char_ulric	Fortaime, come here.	福泰姆，过来。
1018	map062_f1857bb2	0		He looks a bit startled at the sudden demand, but slowly steps forward.{w}\nI can sense his apprehension at being put on the spot. I know that feeling.	这突如其来的要求让他有些吃惊，但他还是慢慢走上前。{w}\n我能感到他被当众点名的忐忑。那种感觉我懂。
1019	map062_d85cfcc8	0	char_fortaime	Wh-what's up...?	什、什么事……？
1020	map062_af52351e_1	0	char_ulric	This is your first time coming to Mazeo, right?\nThe relationship between both of our nations is important.\nHow we handle this situation could have a big impact.	这是你第一次来马泽奥，对吧？\n我们两国之间的关系很重要。\n我们如何处理这件事，可能会产生很大的影响。
1021	map062_360abafa	0	char_fortaime	Really? What do you mean?	真的？你什么意思？
1022	map062_0cae1a58_1	0	char_ulric	Pro wants to lie his way in. That's what he does best.\nNot that it's a bad thing, of course — it usually works wonders.\nBut at the end of the day, you {i}are{/i} the Elder of Valinorth.	普洛想靠撒谎混进去。那是他最拿手的。\n当然，这倒不是说那是坏事——通常都能立竿见影。\n但说到底，你{i}毕竟是{/i}瓦利诺斯的长老。
1023	map062_1b97500f	0	char_ulric	If you'd prefer, {i}you{/i} can try talking to Carmen.\nSee if you can reason with him, and get our entry granted.\nYour role as The Elder can't stay hidden forever.	若你愿意，也可以由{i}你{/i}试着和卡门谈谈。\n看看能否说服他，让我们获准进城。\n你作为长老的身份不可能永远藏着。
1024	map062_364376ed	0	char_ulric	What would the people think if someone like you was accomplice to deceit?\nWord has its way of travelling around. It {i}could{/i} find its way back to you.\nAside from The Rebellion, you have to make an impact on Mazeo's people.	若是你这样的人成了欺诈的帮凶，人们会怎么想？\n流言自会四散传播。它{i}可能{/i}会绕回到你身上。\n除了反抗军，你还得在马泽奥的民众心中留下影响。
1025	map062_d2334539	0	char_ulric	The question is, what kind of impact should that be...?	问题是，那该是怎样的影响……？
1026	map062_2b376fd2	0	char_fortaime	Whoa, this is way more complicated than I thought.	哇，这比我想的要复杂多了。
1027	map062_fb43b5be	0	char_ulric	Everything will be complicated now, Fortaime.\nDon't do {i}anything{/i} lightly from this point forward.	从现在起，一切都会变得复杂，福泰姆。\n从今往后，别轻率地做{i}任何事{/i}。
1028	map062_b4b9f30c_1	0		Ulric made a very good point, and we had better give it some thought.{w}\nEverything we did from now on would affect the relationship between our nations.{w}\nWe were no longer just focused on The Rebellion, but Mazeo-Valinorth relations.	乌尔里克说得很有道理，我们最好认真想想。{w}\n从今往后我们所做的一切，都会影响两国之间的关系。{w}\n我们关注的不再只是反抗军，而是马泽奥与瓦利诺斯的关系。
1029	map062_3a18dc7e_1	0		It seems that Mylus' resignation left a lot more responsibility on our laps.{w}\nI shrug, and turn toward Valessa and Fortaime. We start to discuss the matter.	看来迈勒斯的辞职，给我们肩上压了更多的责任。{w}\n我耸耸肩，转向瓦莱莎和福泰姆。我们开始商议此事。
1030	map062_0a6c633a	0	char_valessa	What should we do...?	我们该怎么办……？
1031	map062_6707371b	0	char_fortaime	Hmm...	唔……
1032	map062_9bf3ef2d	0		I stop and think, before coming to the best possible conclusion.{w}\nWe should let Pro handle this situation, and lay low.{w}\nIt wasn't worth exposing our identities to Carmen.	我停下来思索，最终得出一个尽可能好的结论。{w}\n我们该让普洛来处理这局面，自己低调行事。{w}\n为卡门暴露我们的身份，不值得。
