# dialogue chunk 0017  entries 6401-6800 of 10370
# seq	block	idx	speaker	source	target
6401	map179_8587002e	0	char_jit_map179_1_0_210	And an honorable one, at that.\nHe deserves to be treated with respect.	而且还是个可敬的人。\n他值得受人尊重。
6513	map204_1d30536d	0	char_the_triumvirate	But you failed to retrieve it, {i}and{/i} let The Seeress get away.\nAny silver lining you can come up with is simply not enough.\nDamek's death will only fuel them with rage to use against us.	可你没能夺回它，{i}还{/i}放走了先知。\n你能找出的任何一丝转机都远远不够。\n达梅克的死只会激起他们的怒火，用来对付我们。
6514	map204_47a71171	0	char_sovy	Only if we give it time to fester.\nWe can leave immediately. Please.	只有我们给它时间去发酵，才会如此。\n我们可以立刻出发。求你们了。
6515	map204_f291ed67	0	char_the_triumvirate	Halin, is Sovy speaking the truth...?\nDo you trust his ability to carry out another mission?	哈林，索维说的是实话吗……？\n你相信他还有能力再执行一次任务吗？
6516	map204_d1df91a8	0		Halin steps forward, nervous.{w}\nGulping, he looks at his masters.	哈林紧张地走上前。{w}\n他咽了口唾沫，望向他的主人们。
6517	map204_0b87d2ca	0	char_halin	No.	不。
6518	map204_86cbd459	0		Sovy looks shocked, as Halin had promised him discretion.{w}\nHe grits his teeth in anger, taking deep breaths, trying to stay calm.	索维一脸震惊，因为哈林曾答应过他会守口如瓶。{w}\n他愤怒地咬紧牙关，深吸几口气，努力保持冷静。
6519	map204_698d88bf	0	char_the_triumvirate	Tell us what really happened, Halin.\nWe need to know, in order to plan our next move.	把真相告诉我们，哈林。\n我们需要知道，才能规划下一步行动。
6520	map204_306c8b4c	0	char_halin	Of course, Masters. Sovy failed on purpose.\nHe had the blade, and The Seers life, but took neither.\nI don't know why. I regret letting him run off alone.	当然，主人们。索维是故意失败的。\n刀和先知的命都在他手里，他却一样都没取。\n我不知道为什么。我很后悔让他独自行动。
6521	map204_94a38dfa	0	char_halin	Of course, Masters. Sovy failed on purpose.\nHe had the blade, and The Seeress' life, but took neither.\nI don't know why. I regret letting him run off alone.	当然，主人们。索维是故意失败的。\n刀和先知的命都在他手里，他却一样都没取。\n我不知道为什么。我很后悔让他独自行动。
6522	map204_af879e1a	0	char_sovy	Halin...!	哈林……！
6523	map204_56437c4c	0		Sovy's loud cry echoes through The Triumvirate's chambers.{w}\nHis masters shake their heads, clearly displeased at this news.	索维的怒吼在三人执政团的议事厅里回荡。{w}\n他的主人们摇了摇头，显然对这消息很不满。
6524	map204_79336c61	0	char_halin	He planned to deceive you all along.\nIn fact, he had me promise to lie as well.\nI did, but I planned to tell you regardless.	他从一开始就打算欺骗你们。\n事实上，他还让我答应一起撒谎。\n我确实答应了，但我本来就打算无论如何都要告诉你们。
6525	map204_2151823c	0		Halin kneels down, swearing fealty.	哈林跪下，宣誓效忠。
6526	map204_f158caef	0	char_halin	I am unable to lie to you, Masters.\nYou gave me life, and for that I am grateful.\nShane and myself can carry out the next mission.	我无法对你们撒谎，主人们。\n是你们给了我生命，我对此心怀感激。\n下一次任务，我和肖恩可以完成。
6527	map204_13fbc8cf	0	char_halin	At this time, Sovy is unfit for duty.\nIt pains me to say, but it is the truth.	眼下，索维不适合再执行任务。\n这话说出来让我难受，但这是事实。
6528	map204_6465f002	0		The Triumvirate pauses, thinking for a few minutes.{w}\nAn eerie silence fills the room before they speak again.{w}\nSovy and Halin, both kneeling, look up at their masters.	三人执政团沉默下来，思索了几分钟。{w}\n在他们再次开口前，一股诡异的寂静充斥着整个房间。{w}\n跪着的索维和哈林都抬起头，望向他们的主人们。
6529	map204_35bb2b2e	0	char_the_triumvirate	Rise, Grand Inquisitor.	起来吧，大审判官。
6530	map204_b5320f0f	0		Sovy slowly rises, his fists trembling with anger.	索维缓缓起身，双拳因愤怒而颤抖。
6531	map204_3d3ba033	0	char_the_triumvirate	No. Not you, Sovy.	不。不是你，索维。
6532	map204_e07089ab	0	char_sovy	What...?	什么……？
6533	map204_43e401a1	0	char_the_triumvirate	Grand Inquisitor. Please rise.	大审判官。请起身。
6534	map204_ba8ed209	0		They say it again, and Halin looks around, confused.{w}\nA few moments later, he rises, standing up beside Sovy.	他们又说了一遍，哈林茫然地环顾四周。{w}\n片刻之后，他站了起来，站到索维身旁。
6535	map204_5c73ff94	0	char_halin	Masters...?	主人们……？
6536	map204_988098a2	0	char_the_triumvirate	Sovy is hereby stripped of the rank of Grand Inquisitor.\nHalin, taking this mantle, you will train Shane as your Apprentice.\nWe trust that you will do as we command, and avoid letting us down.	索维就此被剥夺大审判官的职衔。\n哈林，由你接过这个职位，你要把肖恩培养成你的学徒。\n我们相信你会照我们的命令行事，不会让我们失望。
6537	map204_f7eb4bc6	0		Sovy takes a few steps back, while Halin nods.	索维后退了几步，哈林则点了点头。
6538	map204_0281ef6a	0	char_sovy	Please Masters, I beg you to reconsider.\nWe have them in our grasp! We can do this...!	求你们，主人们，我请求你们重新考虑。\n他们已在我们掌中！我们能做到的……！
6539	map204_3068c3ec	0	char_the_triumvirate	Sovy, we would have understood the failure of your mission.\nBut lying to us...? The lack of loyalty and honesty is unacceptable.\nIt's almost starting to seem like your allegiance lies somewhere else.	索维，任务失败我们本可以理解。\n但对我们撒谎……？这种缺乏忠诚与坦诚的行为不可接受。\n这几乎开始让人觉得，你的忠心另有所属。
6540	map204_0790e9ee	0	char_sovy	It doesn't, I swear!	没有，我发誓！
6541	map204_f5f22774	0	char_the_triumvirate	We cannot be certain that you're telling the truth.\nSurely you can see how that lie has damaged our trust.\nHalin, however, has proven to be nothing but loyal.	我们无法确定你说的是真话。\n你当然看得出，那个谎言如何损害了我们的信任。\n而哈林，已经证明了自己只有忠诚。
6542	map204_db70265b	0	char_the_triumvirate	Shane killed a key member of The Rebellion, as well.\nYou come back to us with nothing to show but deception.\nIt hurts us, and so you must be punished for your actions.	肖恩还杀掉了一名反抗军的重要成员。\n而你回来时，除了欺骗，一无所有。\n这让我们痛心，所以你必须为自己的所作所为受到惩罚。
6543	map204_66ceb6db	0		Sovy's head slumps down, accepting defeat.{w}\nIf he wanted to win them back, he'd have to endure this punishment.{w}\nFighting it was useless, and would only serve to make things worse for him.	索维垂下头，接受了失败。{w}\n若想重新赢回他们的心，他就必须忍受这惩罚。{w}\n反抗毫无用处，只会让他的处境更糟。
6544	map204_ad277946	0	char_sovy	Very well, I understand.\nBut know that I {i}will{/i} make this up to you.\nUntil you need me again, I'll be in my chambers.	很好，我明白了。\n但你们要知道，我{i}一定会{/i}补偿你们。\n在你们再次需要我之前，我会待在自己的房间里。
6545	map204_76fd4157	0		He starts to walk away, but is quickly stopped by his masters.	他转身要走，却被主人们迅速叫住。
6546	map204_1de19084	0	char_the_triumvirate	No.	不。
6547	map204_7c285c40	0		Turning around, the look of anger is more apparent on his face.	他转过身来，脸上的怒意更加明显。
6548	map204_8b2aa54f	0	char_sovy	Excuse me...?	你说什么……？
6549	map204_d597e78d	0	char_the_triumvirate	Your punishment must be rather severe.\nWithout that blade, we are vulnerable.	你的惩罚必须相当严厉。\n没有那把刀，我们就很脆弱。
6550	map204_614b2cc0	0	char_sovy	Then tell me what you plan to do.\nThere is no pain I will not endure for you.	那就告诉我你们打算怎么做。\n为了你们，任何痛苦我都愿意承受。
6551	map204_efe0ee9b	0	char_the_triumvirate	Halin, Shane — come here.	哈林，肖恩——过来。
6552	map204_c4ccb32f	0		Doing as instructed, they approach The Triumvirate.{w}\nThey turn around, and Sovy is faced by all five of his now superiors.	他们依言走向三人执政团。{w}\n他们转过身，索维面对着如今全都成了他上级的五个人。
6553	map204_88a01197	0	char_the_triumvirate	We no longer have any use for you, Sovy.\nThe Inquisition has been reformed, and is now stronger.\nWe have no choice but to exile you from Balteus. Permanently.	索维，我们不再需要你了。\n审判庭已经改革，如今更加强大。\n我们别无选择，只能将你逐出巴尔泰乌斯。永久驱逐。
6554	map204_7d70d2c1	0	char_sovy	What!?	什么！？
6555	map204_12bf5c5f	0	char_the_triumvirate	You will leave immediately.\nThis is non-negotiable — set in stone.	你必须立刻离开。\n这没有商量的余地——已成定局。
6556	map204_f03cbdfe	0		Sovy shakes his head, clearly fighting back tears.	索维摇了摇头，显然在强忍着泪水。
6557	map204_1412a6d8	0	char_sovy	After everything I've done for you...?\nYou're going to what — just throw me away!?	我为你们做了这么多……？\n你们竟然要——就这样把我扔掉！？
6558	map204_57988999	0	char_the_triumvirate	Yes. With our reign in danger, we need a strong core.\nWe need men who get the job done, without question.\nThis is something you seem to be incapable of, Sovy.	没错。我们的统治岌岌可危，需要一个强大的核心。\n我们需要的是不问缘由、把事办成的人。\n索维，这似乎正是你做不到的。
6559	map204_06cf0a1b	0	char_sovy	There must be something I can do...	一定有什么我能做的……
6560	map204_fc36fa97	0	char_the_triumvirate	No, Sovy. There's nothing you can do. It's too late.\nUnless you march in here with that blade {i}and{/i} The Seer?\nWell, to put it bluntly, we never wish to see your face again.	不，索维。你什么也做不了。太迟了。\n除非你能带着那把刀{i}和{/i}先知走进这里？\n说白了，我们永远不想再见到你的脸。
6561	map204_4782f832	0	char_the_triumvirate	No, Sovy. There's nothing you can do. It's too late.\nUnless you march in here with that blade {i}and{/i} The Seeress?\nWell, to put it bluntly, we never wish to see your face again.	不，索维。你什么也做不了。太迟了。\n除非你能带着那把刀{i}和{/i}先知走进这里？\n说白了，我们永远不想再见到你的脸。
6562	map205_660f424a	0		Ulric sits at the tavern, taking large swigs of ale.{w}\nIt's hard to accept that if we sided with Draycu, he'd be against us.{w}\nBut it's understandable, as well. He really wanted to change Alarinthia.	乌尔里克坐在酒馆里，大口灌着麦酒。{w}\n想到如果我们站在德雷库那边，他就会与我们为敌，实在难以接受。{w}\n但这也情有可原。他真的太想改变阿拉林西亚了。
6563	map205_74261101	0		I hope that this wouldn't affect The Rebellion, and our unity.{w}\nWe can't have our key members being at arms with each other.	我希望这不会影响到反抗军，还有我们的团结。{w}\n我们的核心成员可不能彼此兵戎相见。
6564	map205_fe70f792	0	char_ulric	Have a seat, [firstname]. These drinks are on me.\nI don't want you filling up on Draycu's handouts.	坐吧，[firstname]。这些酒我请。\n我可不想让你被德雷库的小恩小惠喂饱。
6565	map205_8c92b739	0		I nod, and take a seat beside him. I'll drink, but I want some answers.{w}\nHis hasty alliance with Vivien, the lies about his markings, and his past.{w}\nIf he wants my trust, then he needs to tell me everything. I feel lost.	我点点头，在他身旁坐下。酒我会喝，但我要一些答案。{w}\n他与薇薇安仓促结盟、关于他身上刺青的谎言，还有他的过去。{w}\n他若想要我的信任，就得把一切都告诉我。我感到迷茫。
6566	map205_a35a3d1e	0		I voice those concerns to him, as the drink he ordered me arrives.{w}\nTaking a large swig, I sit back and await his response, whatever it may be.	他为我点的酒送来时，我把这些疑虑说了出来。{w}\n我灌了一大口，靠回椅背，等待他的回应，无论是什么。
6567	map205_e1dbe47f	0	char_ulric	Trust? This isn't about trust, [firstname].\nYour trust in me won't affect {i}any{/i} of your decisions.\nIn fact, we could win this war without any trust at all.	信任？这跟信任无关，[firstname]。\n你对我的信任不会影响你{i}任何{/i}一个决定。\n事实上，我们完全没有信任也能打赢这场战争。
6568	map205_1e0f6a78	0	char_ulric	All that matters is the desire to fight for a common cause.\nDid you think that these little chats we've been having were mandatory?\nTrust me — I could've done just fine without them. In fact, I'd be better off.	真正重要的，是为共同目标而战的意愿。\n你以为我们这些闲聊是必需的吗？\n相信我——没有它们我照样能行。事实上，我会过得更好。
6569	map205_01944f27	0		I'm taken aback by his harsh words.{w}\nBut I don't let it provoke me. I simply wait.{w}\nIt's best if I let him get a clear head instead.	他刻薄的话让我一愣。{w}\n但我没有被激怒。我只是等着。{w}\n最好还是让他自己冷静下来。
6570	map205_d48f160b	0	char_ulric	I'm sorry. I didn't mean that...	抱歉。我不是那个意思……
6571	map205_fbc298ef	0	char_ulric	It's just — the feelings I have for you, they complicate things.\nHarmless fun, I know that's what we said; but look at me now.\nI'm scared that if I tell you everything, you'll turn your back to me.	只是——我对你的感情，让事情变复杂了。\n无伤大雅的玩乐，我知道我们当初是这么说的；可看看我现在的样子。\n我怕一旦把一切都告诉你，你就会转身离开我。
6572	map205_d7040a4e	0	char_ulric	This friendship we're forming complicates things.\nThere's a reason I never kept many friends, Monarch.\nI'm scared that if I tell you everything, you'll just walk away.	我们正在建立的这份友谊，让事情变复杂了。\n君主，我从不交太多朋友，是有原因的。\n我怕一旦把一切都告诉你，你就会一走了之。
6573	map205_373523e2	0	char_ulric	Spirits know everybody else did.\nHeh. Look at me, still using superstition.\nThe spirits had no power over us — no divine plan.	神灵作证，其他人都这么做过。\n呵。看看我，还在用这种迷信的说法。\n神灵对我们毫无掌控——不存在什么神圣的安排。
6574	map205_2be42cef	0	char_ulric	Then why do I find myself still wanting to believe in them?\nI guess maybe they gave me a sense of comfort in difficult times.\nIt's different now — having difficult times — and knowing the truth.	那为什么我发现自己还是想相信它们？\n我想，也许在艰难的岁月里，它们曾给过我一丝慰藉。\n现在不一样了——身处艰难之中，却已知道真相。
6575	map205_d2a2632b	0	char_ulric	What do I believe in, if I want to push myself forward...?\nThat's what made me want to side with Vivien, no matter what.\nThe desire to change my nation is what drives me to action, now.	若想逼自己向前走，我该信什么……？\n正因如此，我才决心无论如何都要站在薇薇安这边。\n如今驱使着我行动的，是改变我祖国的渴望。
6576	map205_fe7c2307	0	char_ulric	And when we're done here, it'll be the desire to change our world.\nThat's all I've wanted, my entire life. It always seems just out of reach.\nWhenever I think I have it — The Triumvirate swoops in and takes it away.	等我们了结这里的事，那就会变成改变我们整个世界的渴望。\n这是我一生唯一的所求。它却总像是差一点点才够得着。\n每当我以为自己抓住了它——三人执政团就扑过来把它夺走。
6577	map205_d47d3e7b	0	char_ulric	They tell you they'll give you what you want.\nThey convince you that they'll make your dreams come true.\nThen — when they're done with you — they throw you away.	他们告诉你，他们会给你想要的一切。\n他们让你相信，他们会让你梦想成真。\n然后——等利用完你——就把你扔掉。
6578	map205_6fecbed8	0		He lets out a loud sigh, and slumps down in his chair.{w}\nI'm not sure why he's telling me all of this, but I still listen.{w}\nEven if it's somewhat unrelated, it's helpful for him to vent.	他长叹一声，瘫坐在椅子里。{w}\n我不确定他为什么要把这些全告诉我，但我还是听着。{w}\n就算有点不相关，让他发泄出来也是好事。
6579	map205_9712253f	0	char_ulric	What I'm about to tell you, I tell you in confidence.\nI knew Sovy, before he became The Grand Inquisitor.\nThat's how I know so much about The Triumvirate.	接下来我要告诉你的，是私下跟你说的。\n在索维成为大审判官之前，我就认识他。\n所以我才对三人执政团了解这么多。
6580	map205_96a76c62	0	char_ulric	I saw them take an impressionable young man, and ruin him.\nTurn him into a tool meant to kill without a second thought.\nThey took my friend, and after that, he was no more.	我眼看着他们把一个易受影响的年轻人带走，然后毁了他。\n把他变成一件用来毫不犹豫杀人的工具。\n他们夺走了我的朋友，从那以后，他就不复存在了。
6581	map205_da65f265	0	char_ulric	That monster we fight may look like my friend.\nBut that man is long gone. They made sure of that.\nI promised myself I'd never let them do that again.	我们对抗的那个怪物，也许长得像我的朋友。\n但那个人早已不在了。是他们亲手造成的。\n我向自己发过誓，绝不让这种事重演。
6582	map205_6b22f614	0	char_ulric	I failed. They got to Shane, just like they got to Sovy.\nIt's almost impossible to shake off their influence.\nThey just have this way of... \"convincing\" you.	我失败了。他们拉拢了肖恩，就像拉拢索维一样。\n他们的影响几乎无法摆脱。\n他们就是有办法……把你“说服”。
6583	map205_65887746	0		I continue listening, and we take turns drinking.{w}\nSoon after, a second drink comes for each of us.{w}\nI believe every word. I knew there was a connection.	我继续听着，我们轮流喝酒。{w}\n没过多久，我们各自又来了第二杯。{w}\n他说的每一个字我都信。我早知道他们之间有某种关联。
6584	map205_b263480c	0		I look back to the vision I had of Valinorth's destruction.{w}\nThey said some things that revealed a connection between them.{w}\nBut I just assumed it was something rivals developed in wartime.	我回想起曾看到的瓦利诺斯覆灭的幻象。{w}\n他们说过一些话，暴露出彼此之间有所关联。{w}\n但我当时只当那是宿敌在战争中产生的默契。
6585	map205_d8f6267e	0		However, to think that Sovy was once good...?{w}\nThat's the part I find hard to believe about all of this.{w}\nYet — he spared me, when he had my life in his hands.	可是，要说索维曾经也是个好人……？{w}\n这整件事里，我最难相信的就是这一点。{w}\n然而——当我的性命握在他手里时，他放过了我。
6586	map205_03d8ff0b	0	char_ulric	Well, that's one of the things I had to tell you.\nIt was a long time ago, but it still happened.\nI won't let it get in the way of my performance.	嗯，这就是我必须告诉你的事情之一。\n那是很久以前的事了，但它确实发生过。\n我不会让它影响我的表现。
6587	map205_2e4ed4a3	0	char_ulric	A long time ago, I thought maybe I could win him back.\nYou know — maybe he could change, and redeem himself.\nBut I haven't thought that in a long time. Now, I want to kill him.	很久以前，我想过也许能把他拉回来。\n你知道的——也许他能改变，能自我救赎。\n但我已经很久没这么想过了。现在，我想杀了他。
6588	map205_7219488d	0	char_ulric	For everything he's done to me. For everything he's done to us.\nThere's a point where redemption eludes you, and he's past that.\nI guess this leads into the second thing I wanted to tell you, [firstname].	为了他对我做的一切。为了他对我们做的一切。\n总有那么一个点，救赎再也无从谈起，而他早已越过。\n我想，这就引出了我想告诉你的第二件事，[firstname]。
6589	map205_dfb5c573	0	char_ulric	Back in the desert, I told you about how I got these markings.\nThen Drakeor said I ripped them off from the ancient Alarinthians.\nI wish that was the truth, I really do — but it's not the truth at all.	在沙漠里的时候，我跟你说过这些刺青是怎么来的。\n后来德雷克说，我是从古代阿拉林西亚人那里剽窃来的。\n我真希望那是真的，真心希望——可那根本不是真相。
6590	map205_b7a4c35b	0	char_ulric	I always tell people that I'm older than they think.\nBut I only say that to hide how old I really am.\nIt's not a lie — it's more like an omission.	我总是跟人说，我比他们想象的要年长。\n但我这么说，只是为了掩盖我真正的年纪。\n这不算撒谎——更像是一种隐瞒。
6591	map205_5381be91	0		He rests his head in his hands, his second glass now empty.	他把头埋进双手里，第二杯酒已经见底。
6592	map205_7646f014	0	char_ulric	I'm old enough to have earned these markings the {i}right{/i} way.\nThere — I said it. I don't care if you believe me, or not. I finally said it.\nI'm older than any of you could've possibly imagined. Very, very, old.	我老到足以用{i}正当{/i}的方式赢得这些刺青。\n好了——我说出来了。你信不信我，我不在乎。我终于说出来了。\n我比你们任何人能想象到的都要老。非常、非常老。
6593	map205_28cd7fdc	0		I am so confused right now. He's claiming to be thousands of years old...?{w}\nAs far as I knew, the laws that led to those markings were banned long ago.{w}\nBut not only that, he also used to work with Sovy? I'd say he's our mortal enemy.	我现在一头雾水。他在声称自己有几千岁……？{w}\n据我所知，催生那些刺青的律法早就被废除了。{w}\n可不仅如此，他还曾经和索维共事过？要我说，他就是我们的死敌。
6594	map205_390f8365	0	char_ulric	Go ahead, tell me you don't believe me.\nSo far, nobody else has. They say it's \"impossible\".\nAnd soon after that, they say nothing to me at all.	来吧，说你不信我。\n到目前为止，没有一个人信。他们都说这“不可能”。\n再过不久，他们索性就不跟我说话了。
6595	map205_ffbb8b94	0	char_ulric	Really...? You'd be the first.\nOf course, there was always something different about you.\nNow that we've been through all of this, we finally know why.	真的……？那你可是头一个。\n当然，你身上一直有些与众不同之处。\n如今我们一起经历了这一切，我们终于知道原因了。
6596	map205_821c1a24	0	char_ulric	Thank you [firstname], I really mean it.\nThere's more to this story, but that's all we have time for.\nIt's just the basics. Stuff you'll {i}need{/i} to know moving forward.	谢谢你，[firstname]，我是真心的。\n这故事还有更多，但我们只有时间讲到这里了。\n这些只是基础。是你继续前行时{i}必须{/i}知道的东西。
6597	map205_bca5f8f8	0	char_ulric	Heh — you can never turn off that charm, huh?\nWell, in any case, I'm glad you believe me. Most people don't.\nThere's something different about you, though, so I took a leap of faith.	呵——你这股魅力总是关不掉，是吧？\n总之，我很高兴你信我。大多数人都不信。\n不过，你确实有些与众不同，所以我才冒险赌了一把。
6598	map205_8eacbee1	0	char_ulric	Thank you [firstname], I really mean it.\nThere's more to this story, but that's all we have time for.\nIt's just the basics. Stuff you'll {i}need{/i} to know before moving forward.	谢谢你，[firstname]，我是真心的。\n这故事还有更多，但我们只有时间讲到这里了。\n这些只是基础。是你继续前行之前{i}必须{/i}知道的东西。
6599	map205_b740f861	0	char_ulric	Right, of course — it's not true.\nJust the alcohol talking, like normal.\nForget I mentioned anything, alright?	对，当然——那不是真的。\n跟平常一样，只是喝多了胡言乱语。\n就当我没提过任何事，好吗？
6600	map205_fb71c7ec	0	char_ulric	It was really tough, yeah.\nBut not as tough as what happened at our HQ.\nSeeing him treat us all with such malice made me sick.	确实很难熬。\n但比不上在总部发生的事那么难熬。\n看到他那样满怀恶意地对待我们，让我恶心。
6601	map205_9490e894	0	char_ulric	Any semblance of the man I knew before is long gone.\nIt's weird — mourning someone when they're still alive.\nThanks for listening to me, [firstname]. Not many do.	我从前认识的那个人的影子，早已荡然无存。\n真奇怪——人还活着，却要为他哀悼。\n谢谢你听我说这些，[firstname]。没几个人愿意。
6602	map205_679bc63e	0	char_ulric	Of course, it was my pleasure.\nMost people cut me off before I can finish.\nThey call me childish, and say I'm making it all up.	当然，这是我的荣幸。\n大多数人还没等我说完就打断我。\n他们说我幼稚，说这一切都是我编的。
6603	map205_8449d72f	0	char_ulric	I hope in time, I can prove that it's true.\nOf course, something like that is never easy.\nThere's more, but I can tell you that another time.	我希望有朝一日能证明这是真的。\n当然，这种事从来都不容易。\n还有更多，但我可以改天再告诉你。
6604	map205_13a2266a	0		The barkeep comes up to us and asks if we want another drink.{w}\nUlric shakes his head, sending him off on his way, and puts some money down.	酒保走过来，问我们要不要再来一杯。{w}\n乌尔里克摇了摇头，把他打发走，在桌上放了些钱。
6605	map205_52aa8500	0	char_ulric	My treat, remember?\nNow let's get going to that ball.\nTonight, we change history.	说了我请客，记得吗？\n现在，我们去舞会吧。\n今晚，我们要改写历史。
6606	map205_a54b1ba5	0		Ulric's loyalty scene will be available when you return to the mainland.{w}\nThe game will notify you when the loyalty scenes have been unlocked.{w}\nWhen they have been — you can view them by going to the War Table.	等你回到大陆，乌尔里克的忠诚剧情就会解锁。{w}\n忠诚剧情解锁时，游戏会通知你。{w}\n解锁之后——你可以前往战争桌查看。
6607	click_map181_15_EV015_04ffd5db	0		You allied yourself with Vivien in the Coliseum.	你在竞技场与薇薇安结盟。
6608	click_map181_15_EV015_9e16c7b9	0		You allied yourself with Draycu in the coliseum.	你在竞技场与德雷库结盟。
6609	map184_081511c1	0		We enter the castle gates, and to my surprise, I see trees like back at home.{w}\nThere's grass, too. Almost as green as the grass back in Valinorth.{w}\nI have no idea how Draycu got this here, but it sure wasn't cheap.	我们走进城堡大门，令我惊讶的是，我看到了像家乡一样的树木。{w}\n还有草地。几乎和瓦利诺斯的草地一样翠绿。{w}\n我不知道德雷库是怎么把这些弄来的，但肯定花了不少钱。
6610	map184_c1835147	0	char_valessa	Wow, this is incredible!\nI know you said he was rich, but this is crazy.\nI've never seen such a fancy place — not in my entire life!	哇，太不可思议了！\n我知道你说过他很有钱，但这也太夸张了。\n我这辈子都没见过这么气派的地方！
6611	map184_270f0a32	0		Damek steps forward, clearly amazed as well.	达梅克走上前，显然也惊叹不已。
6612	map184_843f9042	0	char_damek	So this is where Draycu lives, hmm...?\nIt seems a bit excessive, don't you think?\nI prefer our tunnels. A lot more secretive.	所以德雷库就住在这儿，嗯……？\n有点太过了，你不觉得吗？\n我还是更喜欢我们的地道。隐蔽多了。
6613	map184_a1e9922d	0	char_ulric	Alarinthia is all about showcasing your power.\nMost rulers add a wing or two to the castle during their reign.\nIt's only going to get bigger and bigger with each passing year.	阿拉林西亚讲究的就是炫耀权力。\n大多数统治者都会在位期间给城堡添上一两个侧翼。\n年复一年，它只会越来越大。
6614	map184_b0a74b06	0	char_ulric	Unless of course, Vivien takes over.\nHe's not fixated on that kind of stuff.	当然，除非薇薇安上台。\n他对这种东西可不痴迷。
6615	map184_d380d9d1	0	char_damek	I can't imagine it getting much bigger, to be honest.\nWhat does one ruler need to do with all that space...?	说实话，我想不出它还能大到哪里去。\n一个统治者要这么多空间干什么……？
6616	map184_afd7dbc1	0	char_ulric	Well, he has a large army as well.\nLarger than Vivien's — but don't let that sway us.\nI think you've seen enough to know that this place needs changing.	这个嘛，他还有一支庞大的军队。\n比薇薇安的还多——但别让这动摇我们。\n我想你看到的东西已经够多，足以明白这地方需要改变了。
6617	map184_a3c6e7cc	0	char_damek	Right, right. Of course.\nSo what, do we just march right in?\nI don't see any guards, or security.	对，对。当然。\n那怎么办，我们就这么直接走进去？\n我没看到任何卫兵，也没看到安保。
6618	map184_79055427	0		I look around, and he's right. I just see lots of partygoers.{w}\nThey're all sipping some sort of alcohol, and they look at peace.{w}\nI suppose this is one way to stop the people from fighting back.	我环顾四周，他说得没错。我只看到一大堆参加宴会的人。{w}\n他们都在小口喝着某种酒，神情安逸。{w}\n我猜，这也算是一种让民众不再反抗的办法。
6619	map184_22b9a346	0		I notice a large man exit the castle gates, and slowly approach us.{w}\nHe's not carrying any weapons, so I doubt he's some sort of security.{w}\nHe looks intimidating, of course, but that's about it. Is this Westy...?	我注意到一个高大的男人从城堡大门走出来，缓缓朝我们靠近。{w}\n他身上没带武器，所以我不觉得他是安保人员。{w}\n当然，他看起来很有威慑力，但也仅此而已。这就是韦斯蒂吗……？
6620	map184_14973538	0	char_ulric	I'll take care of this, just like before.\nWe can't risk slipping up in this castle.\nOne misstep, and everyone will be after us.	这里交给我，和之前一样。\n在这座城堡里，我们可不能出差错。\n一步走错，所有人都会追杀我们。
6621	map184_2969bdcc	0		We all step back, trusting Ulric's word.{w}\nHe takes a few steps forward, meeting the mysterious man.{w}\nSomething tells me that this is Draycu's guard. I just know it.	我们都信任乌尔里克，向后退开。{w}\n他向前走了几步，与那个神秘男人会面。{w}\n我有种直觉，这就是德雷库的护卫。我就是知道。
6622	map184_4dc0b70d	0	char_ulric	Westy, I presume...?\nThat's an interesting name, you know.	我猜，你就是韦斯蒂……？\n你知道吗，这名字挺有意思的。
6623	map184_2a44149a	0	char_jit_map184_1_0_158	It's a nickname, for your information.\nAnd you must be Ulric...? You sure stand out.	告诉你，那是个绰号。\n那你一定就是乌尔里克……？你可真显眼。
6624	map184_66925b8c	0	char_ulric	Yes. We come in peace, don't worry.\nWe're here for the ball, and Draycu.\nIs it possible to request an audience?	没错。我们是为和平而来，别担心。\n我们来参加舞会，也要见德雷库。\n可以求见吗？
6625	map184_7fd4e2d7	0	char_jit_map184_1_0_158	He's a busy man, you know.	你知道的，他可是个大忙人。
6626	map184_5e97c3f3	0	char_ulric	So am I — so don't waste our time.\nCan we have an audience or not...?	我也是——所以别浪费我们的时间。\n到底能不能见，就一句话……？
6627	map184_f1f12642	0		Westy sighs, and crosses his arms.	韦斯蒂叹了口气，抱起了胳膊。
6628	map184_45edb17f	0	char_jit_map184_1_0_158	Fine, fine. I'll let you in to see him.\nHe's been expecting you, you know.\nWe've been keeping watch since the docks.	行，行。我放你们进去见他。\n你知道的，他一直在等你们。\n从码头起，我们就在盯着你们了。
6629	map184_1dfad1cb	0	char_ulric	Just like Vivien's man.	跟薇薇安的手下一样。
6630	map184_1d05ec84	0	char_jit_map184_1_0_158	Yeah, but we let him get to you first.\nIt's not often an army comes here from the mainland.\nWe wanted to hear his offer, so we could top it.	是啊，但我们先让他去接触你们。\n从大陆来一支军队，可不常有。\n我们想先听听他的开价，好压过他。
6631	map184_bdddf9d4	0	char_ulric	Top it...? Draycu wants our army as well?\nWe're starting to become popular around here.	压过他……？德雷库也想要我们的军队？\n我们在这儿开始抢手起来了。
6632	map184_099c8a43	0	char_jit_map184_1_0_158	Don't let it get to your head, Ulric.\nYou're just as disposable to him as Vivien.\nYou just happen to be both disposable {i}and{/i} strong.	别太得意，乌尔里克。\n在他眼里，你和薇薇安一样可有可无。\n只不过你恰好{i}既{/i}可有可无又够强。
