# dialogue chunk 0025  entries 9601-10000 of 10370
# seq	block	idx	speaker	source	target
9601	map032_44b11983	0	char_fortaime	You know what that means, right?\nAs soon as we get there — I'm buying apples.	你知道那意味着什么吧？\n我们一到那儿——我就要去买苹果。
9726	map025_7324bb13	0		I notice Fortaime wipe his eyes with his forearm. Was he crying...?{w}\nIt's probably best not to point it out, as I don't want to embarrass him.{w}\nHe clenches his fists, and looks to the sky with closed eyes.	我注意到福泰姆用前臂擦了擦眼睛。他哭了吗……？{w}\n最好还是别提，我不想让他难堪。{w}\n他攥紧拳头，闭着眼仰望天空。
9727	map025_4ca11cab	0	char_fortaime	I wish you could be here with us.\nDon't worry, Mom and Dad. I'll make you proud...	真希望你们能和我们在一起。\n别担心，爸、妈。我会让你们骄傲的……
9728	map025_02b5d97d	0		He turns to us and smiles. Ulric can tell that the moment is over.{w}\nWithout saying anything, he starts walking down The Outlook.{w}\nFrom what I can see, a trail takes us all the way to Mazeo.	他转向我们，笑了笑。乌尔里克看得出，这一刻结束了。{w}\n他什么也没说，开始沿着瞭望台往下走。{w}\n我看得出来，有一条小路一直通向马泽奥。
9729	map025_9d97cf88	0		This is it. This was the moment our journey began.	就是现在。我们的旅程，就是从这一刻开始的。
9730	map028_863450a9	0		The Triumvirate gathered in their chambers, near the glowing idol.{w}\nWith a faint smile on their faces, they gazed deep into its corruption.{w}\nAs nobody else was in sight, they had no need to keep up appearances.	三人执政团聚在内室里，靠近那尊发光的灵像。{w}\n他们脸上带着淡淡的笑意，凝视着它深处的腐化。{w}\n四下无人，他们不必再装模作样。
9731	map028_1f23371b	0	char_the_triumvirate	It appears that things have finally begun.\nDid you have your audience with The Seer, Master?	看来一切终于开始了。\n师父，您和先知会过面了吗？
9732	map028_f59d3f52	0	char_the_triumvirate	It appears that things have finally begun.\nDid you have your audience with The Seeress, Master?	看来一切终于开始了。\n师父，您和先知会过面了吗？
9733	map028_dd5d0a0f	0	char_the_triumvirate	Yes, indeed.\nIt went just as planned.\nDoubt is a very powerful weapon.	是的，没错。\n一切都在计划之中。\n怀疑是非常强大的武器。
9734	map028_e616c551	0	char_the_triumvirate	When wielded properly, you are right.\nThankfully, we have lots of practice.	用得恰当的话，你说得没错。\n好在，我们练习得够多了。
9735	map028_571644ce	0	char_the_triumvirate	Perhaps too much...?	也许练得太多了……？
9736	map028_d938fc3f	0	char_the_triumvirate	Or at the very least, not enough.\nBut we've waited longer in the past.	又或者，至少还不够多。\n不过过去我们等得更久。
9737	map028_474239d3	0		One of The Triumvir's lowers their hood.{w}\nTaking a deep breath, they sigh in relief.	三人执政团中的一人放下兜帽。{w}\n他深吸一口气，如释重负地叹了出来。
9738	map028_ae550574	0	char_jit_map028_1_0_91	So you think this is the end...?	所以你觉得这就是终局了……？
9739	map028_c8903453	0		The other Triumvir follows in turn, lowering his hood.{w}\nHowever, their master chooses not to do the same.	另一位执政官也跟着放下兜帽。{w}\n然而，他们的师父却选择不这么做。
9740	map028_e9224f1b	0	char_jit_map028_1_0_108	I suppose that rests with The Seer.\nLet us watch, and see what unfolds.	我想这取决于先知。\n我们就看着吧，看事情如何发展。
9741	map028_26d7b665	0	char_jit_map028_1_0_115	I suppose that rests with The Seeress.\nLet us watch, and see what unfolds.	我想这取决于先知。\n我们就看着吧，看事情如何发展。
9742	map082_e12bd98d	0		When I exit my house, I feel a wave of heat overtake me.{w}\nThe sun pierces through the canopy of Valinorth with fierce intensity.{w}\nSome of the residents use makeshift fans, looking utterly exhausted.{w}\nFortaime, however, stands there unaffected, with a huge smile on his face.	我走出家门，一股热浪扑面而来。{w}\n烈日猛烈地穿透瓦利诺斯的树冠。{w}\n一些居民摇着简易扇子，看起来疲惫不堪。{w}\n可福泰姆却若无其事地站在那儿，脸上挂着大大的笑容。
9743	map082_cb269236	0	char_fortaime	Wow, I didn't expect you to dress {i}that{/i} fancy!\nI'm a little jealous now, I feel underdressed.\nYou should do my wardrobe next time we go out!	哇，没想到你穿得{i}那么{/i}讲究！\n我现在有点嫉妒了，感觉自己穿得太随便。\n下次我们出门，你来给我搭配衣服吧！
9744	map082_646fa5c7	0	char_fortaime	Wow, I didn't expect you to look {i}that{/i} fancy!\nNice dress, you're really pulling it off.\nYou should do my wardrobe next time we go out!	哇，没想到你打扮得{i}那么{/i}讲究！\n裙子真好看，你很撑得起。\n下次我们出门，你来给我搭配衣服吧！
9745	map082_8460dbad	0	char_fortaime	Hey, are you okay?\nYou look a little shaken up.\nAre you nervous about the ceremony?	嘿，你还好吗？\n你看起来有点心神不宁。\n是在为仪式紧张吗？
9746	map082_7a6f6d37	0	char_fortaime	Oh, I see...\nPerhaps we should find Valessa first.\nIt must've been bad if you're acting like this.	哦，我明白了……\n也许我们该先找到瓦莱莎。\n你都这样了，事情肯定不轻。
9747	map082_44c6565e	0	char_fortaime	But hold on, just remember the basics.	不过等等，记住最基本的几点。
9748	map082_85e5e248	0	char_fortaime	Visions are never foolproof, they're always full of errors.\nIt's like looking at a painting, it's up to interpretation.\nEveryone who looks at it would walk away with something different.	幻象从来都不是万无一失的，总是充满谬误。\n就像看一幅画，全凭各人解读。\n每个人看完，得到的都不一样。
9749	map082_6780aff3	0	char_fortaime	Not that I have visions, I'm just trying to help.\nValessa will make sense of everything you saw, I know it.\nSometimes visions make mountains out of mudpiles.	倒不是说我有幻象，我只是想帮忙。\n瓦莱莎一定能理清你看到的一切，我敢肯定。\n有时候幻象会把泥堆看成大山。
9750	map082_641dcfae	0	char_fortaime	Whoa, really!?\nScare me half to death, why don't you.\nLet's put everything on hold then, and get Valessa.	哇，真的假的！？\n你想把我吓个半死是吧。\n那我们把一切先放一放，去找瓦莱莎。
9751	map082_7eca7822	0	char_fortaime	We're supposed to meet her in the Town Square, [firstname].\nBut if this is as bad as you say, you better tell me, too.\nNot as a Scribe-in-training, but as a friend, got it...?	我们本该在中央广场跟她碰面，[firstname]。\n但要是真像你说的那么严重，你也得告诉我。\n不是以见习书记官的身份，而是以朋友的身份，明白吗……？
9752	map082_f87a5738	0	char_fortaime	Hey, you really need to stop saying weird stuff.\nYou're gonna make me blush in front of everyone else!	嘿，你真的别再讲那些奇怪的话了。\n你要让我在大家面前脸红了！
9753	map082_95734133	0	char_fortaime	Whoa, I'm not asking you to break the rules...!\nActually, I guess I am, if you really wanna label it.\nBut that makes me sound like such a bad person!	哇，我不是要你去违反规矩……！\n其实吧，你要真想这么说，那也算。\n可这样显得我像个大坏蛋！
9754	map082_5ce93a7a	0	char_fortaime	Whoa, I'm not asking you to break anything...!\nActually, I guess I am, if you really wanna label it.\nBut that makes me sound like such a bad person!	哇，我不是要你去打破什么……！\n其实吧，你要真想这么说，那也算。\n可这样显得我像个大坏蛋！
9755	map082_02225ee5	0	char_fortaime	Alright, I know how it is, and I understand.\nI know you wouldn't purposely put me in any danger.\nSo whatever you end up doing, it's for the best, right?	好吧，我懂是怎么回事，也能理解。\n我知道你不会故意让我陷入危险。\n所以不管最后怎么做，都是最好的选择，对吧？
9756	map082_04d5b513	0	char_fortaime	Sweet, glad to know you're on my side...!\nIt's good to have a friend in someone like you.	太好了，很高兴知道你站在我这边……！\n能和你这样的人做朋友真好。
9757	map082_89a6ef23	0	char_fortaime	Anyway, we should head to the Town Square.\nWith this vision business, we'll have a busy day.\nDon't waste too much time, alright?	总之，我们该去中央广场了。\n出了幻象这档子事，今天有得忙了。\n别浪费太多时间，好吗？
9758	map082_cc9541ae	0		Fortaime has now permanently joined your party.{w}\nA comrade joining your party also retroactively unlocks content.{w}\nFor example, you can bring Fortaime to your home and talk to him there.{w}\nIt is a good idea to form a habit of revisiting previous areas.	福泰姆现已永久加入你的队伍。{w}\n同伴加入队伍还会追溯性地解锁内容。{w}\n例如，你可以带福泰姆回家，在那里和他交谈。{w}\n养成重访旧区域的习惯是个好主意。
9759	click_map088_5_EV005_f82e94bd	0		This is my home. There's not much more to say.{w}\nI know it's a mess inside, but I'll have to fix that later.{w}\nMaybe Fortaime and I could have a private word inside.	这是我家。没什么好多说的。{w}\n我知道里面乱糟糟的，但只能以后再收拾了。{w}\n也许我和福泰姆可以进去私下聊两句。
9760	click_map088_5_EV005_e265c059	0	char_fortaime	A bit bigger than my house, but mine has more rooms.\nWhich is better though, more rooms or more space?\nMy interior design books don't really cover that aspect.	比我家大一点，不过我家房间更多。\n到底哪个更好呢，房间多还是空间大？\n我的室内设计书里还真没讲过这方面。
9761	click_map088_5_EV005_4f94e9da	0	char_fortaime	So, you think more space is better?\nI guess you'll just have to invite me over more often.\nAnd if you ever change your mind, you're welcome at my place.	这么说，你觉得空间大更好？\n那你就得多请我来做客了。\n要是你哪天改变主意，也欢迎来我那儿。
9762	click_map088_5_EV005_741046c3	0	char_fortaime	Oh, so it's privacy you want?\nThere's plenty of that back at my place.\nWhenever you need it, I'm just down the street.	哦，所以你是想要清静？\n我那儿清静得很。\n什么时候需要，我就在街对面。
9763	click_map088_5_EV005_1d122316	0	char_fortaime	The master has spoken.\nI guess it's true though. Work with what you have.\nAnd if you don't have it, someone else surely will!	大师发话了。\n不过还真有道理。有什么就用什么。\n要是你没有，别人肯定有！
9764	click_map088_8_EV008_9b9857c0	0	char_valessa	Hey Fortaime, remember those apples you used to love?	嘿，福泰姆，还记得你以前最爱吃的那种苹果吗？
9765	click_map088_8_EV008_ec32d20e	0	char_fortaime	Yeah, how could I forget?\nYou can't get them anymore, though.\nThe Triumvirate put a trading ban on Mazeo.	记得，我怎么会忘？\n不过现在吃不到了。\n三人执政团对马泽奥下了贸易禁令。
9766	click_map088_8_EV008_51b182d9	0	char_valessa	Remember that time I tricked you...?\nI painted a bunch of rocks red, and put them in a basket.\nI told you the trading ban was lifted. You were ecstatic.	还记得我那次捉弄你吗……？\n我把一堆石头涂成红色，装进篮子里。\n我骗你说贸易禁令解除了。你高兴坏了。
9767	click_map088_8_EV008_bbabecf4	0	char_fortaime	Yeah, and that was really mean!\nMy parents used to give them to me before, you know...\nThat made me cry more than you'd think.	记得，那真的很过分！\n你知道，以前我爸妈常给我买那种苹果……\n那次我哭得比你想的要厉害。
9768	click_map088_8_EV008_66ca215d	0	char_valessa	Yeah, and I just wanted to apologize.\nThis whole ordeal has me thinking about the past.\nI wish I spent my time in Valinorth a bit better.	嗯，我只是想道个歉。\n这一连串的遭遇让我总想起过去。\n真希望在瓦利诺斯的那些日子，我能过得更充实些。
9769	click_map088_8_EV008_5608ad38	0	char_fortaime	Oh, well, I accept your apology.\nBetter late than never, right...?	哦，好吧，我接受你的道歉。\n迟到总比不到好，对吧……？
9770	click_map088_8_EV008_728402c7	0	char_valessa	Yeah, of course.\nOnce we get to Mazeo, I'll buy you some for real.\nAn apology is lame, I'm gonna make up for what I did.	嗯，当然。\n等我们到了马泽奥，我真给你买。\n光道歉太敷衍了，我要补偿我做过的。
9771	click_map088_9_EV009_df091f1b	0		The higher up you live, the more you have to pay.{w}\nHouses up there, with great views, are way too expensive.{w}\nOf course, The Elder happily lives above everybody else.{w}\nThankfully, that's not reflected in the way he treats us.	住得越高，花费就越多。{w}\n上面的房子视野绝佳，价格也贵得离谱。{w}\n当然，长老乐呵呵地住在所有人之上。{w}\n好在，他待我们的方式并没有沾上那股高高在上。
9772	click_map088_9_EV009_2c9cb382	0		I notice the streams of water are in full flow today.{w}\nWe siphon off water from falls higher up in the mountains.{w}\nThat's how we fill the water tank each and every day.{w}\nEach morning, every citizen does a \"water run\", so to speak.	我注意到今天水流淌得满满当当。{w}\n我们从山上更高处的瀑布引水。{w}\n我们每天就是这样把水塔灌满的。{w}\n每天早晨，每个村民都要跑一趟“取水”，可以这么说。
9773	click_map088_9_EV009_5807d5cf	0		These runs are a requirement for everyone in Valinorth.{w}\nWithout them, the tank would overflow and flood our village.{w}\nI should do mine before it gets too late, actually.{w}\nOne person might not matter, but that's a bad mentality.	在瓦利诺斯，每个人都必须参加取水。{w}\n要是没人做，水塔就会溢出，淹没我们的村庄。{w}\n其实我该趁早去完成自己那份。{w}\n少一个人或许无关紧要，但那种心态很要不得。
9774	click_map088_70_EV070_11711138	0		I must be blessed with peaceful neighbors.{w}\nI've never heard a single peep come from next door.{w}\nFortaime is loud, but thankfully he lives across the street.{w}\nWith him next door, I'd probably die of sleep deprivation.	我大概是摊上了安静的邻居。{w}\n隔壁一点动静都没听到过。{w}\n福泰姆嗓门大，好在他住在街对面。{w}\n要是他住隔壁，我恐怕得因睡眠不足而死。
9775	click_map088_70_EV070_1a587e4e	0	char_fortaime	Aww, are you thinking about me?\nI saw the way you looked at me just now.\nGive it to me straight, what's going on?	哎呀，你在想我吗？\n我看到你刚刚看我的眼神了。\n老实说吧，怎么回事？
9776	click_map088_70_EV070_4075d256	0	char_fortaime	I'll take that as a compliment, actually.\nThe louder you are, the more fun you're having!\nYou'll have to come and join me sometime.	其实我就当那是夸奖了。\n你越吵，说明你玩得越开心！\n哪天你得来跟我一起玩。
9777	click_map088_70_EV070_552c62c4	0	char_fortaime	I guess you could say that, yeah.\nBeing a Scribe-in-training is pretty hard work.\nIt's fun to unwind after everything is said and done.	这么说也行吧，没错。\n当见习书记官可辛苦了。\n等一切忙完再放松一下，挺爽的。
9778	click_map088_70_EV070_320acfb1	0		He laughs and turns away from me.{w}\nThere's a hint of a blush on his face, but he covers it up.{w}\nHe's quite reckless in his youth, but isn't almost everyone?	他笑着从我身边转开。{w}\n他脸上隐约泛红，却掩饰了过去。{w}\n他年纪轻轻，行事莽撞，可谁又不是呢？
9779	click_map088_88_EV088_a9c4444b	0		I often see Fortaime up here, just passing the time.{w}\nClimbing the trees of Valinorth is his number one hobby.{w}\nHe always talks about how he'll climb The Grand Tree one day.	我常在这儿看到福泰姆，只是打发时间。{w}\n爬瓦利诺斯的树是他最大的爱好。{w}\n他总说，总有一天要去爬巨树。
9780	click_map088_120_EV120_88635c45	0		That's Valinorth's post office at the end of the road.{w}\nVillage-wide notices are posted there, and we all have boxes.{w}\nSometimes it's easier to catch someone by mail when they're busy.{w}\nI haven't checked my box in a while, but I rarely get any messages.	路尽头的那个是瓦利诺斯的邮局。{w}\n全村的公告都贴在那里，我们每人都有一个信箱。{w}\n有时候别人忙，寄信反而更容易找到他们。{w}\n我有一阵子没查看信箱了，不过我本来就很少收到信。
9781	click_map088_120_EV120_1cab61c3	0		I only really interact with Valessa and Fortaime.{w}\nWe can't carry out our duties unless we're together in person.{w}\nIf I got mail from someone else, it would likely be junk.{w}\nIf Mylus needed me, he'd come to me in person too.	我真正有来往的，也就瓦莱莎和福泰姆。{w}\n不聚在一起，我们就没法履行职责。{w}\n要是收到别人的来信，多半也是些没用的东西。{w}\n迈勒斯要是需要我，也会亲自来找我。
9782	click_map088_120_EV120_fb3363a2	0	char_fortaime	There's a village-wide notice posted about your induction.\nI think you'll have quite the audience later tonight, [firstname].\nThere's a big party planned afterwards, too. Dancing and all!	全村的公告栏上贴了你授职的消息。\n我想今晚你会有一大群观众，[firstname]。\n之后还安排了一场盛大的派对。还有跳舞之类的！
9783	click_map088_120_EV120_fb3363a2_1	0	char_fortaime	There's a village-wide notice posted about your induction.\nI think you'll have quite the audience later tonight, [firstname].\nThere's a big party planned afterwards, too. Dancing and all!	全村的公告栏上贴了你授职的消息。\n我想今晚你会有一大群观众，[firstname]。\n之后还安排了一场盛大的派对。还有跳舞之类的！
9784	click_map088_120_EV120_557c0e8f	0	char_fortaime	Sounds like you just don't know how to dance!\nI've been practicing my whole life, I'll have to teach you!\nI'm actually performing the ceremonial dance tonight.	听起来你就是不会跳舞！\n我练了一辈子，得好好教教你！\n今晚的仪式之舞，其实就是我来跳。
9785	click_map088_120_EV120_2a7fb973	0	char_fortaime	Each time a new Seer or Seeress is inducted, there's a ritual.\nA dance that's supposed to bless our people, and your skill.\nIt's very slow and intricate, I hope to do my best...!	每有一位新先知授职，都会举行一场仪式。\n一支用来祝福村民、也祝福你能力的舞。\n舞步缓慢又繁复，我希望能做到最好……！
9786	click_map088_120_EV120_e42b7ab3	0	char_fortaime	You bet! It's supposed to be the party of a lifetime!\nQuite literally, as there's only one Seer or Seeress per generation.\nIf I were you, I wouldn't make any important plans tomorrow.	那当然！这可是号称一生只有一次的派对！\n名副其实，因为每一代只有一位先知。\n要是我，明天绝不会安排任何重要的事。
9787	click_map088_120_EV120_b33496e8	0	char_fortaime	Whoa, you really have to think that one through!\nThis is the most important day of your life. \nAre you sure you want to do that with {i}me{/i}?	哇，这可真得好好想清楚！\n这是你一生中最重要的日子。\n你确定要跟{i}我{/i}一起吗？
9788	click_map088_120_EV120_aa7eb862	0	char_fortaime	If you're certain, then I'd love to!\nMaybe I'll even give you a refresher course.\nI'm assuming you don't get to do much dancing.	你要是确定，那我乐意之至！\n说不定我还能给你补补课。\n我猜你平时没什么机会跳舞吧。
9789	click_map088_120_EV120_a02a8364	0	char_fortaime	Sounds good, just let me know!\nI think your induction will be something special.\nYou should spend it with someone special, as well.	听起来不错，告诉我一声就行！\n我觉得你的授职仪式会很不寻常。\n你也该和一个特别的人一起度过。
9790	click_map088_129_EV129_12c4ac25	0		I wonder why the spirits are getting stronger.{w}\nOr, maybe their grip on my mind is getting stronger.{w}\nEither way, a lot of books on them are outdated.{w}\nEven Fortaime is struggling to catch up.	不知道灵体为什么会越来越强。{w}\n又或者，是它们对我心智的钳制越来越紧。{w}\n不管怎样，关于它们的书很多都过时了。{w}\n连福泰姆都快跟不上了。
9791	click_map088_129_EV129_5b112412	0		This is Fortaime's house, and it's in tip-top condition.{w}\nIt looks brand new, he must take very good care of it.{w}\nAs I get closer, I notice a book left out on his porch.{w}\nIt has his name on the front, so I can only assume it's his own work.	这是福泰姆的家，状态好得没话说。{w}\n看起来跟新的一样，他一定很爱惜。{w}\n走近些，我注意到他家门廊上放着一本书。{w}\n封面上有他的名字，我只能猜那是他自己的作品。
9792	click_map088_129_EV129_94053fb1	0	char_fortaime	Isn't that cool to think about, [firstname]...?\nThe spirits are artists, and your mind is the canvas.\nThere's so much work required in interpreting visions.	想想是不是很酷，[firstname]……？\n灵体是艺术家，你的心智就是画布。\n解读幻象可真要下不少功夫。
9793	click_map088_129_EV129_94053fb1_1	0	char_fortaime	Isn't that cool to think about, [firstname]...?\nThe spirits are artists, and your mind is the canvas.\nThere's so much work required in interpreting visions.	想想是不是很酷，[firstname]……？\n灵体是艺术家，你的心智就是画布。\n解读幻象可真要下不少功夫。
9794	click_map088_129_EV129_d5716a35	0	char_fortaime	Of course, the spirits grow stronger every day.\nIt's already gotten to a point where a Scribe is near useless.\nI have more volumes written on this subject, I'm sure you'll find them.	当然，灵体每天都在变强。\n已经到了书记官几乎派不上用场的地步。\n关于这方面我写了更多卷册，你一定能找到。
9795	click_map088_129_EV129_399b5157	0	char_fortaime	Can you believe how much stronger they've gotten, though?\nI wrote this book years ago, and it's almost outdated.\nWe've been able to witness so much growth in one generation.	可你能相信它们变强了多少吗？\n这本书是我几年前写的，如今几乎过时了。\n我们竟能在同一代人里见证这么大的变化。
9796	click_map088_134_EV134_501ce5ff	0		In Valinorth, we're very in tune with the spirits.{w}\nMany believe that's because we're surrounded by nature.{w}\nThat is, however, except for the stretches of road we created.{w}\nThey're semi-recent, and they caused a pretty large uproar.	在瓦利诺斯，我们与灵体非常契合。{w}\n许多人相信，这是因为我们被自然环绕。{w}\n不过，我们自己修的那几段路算是例外。{w}\n它们是近些年才建的，当时引起了相当大的争议。
9797	click_map088_134_EV134_be79fdb7	0		Some thought it would lead to more and more deforestation.{w}\nThankfully, it never escalated, and became very convenient.{w}\nIt didn't harm our connection with the spirits, either.{w}\nIn fact, over time, that bond only appears to get stronger.	有人担心这会导致越来越多的滥伐。{w}\n还好事情没有恶化，反而带来了极大的便利。{w}\n也没有损害我们与灵体的联系。{w}\n事实上，随着时间推移，这份羁绊似乎只增不减。
9798	Valessa1_map088_177_1_b41c75c8	0	char_valessa	Hey.	嘿。
9799	Valessa1_map088_177_1_2e1e5bb0	0	char_valessa	Yeah, of course I do!\nIt's so peaceful, and everyone is so nice.\nI don't think Valinorth has any real downsides.	嗯，当然喜欢！\n这里这么安宁，大家又都这么友善。\n我觉得瓦利诺斯没什么真正的缺点。
9800	Valessa1_map088_177_1_08fb17bb	0	char_valessa	We're not plagued with piracy like Mazeo.\nOur hierarchy works, and we're always stable.\nIf I ever got the chance to leave, I doubt I would.	我们不像马泽奥那样被海盗问题困扰。\n我们的等级制度运转良好，一直很稳定。\n就算有机会离开，我想我也不会走。
9801	Valessa1_map088_177_1_fa28a5a4	0	char_valessa	That's partly why I've never left the village.\nI know that Peregrino is out there, and Sauleberg.\nBut I've only heard stories. I've never actually been.	这也是我一直没离开过村子的部分原因。\n我知道外面有佩雷格里诺，还有索尔伯格。\n但我只听过传闻。从没真正去过。
9802	Valessa2_map088_177_1_fd683d9f	0	char_valessa	It's a watering hole, like a bar.\nIt's popular for people on their way to Valinorth.\nThat's why it's called \"The Pilgrim's Tavern\".	那是个酒馆，像酒吧一样的地方。\n前往瓦利诺斯的人常在那儿落脚。\n所以它叫“朝圣者酒馆”。
9803	Valessa2_map088_177_1_c6c0bb0f	0	char_valessa	It's a good business idea, in my opinion.\nThe road to and from Valinorth is long and arduous.\nI bet everybody wants to stop and grab a drink.	在我看来，这是个不错的生意点子。\n往返瓦利诺斯的路又长又难走。\n我敢打赌，谁都想停下来喝一杯。
9804	Valessa2_map088_177_1_410f9b85	0	char_valessa	At least, that's what I've heard.\nWe don't get too many outsiders, but it's still in business.\nIt makes me wonder if there's something more to that place.	至少，我是这么听说的。\n我们这儿来不了多少外人，可它还在营业。\n这让我不禁好奇，那地方是不是另有玄机。
9805	Valessa2_map088_177_1_18b2ea46	0	char_valessa	Apparently, each nation has a spirit idol.\nIt's where the spirit realm reaches out into the physical world.\nSauleberg is home to ours, but it's been closed off for a while.	据说，每个国家都有一尊灵像。\n那是灵界延伸到现实世界的地方。\n我们这尊就供在索尔伯格，不过已经封闭有一阵子了。
9806	Valessa2_map088_177_1_056878b4	0	char_valessa	It happened around the time we were born, actually.\nSo I've never actually seen one in person.\nJust in drawings that Fortaime and I can find.	其实，那差不多发生在我们出生的时候。\n所以我从没亲眼见过灵像。\n只在福泰姆和我能找到的图画里见过。
9807	Valessa2_map088_177_1_b1bdd6ea	0	char_valessa	You know how nature is supposed to hold spiritual energy?\nWell, that energy has to come from somewhere, right?\nThe idol is actually what delivers it to the land.	你知道大自然本该承载着灵力吧？\n那这股能量总得有个来源，对吧？\n其实就是灵像把能量输送到大地的。
9808	Valessa2_map088_177_1_f6279cd8	0	char_valessa	But one idol can't cover all of Alestia.\nSo like I said, each nation is supposed to have their own.\nThey're like national treasures, to be heavily guarded.	但一尊灵像覆盖不了整个阿莱斯蒂亚。\n所以就像我说的，每个国家都该有自己的一尊。\n它们就像国宝，必须严加看守。
9809	Valessa2_map088_177_1_1ebd29db	0	char_valessa	I'm not holding my breath, to be honest.\nWe're rather self-sustaining here in Valinorth.\nAs long as we have Seers and Scribes, we'll be good.	说实话，我不抱什么期望。\n瓦利诺斯挺自给自足的。\n只要我们有先知和书记官，就没问题。
9810	Valessa2_map088_177_1_cdc188de	0	char_valessa	Everything pertaining to our livelihood can be foreseen.\nSo far, we haven't had to forge any alliances or treaties.\nAnd remember, it's been this way for thousands of years.	一切与我们生计相关的事都能被预见。\n到目前为止，我们从不需要缔结什么盟约或条约。\n别忘了，这样的状态已经持续了几千年。
9811	Valessa2_map088_177_1_a87b57b0	0	char_valessa	Not that I'm against alliances, or anything like that.\nBut we have no purpose to leave, so I probably won't.\nI need to stay where my role is deemed most important.	倒不是说我反对结盟之类的。\n只是我们没有离开的理由，所以我也许不会走。\n我得留在最需要我发挥作用的地方。
9812	Valessa2_map088_177_1_18cdbf6b	0	char_valessa	It's an experience, to say the least.\nHis attention span isn't the best, you know?\nHe'll zone out in the middle of our studies.	至少可以说，是种“体验”。\n你知道的，他的注意力可不怎么样？\n我们在学习时他会走神。
9813	Valessa2_map088_177_1_44d518c0	0	char_valessa	And he always finds a way to make things humorous.\nIt can be somewhat frustrating when I'm trying to teach him.\nBut maybe that's just me, and I need to loosen up a little.	而且他总有办法把事情说得搞笑。\n我教他的时候，有时候还真挺让人头疼。\n不过也许只是我太较真，该放松一点。
9814	Valessa2_map088_177_1_00b8859c	0	char_valessa	I knew I wasn't the only one who thought so!\nCompared to him, I can seem a little boring.\nBut that's not true. He's just over the top.	我就知道不只我这么想！\n跟他一比，我可能显得有点无聊。\n可不是那样。只是他太夸张了。
9815	Valessa2_map088_177_1_026c2646	0	char_valessa	I've always been pretty mature for my age.\nPerhaps I gained some of his maturity instead.\nAt least he gets along well with the children.	我一直比同龄人成熟。\n也许我反而从他那儿分到了一些成熟。\n至少他和孩子们相处得很好。
9816	Valessa2_map088_177_1_0a3b2516	0	char_valessa	Yeah, yeah, I guess you're right.\nBut we're in positions that are {i}very{/i} sacred.\nIf we don't take this seriously, we'll end up failing.	是是是，你说得对。\n可我们身处的位置{i}极其{/i}神圣。\n要是我们不认真对待，最终会搞砸。
9817	Valessa2_map088_177_1_0a2389ce	0	char_valessa	Maybe I'm just picking up Fortaime's slack.\nI feel like the villagers hold us to a certain \"standard\".\nIf it were just him, he'd fall way short of those standards.	也许我只是在替福泰姆补漏。\n我感觉村民对我们有某种“标准”。\n要是只有他一个，他远达不到那些标准。
9818	Valessa2_map088_177_1_6dcfcce1	0	char_valessa	I must sound like an awful person right now.\nI just feel like we all need to act professionally...!	我现在听起来一定像个很糟的人。\n我只是觉得，我们都该表现得专业些……！
9819	Valessa2_map088_177_1_c16a1229	0	char_valessa	I guess so. We {i}could{/i} hate each other's guts.\nThat would make protecting Valinorth quite hard.\nConsidering that, I think things are pretty good.	也许吧。我们{i}本可以{/i}互相恨之入骨。\n那样一来，守护瓦利诺斯可就难了。\n这么一想，我觉得现在这样挺好。
9820	Valessa2_map088_177_1_2c940f4a	0	char_valessa	I guess I'll just work on my tolerance for his antics.\nI kind of thought you'd agree, and now I feel weird.\nBut if this is just a \"Valessa\" problem, I'll fix it.	我想我只能提高对他那些闹腾的容忍度了。\n我还以为你会赞同，现在感觉有点怪。\n但如果这只是“瓦莱莎”自己的问题，我会解决。
9821	Valessa2_map088_177_1_9e8c14c1	0	char_valessa	As always, you have a way of putting things in perspective.\nSorry if it sounded like I was bashing his personality.\nIt was more like an observation, that's all.	你总有办法帮人看清大局。\n如果我听起来像是在贬低他的性格，抱歉。\n那更像是一种观察，仅此而已。
9822	Valessa2_map088_177_1_10c6b27c	0	char_valessa	Yeah, definitely!\nI've been preparing for weeks.\nI's not too complicated, at least for me.	嗯，当然！\n我已经准备了好几周。\n不算太复杂，至少对我来说。
9823	Valessa2_map088_177_1_828872c6	0	char_valessa	It might be a little harder for you.\nBut basically, just recite after Mylus.\nAfter that, it's one big celebration.	对你来说可能会稍微难一点。\n但基本上，只要跟着迈勒斯念就行。\n之后就是一场盛大的庆祝。
9824	Valessa2_map088_177_1_5840dac0	0	char_valessa	My role is minimal, this is your special day.\nAs long as you can handle the spotlight, you're good.\nYou won't have to memorize anything, or make a huge speech.	我的角色无关紧要，这是属于你的日子。\n只要你能应付得了众人的目光就行。\n你不用背任何东西，也不用发表长篇讲话。
9825	Valessa3_map088_177_1_c4353e02	0	char_valessa	Apparently, Mylus' Father was caught up in other things.\nIt must've been important to shun something like this.\nI wonder if it's related to his disappearance...?	据说，迈勒斯的父亲当时被别的事缠住了。\n能让他推掉这种事，一定很重要。\n不知道这和他的失踪有没有关系……？
9826	Valessa3_map088_177_1_035c1a66	0	char_valessa	Anyway, that's why it hasn't happened until now.\nIt's supposed to happen when you're much younger.\nBut I don't see any reason why it can't happen now.	总之，这就是为什么拖到现在才办。\n本来应该在你小得多的时候就举行。\n但我看不出有什么理由说现在不行。
