chunk	seq	level	category	issue	fix
dialogue_0008	2943	B	现代词出戏	你的客人特权也就到这儿为止	改"你做客的待遇也就到这儿为止了"
dialogue_0008	2990	B	现代词出戏	'君主容器，又或者是人造先知'科幻感	改"君主的器皿，又或者说，被造出来的先知"
dialogue_0008	3003	B	现代词出戏	他得消化太多新信息	改"他得消化太多新变故"
dialogue_0008	3022	B	现代词出戏	我这儿正开着会呢（3023"会议可以等等"同）	3022改"我这儿正跟人谈着事呢"；3023改"会面可以先放一放，达梅克！"
dialogue_0008	3088	B	语域	箭头从我躯干上凸出来解剖腔	改"发现一支箭头从前胸穿了出来"
dialogue_0008	3141	B	现代词出戏	我知道为什么当初在我的办公室，我会认出你…	改"我知道当初为什么在公事房里，我会认出你和你的朋友了"
dialogue_0008	3152	B	翻译腔	被迫披着他们的颜色？（colors 直译）	改"被迫披上他们的旗色？"
dialogue_0009	3240	B	现代词出戏	止损是现代金融词，老兵口中出戏	改"我们得尽量挽回损失"
dialogue_0009	3300	B	翻译腔	我们把他料理好了易误读为处理尸体，原意是救治	改"你睡着时，我们出手救了他"
dialogue_0009	3330	B	现代词出戏	能量属科幻词，规格禁用（3483/3541同）	改"它的力量已被释放"，全篇按禁用表统一
dialogue_0009	3357	B	翻译腔	我们不怪你们的理解搭配不通	改"你们这样理解，我们并不责怪"
dialogue_0009	3412	B	翻译腔	在充耳不闻的耳朵前呼救英语习语直译	改"只能被迫旁观，嘶声呼救却无人理会"
dialogue_0009	3418	B	现代词出戏	具现是ACG圈用语，非小说译笔	改"灵像是我们渴望向外传信的显现"
dialogue_0009	3438	B	称谓	我的国王西式称谓直译生硬	改"吾王"；3439"我的女王"可留
dialogue_0009	3443	B	翻译腔	我怎么可能被指望消化这一切被动硬译	改"这种事，怎么可能指望我消化得下"
dialogue_0009	3487	B	翻译腔	没有更多先知，没有更多剑no more直译生硬	改"再无先知，再无剑"
dialogue_0009	3513	B	现代词出戏	达梅克的演讲很精彩演讲是现代词	改"达梅克那番话讲得真好"
dialogue_0009	3515	B	现代词出戏	灵性能量带现代灵修味	改"用那股灵力来创造先知"
dialogue_0009	3538	B	翻译腔	无法为自己思考for themselves逐词直译	改"无法独立思考，甚至完全无法思考"
dialogue_0009	3550	B	翻译腔	它使用时很强大英文状语逐字对译	改"动用起来威力强大——只是波及有限"
dialogue_0009	3561	B	翻译腔	喊出敌人的攻击call out语义未译出	改"预警每一次袭击，防住每一次伏击"
dialogue_0009	3585	B	翻译腔	尸体会需要被监视双重被动生硬	改"接下来一天左右，得有人盯着这些尸体"
dialogue_0010	3640	B	现代词出戏	需要协作精神中"协作"属禁用现代管理词	改"做顾问既需要知识，{i}也{/i}需要与众人配合"
dialogue_0010	3683	B	称谓	我的国王系 my King 西式称谓直译	改"话已至此，我们不打扰了。日后请细想，陛下。"
dialogue_0010	3684	B	称谓	我的女王系 my Queen 西式称谓直译	改"话已至此，我们不打扰了。日后请细想，陛下。"
dialogue_0010	3716	B	现代词出戏	一场盛大的派对中"派对"为现代外来词	改"所以基本上就是一场盛大的欢宴。"
dialogue_0010	3718	B	现代词出戏	我们原本最后的派对泡汤了派对出戏	改"太好了。我们原本最后一场聚会泡汤了。"
dialogue_0010	3719	B	现代词出戏	同 3718，女王分支"派对"出戏	改"太好了。我们原本最后一场聚会泡汤了。"
dialogue_0010	3720	B	现代词出戏	德雷库的派对宜与本篇 ball=舞会统一	改"那{i}确实{/i}是德雷库的舞会，但我们可以为自己而庆祝。"
dialogue_0010	3721	B	现代词出戏	它或许是场派对派对出戏	改"它或许是场欢宴，但阿拉林西亚的命运将在幕后改变。"
dialogue_0010	3952	B	现代词出戏	时间线为现代/科幻词，奇幻语境出戏	改"如果这段来历听着混乱，那确实如此。我们说的可是数千年的事。"
dialogue_0010	3961	B	翻译腔	把自己建起系 build up 直译，生硬不通	改"这是无尽的循环：一次次把自己撑起，又一次次被打落。"
dialogue_0010	3974	B	翻译腔	我确保他的梦想成为现实系 ensure 直译	改"在他离开我房间之前，我让他的梦想成了现实。"
dialogue_0010	3998	B	现代词出戏	开会时站的地方开会为禁用词，原文 meetings 指集会	改"多半就是他们议事时站的地方。"
dialogue_0010	3999	B	现代词出戏	肢体语言和反应肢体语言为现代职场/心理用语	改"他的神色与反应告诉我，这里正是他当年受创的地方。"
dialogue_0011	4060	B	现代词出戏	我们体内的能量属科幻词入奇幻	改"我们体内的气力/力量"
dialogue_0011	4062	B	称谓	豪尔对君主混用"你"，4044处用"您"	统一用"您"："您相信我们吗？"
dialogue_0011	4118	B	现代词出戏	确保每个人都达成目标职场腔	改"我的职责就是确保每个人都完成定额"
dialogue_0011	4135	B	现代词出戏	父亲的办公室为现代词出戏	改"有时我会溜进父亲的书房"
dialogue_0011	4183	B	现代词出戏	没有法律管制中"管制"现代行政味	改"不过，这里可没有管这些的律法"
dialogue_0011	4187	B	现代词出戏	可能是毒品为现代法制词	改"可能是迷药，或是违禁武器"
dialogue_0011	4224	B	现代词出戏	纠结这些信息中"信息"属禁用现代词	改"去深究这些事大概也没什么意义"
dialogue_0011	4322	B	现代词出戏	集合，开最后一次会含现代词"开会"	改"集合，作最后一次商议"（4335同）
dialogue_0011	4330	B	现代词出戏	用它的能量属科幻词入奇幻	改"她会用它的力量让荣誉卫队失效"
dialogue_0012	4517	B	现代词出戏	来自灵界的一文不值的能量（科幻词）	你得到的不过是灵界的一文不值的气力。
dialogue_0012	4539	B	现代词出戏	我将剑相位转移回手中（科幻词直译）	但紧接着，出乎他意料的是，我将剑唤回手中。
dialogue_0012	4549	B	现代词出戏	我将剑相位转移回手中（同 4539）	但紧接着，出乎他意料的是，我将剑唤回手中。
dialogue_0012	4592	B	现代词出戏	我们会再开一次会，规格明令禁用"开会"	我想等所有人都到齐，我们会再商议一次。（4599/4606/4613 同文需同步改）
dialogue_0012	4688	B	语域	把发言权交给达梅克，the floor＝现代会议语	豪尔点点头，示意达梅克接着说。他上前一步。
dialogue_0012	4714	B	翻译腔	我在这儿可是把很大的信任交给了你欧化拗口	我这可是把重担全交给你了。
dialogue_0012	4723	B	翻译腔	但我心里有一部分充满了恐惧part of me 直译	我会尽全力不让他们失望。可我心中仍不免恐惧。
dialogue_0012	4729	B	翻译腔	寒冷而不友好的空气就扑面而来，uninviting 硬译	一出小屋，阴冷逼人的空气便扑面而来。
dialogue_0012	4777	B	翻译腔	我们站在历史正确的一边英语政治习语直译	这足以证明，我们没有站错边。
dialogue_0013	4839	B	翻译腔	“我们太常谴责他人”系 too often 直译，不地道	在我们自私的旅途中，我们总是太急于谴责他人
dialogue_0013	4881	B	语域	“什么时候是那个时机……并加以利用”公文腔且句式重复	何时是出手的时机，要由你判断并抓住
dialogue_0013	4897	B	现代词出戏	“情况汇报”是现代职场用语，叙事层出戏	我谢他告知近况，也谢他来看望我
dialogue_0013	4898	B	翻译腔	“是否建议你在黎明前……”欧化句式别扭	不如趁天亮前，去和你的朋友们待一会儿？
dialogue_0013	4930	B	翻译腔	“这会是很多人我最后一次见到他们”语序不通	我能看出，这是我最后一次见到他们中的许多人
dialogue_0013	5011	B	翻译腔	“给自己签死亡判决书”习语硬译、搭配不当	你那无异于自寻死路
dialogue_0013	5041	B	翻译腔	“从各方面来说，我们已经死了”直译生硬	记住——无论如何，我们早就是死人了
dialogue_0013	5118	B	翻译腔	习语直译“呼喊落进了聋子的耳朵”	她的呼喊无人听见（或：她的呼喊石沉大海）
dialogue_0013	5124	B	现代词出戏	“激活剑的力量”含科幻禁词“激活”	唤醒那把剑的力量，那道熟悉的白光刺得我们都睁不开眼
dialogue_0013	5136	B	翻译腔	“真是我们的运气”未译出反语，易读作正面	我们运气可真“好”啊
dialogue_0013	5140	B	翻译腔	“我有一部分在想”系 part of me 直译	我不禁暗想，是否该退进城堡里与它们周旋
dialogue_0014	5330	B	翻译腔	他的掩护暴露了（cover blown 习语直译）	他的行踪暴露了。他的脚印拖出一道小小的酒渍。
dialogue_0014	5378	B	现代词出戏	按需在彼此之间相位转移（科幻词）	按需将剑隔空传到彼此手中，我们几乎心意相通。
dialogue_0014	5391	B	现代词出戏	我将剑相位转移回手中，收入鞘内	我隔空将剑收回手中，收入鞘内。
dialogue_0014	5401	B	现代词出戏	剑又相位转移回我手中	如同传递接力棒，剑又隔空回到我手中。
dialogue_0014	5403	B	现代词出戏	按需在彼此之间相位转移（科幻词）	按需将剑隔空传到彼此手中，我们几乎心意相通。
dialogue_0014	5408	B	翻译腔	但这份奢侈，我们可不卖（生硬费解）	但我们可消受不起这份奢侈。
dialogue_0014	5420	B	现代词出戏	那是否也能相位转移（科幻词）	那是否也能这样凭空挪移？
dialogue_0014	5445	B	现代词出戏	他将剑相位转移到手中	他隔空将剑召入手中，挡下哈林接下来的攻击。
dialogue_0014	5473	B	现代词出戏	他将剑相位转移到手中	他隔空将剑召入手中，挡下哈林接下来的攻击。
dialogue_0014	5500	B	现代词出戏	我将剑相位转移回手中，缓缓站起	我隔空将剑收回手中，缓缓站起。
dialogue_0014	5551	B	翻译腔	那些人比持剑的空甲更威胁他（语法不通）	那些弓箭手比持剑的空甲威胁更大。
dialogue_0015	5621	B	现代词出戏	索维将剑相位转移到手中（5678、5775 同型）	索维将剑凭空召至掌心／乌尔里克将剑凭空召至掌心／我将剑凭空召至掌中
dialogue_0015	5621	B	语域	令我悔恨不已的是（much to my regret 只是懊恼，语域过重；5678 同）	紧接着，令我大为懊恼的是，他轻而易举地斩断了我的手臂。
dialogue_0015	5700	B	翻译腔	重新站到历史的正确一方（right side of history 直译；5707 同）	你终将回到历史正确的一边。／历史正确的一边？别逗我笑了。
dialogue_0015	5746	B	现代词出戏	那一刻释放的能量，必定会将两者一同摧毁	那一刻迸发的力量，必定会将两者一同摧毁。
dialogue_0015	5793	B	翻译腔	那是个很大的'或许'（big maybe 直译，中文不通）	可这"或许"实在没几分把握。
dialogue_0015	5798	B	现代词出戏	我将剑刺入那尊灵像，并激活了它	我将剑刺入那尊灵像，并唤醒了它。随即亮起令人目眩的白光。
dialogue_0015	5813	B	翻译腔	你把这桩事坚持到了苦涩的尽头（bitter end 直译）	你把这桩事有始有终地坚持到了最后。
dialogue_0015	5818	B	现代词出戏	边境管制逐渐放宽，……深受游客喜爱	边境日渐开放，日后瓦利诺斯颇受旅人青睐。
dialogue_0015	5829	B	现代词出戏	马泽奥最伟大的公众人物之一（5884 同）	于是，她作为马泽奥最负盛名的人物之一载入史册。
dialogue_0015	5848	B	翻译腔	一场小小的仪式举行了（英文被动无主句；5857、5953、5971、5999、6000 同型）	改主动句式（如"他们举行了一场小小的仪式，以巩固你们的羁绊"）。
dialogue_0015	5859	B	现代词出戏	实现了他用信息行善的梦想	你帮助普洛实现了他以文字行善的梦想。
dialogue_0015	5865	B	现代词出戏	你的工作压力巨大，令人不堪重负（5966 同）	有一段日子，你政务缠身，几近不堪重负。
dialogue_0015	5944	B	现代词出戏	他做事高效，谋略出众（高效=禁用词）	他办事利落，谋略出众，确保了乌尔里克的统治稳固。
dialogue_0015	5955	B	翻译腔	被前主人骇人的需求所塑造、扭曲	一个受害者——为迎合前主人那卑劣的欲求而被捏造、扭曲。
dialogue_0015	5960	B	现代词出戏	它帮助巩固了反抗军是正确的这一认知（公文腔）	这进一步印证了反抗军是正确的。
dialogue_0015	5961	B	翻译腔	豪尔也确保写下关于你的文字	豪尔也特意在书中写到了你。你对他同样重要。
dialogue_0015	5970	B	翻译腔	士气的重创让你的胜利显得有些空洞（名词化）	士气遭受重创，让你的胜利显得有些空洞。
dialogue_0015	5981	B	语域	新王权骄傲的一员（proud servant 漏"仆人"）	身为新王室自豪的仆人。
dialogue_0015	5985	B	现代词出戏	马泽奥航运公司（0005 seq 1833 同）	马泽奥航运商行与马泽奥一同步入了繁荣的新时代。
dialogue_0015	5986	B	现代词出戏	所有犯罪记录被撤销	所有罪案记录皆被勾销。
dialogue_0015	5993	B	现代词出戏	严苛的安保与入境审查被永久废除	严苛的城防与入境盘查已被彻底废除。
dialogue_0016	6005	B	现代词出戏	马泽奥航运公司"这家公司系现代组织，奇幻世界无公司	改"马泽奥航运商会/这家商会"（6007 同）
dialogue_0016	6007	B	现代词出戏	压倒了马泽奥航运公司之"公司"出戏	改为"马泽奥航运商会"
dialogue_0016	6066	B	现代词出戏	这房间挺酷的之"酷"是现代词	改"这房间真不赖，[firstname]"
dialogue_0016	6150	B	现代词出戏	职业选择系现代职场用语	改"这种谋生的行当"（保留"笑话"引号）
dialogue_0016	6297	B	翻译腔	却是我们作为人的权利属"作为……"欧化框架	改"却也是生而为人的权利"
dialogue_0016	6302	B	翻译腔	我看不出自己会有很快堕落到敌人那种地步语序不通	改"我看不出自己短期内会堕落到敌人的地步"
dialogue_0016	6351	B	翻译腔	在两个恶中选较轻的那个系英语习语生硬直译	改"何不两害相权取其轻"
dialogue_0017	6427	B	现代词出戏	那时我就知道，我们中大奖了	那时我就知道，这回我们捡到宝了。
dialogue_0017	6455	B	翻译腔	那件事不发生的可能性还挺大的	那种事多半不会发生。
dialogue_0017	6514	B	现代词出戏	只有我们给它时间去发酵，才会如此（fester=恶化）	只有我们任其恶化，才会如此。
dialogue_0017	6662	B	现代词出戏	简直就像一场体验（名词化现代用法）	走向城堡的这一路，倒像特意安排的一番游览。
dialogue_0017	6684	B	语域	再以彼之道还施彼身（武侠成语，西方奇幻出戏）	先听听他们要说什么，再以其人之道还治其人之身。
dialogue_0017	6691	B	翻译腔	缺乏武力并不软弱（直译成病句）	缺乏武力，并不是一种软弱。
dialogue_0017	6693	B	翻译腔	他们任由三人执政团把大陆人踩在脚下（they 指代混乱）	执政团把大陆人踩在脚下，而他们连一声疑问都不敢提。
dialogue_0017	6701	B	翻译腔	我道歉，那相当令人敬佩（My apologies 直译）	抱歉，那实在令人敬佩。
dialogue_0017	6787	B	语域	会把我们的羁绊撕碎（日系 ACG 词"羁绊"）	会把我们之间的情谊撕碎。
dialogue_0018	6814	B	现代词出戏	开放式酒吧是现代酒吧行话，奇幻语境出戏	改"畅饮的酒台吸引了许多宾客。这里人人都能找到所爱"
dialogue_0018	6876	B	现代词出戏	工作为现代词，奇幻对白中出戏	改"那是{i}正事{/i}。我们是来放松的"
dialogue_0018	6878	B	现代词出戏	羁绊偏日系网络用语，不合西式奇幻译笔	改"如果我们的交情加深，我们也会变强"
dialogue_0018	6893	B	翻译腔	那几乎十倍地证明了你的忠诚动补结构生硬	改"那足以近十倍地昭示你的忠诚"
dialogue_0018	6951	B	现代词出戏	交际交际是现代社交词，与瓦莱莎口吻不合	改"去跟当地人多走动走动吧。我{i}永远{/i}都在"
dialogue_0018	6979	B	现代词出戏	路线图是现代管理词，直译出戏	改"反倒把他们当作'千万不能做'的范本"
dialogue_0018	7006	B	现代词出戏	our team 译"我们队"，现代组队口吻	改"但这场冲突显然在我们这群人里造成了分裂"
dialogue_0018	7010	B	现代词出戏	能量属规格禁用科幻词，奇幻语境宜避	改"我能感觉到它涌动着力量——正在对什么作出反应"
dialogue_0018	7070	B	现代词出戏	上司是现代职场称谓，船长应为市井口吻	改"被你的东家骗了？欢迎加入。"
dialogue_0018	7088	B	现代词出戏	上级是现代组织词，奇幻语境出戏	改"想象一下不必再受人辖制的日子"
dialogue_0018	7152	B	翻译腔	直译英文绕口句，"你是不是在暗示我以为你在暗示的事"拗口	改"你该不会是在暗示我以为的那件事吧？"
dialogue_0018	7165	B	现代词出戏	触媒是现代化学术语，奇幻语境出戏	改"他们求变的渴望就是引子"
dialogue_0019	7205	B	翻译腔	乃至更多直译且缺中心词，句读不通	改"看来豪尔将是解开这一切谜团乃至更多问题的关键"
dialogue_0019	7320	B	现代词出戏	我会罩着你的是现代江湖口语，出戏	改"放心，我在你身后为你掠阵"
dialogue_0019	7358	B	翻译腔	由于一次突如其来的打断生硬，丢了原文反讽	改"多亏这突如其来的打断，我永远也无从知道了"
dialogue_0019	7386	B	翻译腔	在失去视线的状态下欧化冗余	改"看着薇薇安在看不见的慌乱中手足无措"
dialogue_0019	7387	B	翻译腔	在失去视线的状态下欧化冗余	改"看着德雷库在看不见的慌乱中手足无措"
dialogue_0019	7455	B	现代词出戏	推动事情往前走了现代管理腔	改"我想我已经准备停当，可以动身了"
dialogue_0019	7509	B	现代词出戏	我或许是负责人是现代职场词	改"我虽是主事的人"，与7592"我主事"统一
dialogue_0019	7531	B	现代词出戏	给我们一点私人空间是现代用语	改"若各位肯行个方便，让我们单独说几句话"
dialogue_0019	7541	B	翻译腔	普洛自己拿起了主意搭配不通	改"普洛自作主张"
dialogue_0019	7544	B	翻译腔	乌尔里克自己拿起了主意搭配不通	改"乌尔里克自作主张"
dialogue_0019	7547	B	现代词出戏	一件宝贵的资产工商味出戏	改"我们就多了一份宝贵的本钱"
dialogue_0020	7668	B	翻译腔	「我震惊了」生硬，明显翻译腔	改「我大吃一惊」
dialogue_0020	7705	B	翻译腔	「为了帮我自己实现他的目标」拗口不通	改「他抛弃信念，为的是帮{i}我{/i}实现他的目标」
dialogue_0020	7726	B	现代词出戏	「主动联系了我」是现代通讯腔	改「三人执政团主动找上了我」
dialogue_0020	7764	B	现代词出戏	「把发言权交给了索维」是现代会议用语	改「把话头交给了索维」
dialogue_0020	7779	B	现代词出戏	「潜在的收益大于潜在的风险」是职场风险评估腔	改「好处总比风险大，值得一试」
dialogue_0020	7816	B	翻译腔	「而他是赢得尊重」语法不通，缺结构	改「而尊重是他自己挣来的」
dialogue_0020	7818	B	翻译腔	「这可没帮上忙」习语直译，指代悬空	改「更糟的是，他还偏偏爱骗人」
dialogue_0020	7824	B	现代词出戏	「航运公司」为现代组织名，与奇幻世界出戏	改「马泽奥船行」
dialogue_0020	7954	B	现代词出戏	「达成一致」是现代会议用语	改「就在{i}这一点{/i}上说定了吧」
dialogue_0020	7980	B	现代词出戏	「灵能」属科幻词误入奇幻	改「没有灵气滋养大地」
dialogue_0020	7986	B	翻译腔	「统治一个注定灭亡的国度的焦虑」多层定语、相邻两「的」	改「统治着注定灭亡的国度，还要为此焦虑——那太沉重了」
dialogue_0020	7989	B	现代词出戏	「入境手续」是现代官僚用语	改「平日里总要过一道繁琐的入城查验」
dialogue_0020	7991	B	现代词出戏	「紧密合作」是现代公文腔	改「建议在这件事上与乌尔里克多加配合」
dialogue_0020	7996	B	现代词出戏	「天气预报」「死亡概率」两个现代词出戏	改「占卜说酷热难耐，还可能送命——不过只是可能」
dialogue_0021	8002	B	翻译腔	错过那场舞会对我们的事业可能是灾难性的	一旦错过那场舞会，对我们的事业将是灭顶之灾。
dialogue_0021	8005	B	现代词出戏	那依然是个不错的派对	但说到底，那仍是一场不错的宴会。
dialogue_0021	8033	B	翻译腔	我可不想当医生，所以离远点（play doctor 直译）	我可不想给你治伤，所以离远点。
dialogue_0021	8058	B	现代词出戏	你的演讲给了我们证据	你那番话给了我们证据，无可辩驳。
dialogue_0021	8126	B	现代词出戏	他有{i}很多{/i}信息要传给我们	他有{i}很多{/i}见闻要传给我们。
dialogue_0021	8159	B	现代词出戏	给阿拉林西亚一种新的领导方式	给阿拉林西亚换一种统治方式，是合情合理的。
dialogue_0021	8164	B	现代词出戏	更换领导层需要流血	更换统治者必将带来流血。
dialogue_0021	8237	B	现代词出戏	不会有任何建设性的结果	那种猜测不会有任何益处。
dialogue_0021	8241	B	翻译腔	他们被囚禁的愤怒所驱动被动硬译、指代含混	那些声音源于我们遭囚禁的怒火。
dialogue_0021	8242	B	现代词出戏	就像白噪音一样，我们已经逐渐屏蔽了它	就像听惯了的背景杂音，我们已经渐渐不再理会它。
dialogue_0021	8252	B	现代词出戏	他们共用同一个工作场所	我猜他们共用同一片工坊。
dialogue_0021	8313	B	现代词出戏	以后我还是想跟你单独做个访谈	不过以后我还是想跟你单独聊聊。
dialogue_0021	8371	B	现代词出戏	正在接收能量／能量的源头	它正在接收力量。\n然而，力量的源头在地下深处。
dialogue_0022	8447	B	现代词出戏	叙事层出现现代词"办公室"	改"莉莉丝走进他的书房/公事房"
dialogue_0022	8448	B	称谓	对长官sir直译成"先生"，违反称谓规格	改"格瑞兹，大人。文件已经重新发出去了。"
dialogue_0022	8454	B	称谓	sir直译"当然，先生"	改"当然，大人。随时都行。"
dialogue_0022	8515	B	现代词出戏	让那些新信息慢慢消化含现代词"信息"	改"让这些新得知的事慢慢沉淀一阵"
dialogue_0022	8517	B	翻译腔	他喜欢我到愿意告诉我他的过去欧化生硬	改"我很高兴他如此信任我，肯把往事告诉我"
dialogue_0022	8545	B	现代词出戏	文化冲击为现代社科词直译入奇幻	改"连马泽奥也让我和朋友们颇不适应"
dialogue_0022	8597	B	翻译腔	我不想万一……他拿这个当筹码句式残缺	改"我可不想哪天可怕的秘密曝光，他会拿承诺做文章"
dialogue_0022	8605	B	翻译腔	对每一种可能，无论多不可能的走向语序混乱	改"无论多么不可能，每种走向我都要有所准备"
dialogue_0022	8624	B	翻译腔	他们告诉了我他们怎么认识他们的代词粘连	改"可后来，他们说起了当初是怎么认识我父母的"
dialogue_0022	8627	B	翻译腔	我沉浸在否认中系denial直译	改"我一度怎么也不肯相信"
dialogue_0022	8655	B	翻译腔	以当事人永远不知道的方式影响着别人施受不清	改"在人们毫不知情间，悄悄波及旁人"
dialogue_0022	8739	B	现代词出戏	去找阅读材料为现代教育用语	改"去找些书册典籍来读"
dialogue_0022	8763	B	现代词出戏	面试为现代求职用语	改"等等，这算是在考校我吗？"
dialogue_0022	8785	B	翻译腔	比任何其他候选人都更有训练直译病句	改"我们比任何候选人都训练有素"
dialogue_0023	8831	B	现代词出戏	“瓦利诺斯这儿的岗位很无聊”，岗位是现代职场词	改：所以当我说瓦利诺斯这儿的差事很无聊？
dialogue_0023	8838	B	翻译腔	“马泽奥可不是以虔诚闻名的”，“以…闻名”欧化	改：马泽奥的人可谈不上虔诚。
dialogue_0023	8873	B	现代词出戏	energy 译“能量”属科幻词（8902/8994/9061/9063 同）	改：真不敢相信那么多力量都在你体内。
dialogue_0023	8934	B	翻译腔	“这声音立刻就认出来了”被动无施事、语法别扭	改：但对我来说，这声音一下子就认了出来。乌尔里克……？
dialogue_0023	9017	B	翻译腔	“胜利就等同于是我们的”逐词硬译	改：只要做到这点，胜利几乎已经是我们的了。
dialogue_0023	9044	B	现代词出戏	“快进二十来年”，录像播放用语	改：一晃二十来年过去，他们已是成年男女。
dialogue_0023	9069	B	现代词出戏	“活跃的海盗网络”，“网络”见禁用表	改：那里还有没剿干净的海盗，专从马泽奥往阿拉林西亚走私。
dialogue_0023	9072	B	翻译腔	“趁还能利用时加以利用”，“加以”且动词重复	改：我们该趁现在好好利用这一点。
dialogue_0023	9161	B	现代词出戏	“把佩雷格里诺军事化”，现代军语	改：作为代理长老，我的第一道命令就是把佩雷格里诺改成驻军营地。
dialogue_0023	9174	B	现代词出戏	“是要开会了吗”，“开会”见禁用表	改：但他随后也朝那张桌子走去。这是要商议了？
dialogue_0023	9177	B	现代词出戏	“是要开会了吗”，“开会”见禁用表	改：片刻之后，乌尔里克也跟了过去。是要议事了吗？
dialogue_0024	9269	B	翻译腔	“信念本来就是关于冒险的”欧化句式	是啊，可信念本来就伴随着风险。
dialogue_0024	9318	B	现代词出戏	“能量”属科幻词，规格要求改灵力	一尊巨大的灵像，涌动着难以估量的灵力。
dialogue_0024	9366	B	现代词出戏	“开会”为禁用现代组织词	他们在这里聚议，处理事务不受地理偏向左右。
dialogue_0024	9441	B	现代词出戏	“诚信自助”是现代无人零售用语	全凭自觉？那也太容易钻空子了。
dialogue_0024	9452	B	翻译腔	“会因……的选择而有所不同”拗口，9453同	你把佩雷格里诺改成了兵营，这段队伍闲聊也随之不同。
dialogue_0024	9467	B	语域	“负责任地处理”带现代职场口吻	你没法把每件事都照料周全。
dialogue_0024	9500	B	翻译腔	“两人都能听见地”为硬译，不顺	两人都明显地咽了口口水。
dialogue_0024	9508	B	现代词出戏	“网络”为禁用现代词	我们将结成庞大的同盟——随时应对任何挑战。
dialogue_0024	9536	B	现代词出戏	“酷”为现代词	这太棒了。
dialogue_0024	9542	B	现代词出戏	“矛盾的信号”含禁用词“信号”，9544同	可我实在拿不准你的态度。
dialogue_0024	9592	B	现代词出戏	“能量”属科幻词，应改气力	它简直像在慢慢抽干我的气力！
dialogue_0025	9637	B	现代词出戏	旁白"突然表现出的共情"是现代心理学术语	改为「注意到哈林突如其来的体谅」
dialogue_0025	9643	B	翻译腔	确保三人执政团——我们的神——的统治插入语加"的"结句拗口	改为「我战斗，是要让三人执政团——我们的神——统治长存」
dialogue_0025	9648	B	现代词出戏	旁白"回到了自己的办公室"是现代职场词	改为「回到了自己的公署（或书房）」
dialogue_0025	9785	B	翻译腔	祝福村民、也祝福你能力的舞缺"的"，搭配生硬	改为「一支为村民祈福、也祝福你技艺的舞」
dialogue_0025	9807	B	现代词出戏	同段两处"能量"为科幻词，首句已译"灵力"	改为「这股灵力总得有来源」「灵像把灵力输送到大地」
dialogue_0025	9849	B	现代词出戏	回馈点什么是现代商务口语	改为「你什么时候能为这儿出点力？」
dialogue_0025	9853	B	翻译腔	不是指今天，也不是这周，而是总体上直译收尾生硬	改为「不是今天、这周，而是历来最明智的一句」
dialogue_0025	9963	B	翻译腔	任何能在接下来的战斗中占上风的东西无谓语成孤句	改为「但凡能让你占上风的，我都教」
dialogue_0026	10058	B	现代词出戏	“比那套花哨的西装合身多了”，西装是现代服饰	改为“比那套花哨的华服合身多了”
dialogue_0026	10080	B	现代词出戏	“不受物理法则约束”，现代科学词入奇幻	改为“它悬浮旋转，仿佛不循天地常理”
dialogue_0026	10202	B	现代词出戏	“还要为志愿者备好剑”，现代公益组织词	改为“还要为自愿从军者备好剑”
dialogue_0026	10240	B	现代词出戏	“我们本可以达成协议”，协议属规格禁用词	改为“要是他们先开口商量，我们本可以谈和”
dialogue_0026	10262	B	现代词出戏	“肯定有很多事要补课”，学校用语出戏	改为“肯定有很多消息要补上”
dialogue_0026	10285	B	翻译腔	“任何目标都无法为之辩护”，justify 直译生硬	改为“无论出于什么目的，都开脱不了他们对瓦利诺斯的所为”
dialogue_0026	10291	B	现代词出戏	“待在舒适区里”，现代职场/心理热词	改为“守着安逸日子，永远改变不了历史”
dialogue_0026	10345	B	语域	“我独自办事快得多”，办事偏现代职场口吻	改为“我独来独往时，行事要利落得多”
images_booknotes	b0003.png	B	翻译腔	这对许多原因而言都很有趣（for many reasons 直译）；"并通过延伸的方式惠及阿莱斯提亚"（by extension 直译）；"被赋予聆听并解读先知的幻象，他们肩负着…"（被动硬译）	分别改「这背后有许多耐人寻味之处」「并由此惠及阿莱斯蒂亚」「受命聆听并解读先知的幻象，他们背负着沉重的精神负担」
images_booknotes	b0008.png	B	现代词出戏	在任何给定的时刻（给定）、"只有在交付了最终的先知之后"（交付）、"我将寻求未来可能的合作伙伴"（合作伙伴）	改「任何时候」「最后一位先知降生之后」「我将寻觅可以共事的同道」
images_booknotes	b0009.png	B	现代词出戏	很高兴知道我们能在这项宏大的事业中相互协作——"协作"属校对规格禁用现代词	改「很高兴我们能在这项宏大的事业中并肩共事」
images_booknotes	b0010.png	B	错译	为了这最后的十年，我一直在训练…（原文 For the last ten years＝十年来，非目的）；"阿莱斯提亚究竟有多大？"（原文 How much of Alestia is uncharted?＝多少未探索，非面积大小）	分别改「这十年来，我一直在训练…」「阿莱斯蒂亚还有多少疆域未曾踏足？」
images_booknotes	b0012.png	B	错译	引语"一张小小的纸片竟然就能决定我和我的人民的生活方式，而且我们一直都过着诚实的生活"（原文：一纸文书是挡在我们过诚实生活路上的唯一障碍）；"这只会让贸易禁令解除"（原文 I'd like to see…＝我希望看到，愿望误作结果）	分别改「我很难相信，区区一纸文书竟会挡在我们一家人过安稳日子的路上」「我希望贸易禁令被解除，让我和我的人作为诚实劳动者重回社会」
