# strings chunk 0001  entries 1-400 of 1253
# seq	file	key	target
250	script	{image=icons/651.png} \"Do you have a detailed strategy for our final battle?\"	{image=icons/651.png} “我们决战的详细策略你有吗？”
251	script	{image=icons/651.png} \"What will Alestia be like after the war is over?\"	{image=icons/651.png} “战争结束后，阿莱斯提亚会是什么样？”
252	script	{image=icons/651.png} \"Do you have any idea how we can save Valinorth?\"	{image=icons/651.png} “你知道我们怎样才能拯救瓦利诺斯吗？”
253	script	Access Fortaime Heart-to-Heart 2?	进入福泰姆的心灵交流 2？
254	script	Access Sovy Heart-to-Heart 2?	进入索维的心灵交流 2？
255	script	{image=icons/660.png} \"Of course not. They can take more than that.\"	{image=icons/660.png} “当然不是。他们能承受的不止这些。”
256	script	{image=icons/579.png} \"It might... We can never be too sure, Fortaime.\"	{image=icons/579.png} “也许吧……我们怎么小心都不为过，福泰姆。”
257	script	{image=icons/660.png} \"They're pretty awesome, yeah.\"	{image=icons/660.png} “是啊，它们挺棒的。”
258	script	{image=icons/583.png} \"A great place to have our first date, I think.\"	{image=icons/583.png} “我觉得，这儿很适合我们第一次约会。”
259	script	{image=icons/653.png} \"Way too many people for my liking.\"	{image=icons/653.png} “对我来说人太多了。”
260	script	{image=icons/579.png} \"I just wish our parents were here with us.\"	{image=icons/579.png} “我只是希望我们的父母也能在这儿。”
261	script	{image=icons/660.png} \"Of course we're not. They'll definitely be comfortable.\"	{image=icons/660.png} “我们当然不是。他们肯定会很舒服的。”
262	script	{image=icons/653.png} \"Who cares what they think. I do what makes me happy.\"	{image=icons/653.png} “谁管他们怎么想。我只做让自己开心的事。”
263	script	{image=icons/660.png} \"Sure thing. Let's get going.\"	{image=icons/660.png} “没问题。我们走吧。”
264	script	{image=icons/583.png} \"Already? I didn't think you were that into me.\"	{image=icons/583.png} “这么快？没想到你对我这么着迷。”
265	script	{image=icons/656.png} \"Alone in an alley? You think I trust you that much already?\"	{image=icons/656.png} “在小巷里独处？你觉得我已经那么信任你了吗？”
266	script	{image=icons/580.png} \"Whatever.\"	{image=icons/580.png} “随便吧。”
267	script	But is that a good idea...?	但这是个好主意吗……？
268	script	{image=icons/583.png} [[Get them as a romantic gesture.]	{image=icons/583.png} [[以浪漫的心意把它们送出去。]
269	script	{image=icons/580.png} [[Don't get them.]	{image=icons/580.png} [[不要买。]
270	script	Access Pro Heart-to-Heart 1?	进入普洛的心灵交流 1？
271	script	Access Ulric Heart-to-Heart 1?	进入乌尔里克的心灵交流 1？
272	script	{image=icons/653.png} \"You can't just go through people's mail, Pro!\"	{image=icons/653.png} “你不能随便翻别人的信件，普洛！”
273	script	{image=icons/583.png} \"Hey, why don't you let me help you?\"	{image=icons/583.png} “嘿，不如让我来帮你吧？”
274	script	{image=icons/656.png} \"I'll let it slide if you tell me some secrets.\"	{image=icons/656.png} “你要是告诉我些秘密，我就当没看见。”
275	script	{image=icons/580.png} \"I don't know what you're talking about.\"	{image=icons/580.png} “我不知道你在说什么。”
276	script	{image=icons/660.png} \"You're not scaring me off. Let's do this.\"	{image=icons/660.png} “你吓不走我。我们开始吧。”
277	script	{image=icons/653.png} \"You can't feed The Rebellion with dirty money, Pro!\"	{image=icons/653.png} “你不能用脏钱供养反抗军，普洛！”
278	script	{image=icons/583.png} \"Hopefully we can be more than friends.\"	{image=icons/583.png} “希望我们能不只是朋友。”
279	script	{image=icons/660.png} \"Of course we can be friends, Pro.\"	{image=icons/660.png} “我们当然能做朋友，普洛。”
280	script	{image=icons/580.png} \"I'll think about it, actually.\"	{image=icons/580.png} “其实，我会考虑一下的。”
281	script	{image=icons/583.png} \"I think I want something strong.\"	{image=icons/583.png} “我想来点烈的。”
282	script	{image=icons/580.png} \"Let's start off a little weak.\"	{image=icons/580.png} “先来点淡的吧。”
283	script	{image=icons/583.png} \"I want what you have.\"	{image=icons/583.png} “我要和你一样的。”
284	script	{image=icons/580.png} \"Just a bit stronger. Not too much.\"	{image=icons/580.png} “稍微烈一点。别太烈。”
285	script	{image=icons/583.png} \"Tell me about your love life, Ulric.\"	{image=icons/583.png} “说说你的感情生活吧，乌尔里克。”
286	script	{image=icons/580.png} \"Well, you were just telling me about Alarinthia.\"	{image=icons/580.png} “呃，你刚才还在跟我讲阿拉林西亚呢。”
287	script	{image=icons/579.png} \"Do you think there's any way we can save Valinorth?\"	{image=icons/579.png} “你觉得我们有办法拯救瓦利诺斯吗？”
288	script	{image=icons/583.png} \"Yeah, I definitely do.\"	{image=icons/583.png} “有，我绝对相信。”
289	script	{image=icons/579.png} \"Actually, I don't think I can do that...\"	{image=icons/579.png} “其实，我觉得我做不到……”
290	script	{image=icons/651.png} [[Point to the paper containing Alex's demands.]	{image=icons/651.png} [[指向写着亚历克斯要求的纸。]
291	script	{image=icons/651.png} [[Point to the paper containing Nada's demands.]	{image=icons/651.png} [[指向写着娜达要求的纸。]
292	script	Would you like to initiate Act Three?	你想开始第三幕吗？
293	script	{image=icons/651.png} [[Continue Story]	{image=icons/651.png} [[继续剧情]
294	script	{image=icons/651.png} [[Wait a While Longer]	{image=icons/651.png} [[再等一会儿]
295	script	Travel back to the Church of The Triumvirate?	返回三人执政团教堂？
296	script	Access Damek Heart-to-Heart 1?	进入达梅克的心灵交流 1？
297	script	{image=icons/660.png} \"Of course I can, Damek.\"	{image=icons/660.png} “我当然可以，达梅克。”
298	script	{image=icons/583.png} \"For you? Anything.\"	{image=icons/583.png} “为了你？什么都行。”
299	script	{image=icons/653.png} \"Depends on what it is.\"	{image=icons/653.png} “那得看是什么事。”
300	script	{image=icons/656.png} \"You didn't kill anybody, did you?\"	{image=icons/656.png} “你没杀人吧？”
301	script	{image=icons/660.png} \"You're not a monster, Damek.\"	{image=icons/660.png} “你不是怪物，达梅克。”
302	script	{image=icons/583.png} \"You're more like a hero to me.\"	{image=icons/583.png} “对我来说，你更像英雄。”
303	script	{image=icons/580.png} \"It's war. Morality is always gray.\"	{image=icons/580.png} “这是战争。道德从来都是灰色的。”
304	script	{image=icons/583.png} \"Let's share our burdens together, Damek.\"	{image=icons/583.png} “让我们一同分担重负吧，达梅克。”
305	script	{image=icons/660.png} \"Be honest with the people. Confide in them, too.\"	{image=icons/660.png} “对民众坦诚。也要向他们倾诉。”
306	script	{image=icons/653.png} \"I think you need to grow some thicker skin.\"	{image=icons/653.png} “我觉得你得脸皮厚一点。”
307	script	{image=icons/656.png} \"Just wing it. What's the worst that could happen?\"	{image=icons/656.png} “即兴发挥吧。还能糟到哪儿去？”
308	script	{image=icons/580.png} \"I don't know. I'm still figuring that out, myself.\"	{image=icons/580.png} “我不知道。我自己也还在琢磨。”
309	script	{image=icons/660.png} \"It's so cool. I'm in awe.\"	{image=icons/660.png} “太酷了。我叹为观止。”
310	script	{image=icons/583.png} \"Our home? You want to move in together already?\"	{image=icons/583.png} “我们的家？你已经想同居了？”
311	script	{image=icons/653.png} \"You should've cleaned it for my arrival.\"	{image=icons/653.png} “你该为了迎接我打扫干净的。”
312	script	{image=icons/656.png} \"A few more years of cleaning and it'll be in tip-top shape.\"	{image=icons/656.png} “再打扫个几年，它就会完美无缺了。”
313	script	Go to The Barracks?	前往兵营？
314	script	Go to The Library?	前往图书馆？
315	script	Access Sovy Heart-to-Heart 3?	进入索维的心灵交流 3？
316	script	{image=icons/660.png} \"Of course. Lead the way, Damek.\"	{image=icons/660.png} “当然。带路吧，达梅克。”
317	script	{image=icons/583.png} \"Are you sure you don't want to spend some time alone first?\"	{image=icons/583.png} “你确定不想先独处一会儿吗？”
318	script	{image=icons/653.png} \"Come on, let me sleep already.\"	{image=icons/653.png} “行了，让我睡吧。”
319	script	{image=icons/580.png} \"Alright, let's continue.\"	{image=icons/580.png} “好吧，我们继续。”
320	script	Access Sovy Heart-to-Heart 4?	进入索维的心灵交流 4？
321	script	{image=icons/651.png} \"I got a lot of practice in. I think I'm doing better.\"	{image=icons/651.png} “我练了很多。我觉得自己有进步了。”
322	script	{image=icons/651.png} \"I didn't have any time to practice. Sorry, Sovy.\"	{image=icons/651.png} “我没时间练习。抱歉，索维。”
323	script	{image=icons/660.png} \"I could tell that you were being genuine. I trusted you.\"	{image=icons/660.png} “我看得出你是真诚的。我信任你。”
324	script	{image=icons/583.png} \"I wanted to bond and become closer, actually.\"	{image=icons/583.png} “其实，我想和你建立羁绊、更亲近一些。”
325	script	{image=icons/656.png} \"Common sense isn't one of my strong suits.\"	{image=icons/656.png} “常识可不是我的强项。”
326	script	{image=icons/579.png} \"I could see how lost you were. You needed direction.\"	{image=icons/579.png} “我看得出你有多迷茫。你需要方向。”
327	script	{image=icons/653.png} \"I keep asking myself that, too. Maybe I made a mistake.\"	{image=icons/653.png} “我也一直这么问自己。也许我犯了个错。”
328	script	{image=icons/580.png} \"I don't know. I just acted on my instinct.\"	{image=icons/580.png} “我不知道。我只是凭直觉行动。”
329	script	Access Fortaime Heart-to-Heart 3?	进入福泰姆的心灵交流 3？
330	script	Access Valessa Heart-to-Heart 2?	进入瓦莱莎的心灵交流 2？
331	script	Access Ulric Heart-to-Heart 2?	进入乌尔里克的心灵交流 2？
332	script	Access Pro Heart-to-Heart 2?	进入普洛的心灵交流 2？
333	script	Access Damek Heart-to-Heart 2?	进入达梅克的心灵交流 2？
334	script	Access Howl Heart-to-Heart 1?	进入豪尔的心灵交流 1？
335	script	{image=icons/580.png} \"Yeah, and we're going to set them free.\"	{image=icons/580.png} “是啊，而且我们要解放它们。”
336	script	{image=icons/580.png} \"I'm not sure what to think, to be honest.\"	{image=icons/580.png} “说实话，我不知道该怎么想。”
337	script	{image=icons/580.png} \"I don't really buy into that kind of stuff.\"	{image=icons/580.png} “我不太信那一套。”
338	script	{image=icons/660.png} \"Valessa, you need to take a break.\"	{image=icons/660.png} “瓦莱莎，你需要休息一下。”
339	script	{image=icons/583.png} \"Let's unwind together, Valessa.\"	{image=icons/583.png} “我们一起放松一下吧，瓦莱莎。”
340	script	{image=icons/653.png} \"Your obsession with work is kind of annoying.\"	{image=icons/653.png} “你对工作的痴迷有点烦人。”
341	script	{image=icons/656.png} \"Plenty of time to take a break when we're dead.\"	{image=icons/656.png} “等我们死了，有的是时间休息。”
342	script	{image=icons/580.png} \"I suppose that's correct.\"	{image=icons/580.png} “我想那是正确的。”
343	script	{image=icons/660.png} \"Here's to being good friends.\"	{image=icons/660.png} “敬我们成为好朋友。”
344	script	{image=icons/583.png} \"Here's to us getting closer together.\"	{image=icons/583.png} “敬我们彼此更亲近。”
345	script	{image=icons/660.png} \"Here's to a brighter future for all of us.\"	{image=icons/660.png} “敬我们所有人更光明的未来。”
346	script	{image=icons/660.png} \"It's more than enough. You didn't have to.\"	{image=icons/660.png} “这已经太多了。你不必这样的。”
347	script	{image=icons/583.png} \"Aww, are you trying to win me over?\"	{image=icons/583.png} “哎呀，你是想讨我欢心吗？”
348	script	{image=icons/656.png} \"Might be the last time I get to drink for a while.\"	{image=icons/656.png} “这可能是我好一阵子内最后一次喝酒了。”
349	script	{image=icons/580.png} \"Thanks, Pro.\"	{image=icons/580.png} “谢谢，普洛。”
350	script	{image=icons/660.png} \"It's pretty awesome, actually.\"	{image=icons/660.png} “其实，挺棒的。”
351	script	{image=icons/583.png} \"Better, now that I'm alone with you.\"	{image=icons/583.png} “现在和你独处，感觉好多了。”
352	script	{image=icons/653.png} \"Damek could've cleaned it a bit more.\"	{image=icons/653.png} “达梅克本可以再多打扫一下的。”
353	script	{image=icons/580.png} \"I like it. It's very homey.\"	{image=icons/580.png} “我喜欢。很有家的感觉。”
354	script	{image=icons/660.png} \"Of course. I had a great time.\"	{image=icons/660.png} “当然。我玩得很开心。”
355	script	{image=icons/583.png} \"Are you asking me out on a date?\"	{image=icons/583.png} “你是在约我出去吗？”
356	script	{image=icons/656.png} \"If you supply the wine, I'm down.\"	{image=icons/656.png} “你出酒，我就去。”
357	script	{image=icons/653.png} \"My time is precious, I'll think about it.\"	{image=icons/653.png} “我的时间很宝贵，我考虑一下。”
358	script	{image=icons/580.png} \"Sure.\"	{image=icons/580.png} “好啊。”
359	script	{image=icons/660.png} \"Of course. I'll keep you in the loop.\"	{image=icons/660.png} “当然。我会随时告诉你的。”
360	script	{image=icons/583.png} \"I sure like it when you pamper me like this.\"	{image=icons/583.png} “你这么宠我，我很喜欢。”
361	script	{image=icons/653.png} \"I can fend for myself, Damek.\"	{image=icons/653.png} “我能照顾好自己，达梅克。”
362	script	{image=icons/656.png} \"Putting them in their place? Let me watch!\"	{image=icons/656.png} “要给他们点颜色瞧瞧？让我看看！”
363	script	{image=icons/580.png} \"Sure thing.\"	{image=icons/580.png} “没问题。”
364	script	{image=icons/660.png} \"Thanks, Damek. I feel the same way.\"	{image=icons/660.png} “谢谢，达梅克。我也这么觉得。”
365	script	{image=icons/583.png} \"I hope we can be together more often. I like you.\"	{image=icons/583.png} “希望我们能多在一起。我喜欢你。”
366	script	{image=icons/656.png} \"Until we get sick of each other, you mean.\"	{image=icons/656.png} “你是说，直到我们彼此厌倦为止。”
367	script	{image=icons/580.png} \"A toast to being ourselves.\"	{image=icons/580.png} “敬我们做自己。”
368	script	{image=icons/651.png} \"Tell me more. I'd love to help.\"	{image=icons/651.png} “再讲讲吧。我很乐意帮忙。”
369	script	{image=icons/651.png} \"Everything is important to consider. Even if it didn't happen.\"	{image=icons/651.png} “一切都值得考虑。即便它没有发生。”
370	script	{image=icons/651.png} \"Learning from past failures is how we become stronger and smarter.\"	{image=icons/651.png} “从过去的失败中学习，我们才能变得更强、更聪明。”
371	script	{image=icons/651.png} [[Let Gryz sacrifice himself.]	{image=icons/651.png} [[让格瑞兹牺牲自己。]
372	script	{image=icons/651.png} [[Tap into the idol's power yourself.]	{image=icons/651.png} [[亲自汲取灵像的力量。]
373	script	{image=icons/651.png} [[Ask Valessa.]	{image=icons/651.png} [[询问瓦莱莎。]
374	script	{image=icons/651.png} [[Ask Fortaime.]	{image=icons/651.png} [[询问福泰姆。]
375	script	{image=icons/651.png} [[Make your final choice.]	{image=icons/651.png} [[做出最终抉择。]
376	script	{image=icons/651.png} [[Create an army of Seers.]	{image=icons/651.png} [[创建一支先知大军。]
377	script	{image=icons/651.png} [[Create an army of Monarch Vessels.]	{image=icons/651.png} [[创建一支君王容器大军。]
378	script	{image=icons/655.png} \"What about Vivien and her army?\"	{image=icons/655.png} “那薇薇安和她的军队呢？”
379	script	{image=icons/651.png} \"There has to be something we can do.\"	{image=icons/651.png} “我们一定能做点什么。”
380	script	{image=icons/651.png} \"Damek will advise me, as he always has.\"	{image=icons/651.png} “达梅克会像往常一样给我建议。”
381	script	{image=icons/651.png} \"Howl, I wish for you to be my advisor.\"	{image=icons/651.png} “豪尔，我希望你来当我的顾问。”
382	script	View Valessa's Loyalty Scene?	查看瓦莱莎的忠诚场景？
383	script	View Fortaime's Loyalty Scene?	查看福泰姆的忠诚场景？
384	script	View Pro's Loyalty Scene?	查看普洛的忠诚场景？
385	script	View Ulric's loyalty scene?	查看乌尔里克的忠诚场景？
386	script	View Damek's Loyalty Scene?	查看达梅克的忠诚场景？
387	script	View Howl's Loyalty Scene?	查看豪尔的忠诚场景？
388	script	View Parallel Chronicle \"Sovy 7\"?	查看平行编年史“索维 7”？
389	script	View Sovy's Loyalty Scene?	查看索维的忠诚场景？
390	script	What should I tell her...?	我该告诉她什么……？
391	script	{image=icons/651.png} \"Keep them, Valessa. Make them your own.\"	{image=icons/651.png} “留着它们吧，瓦莱莎。让它们属于你。”
392	script	{image=icons/651.png} \"Leave them behind. You deserve to move on.\"	{image=icons/651.png} “把它们留在身后吧。你该向前看了。”
393	script	As we near the top, what should I do...?	我们快到顶了，我该怎么做……？
394	script	{image=icons/651.png} [[Let him win]	{image=icons/651.png} [[让他赢]
395	script	{image=icons/651.png} [[Beat him to the top]	{image=icons/651.png} [[抢先登顶]
396	script	{image=icons/651.png} \"Let them go, Pro. You have a true family with The Rebellion.\"	{image=icons/651.png} “放下他们吧，普洛。反抗军就是你真正的家人。”
397	script	{image=icons/651.png} \"Keep pushing to learn the truth. If they won't come to you — then go to them.\"	{image=icons/651.png} “继续追查真相。如果他们不来找你——那就去找他们。”
398	script	What do I do...?	我该怎么做……？
399	script	{image=icons/651.png} [[Remove the curse from Ulric.]	{image=icons/651.png} [[解除乌尔里克身上的诅咒。]
400	script	{image=icons/651.png} [[Keep him strong. He needs that power.]	{image=icons/651.png} [[让他保持强大。他需要那份力量。]
