# batch	chunk	seq	speaker	category	source	OLD_target	NEW_target	reason	ctx_before	ctx_after
batch_2.tsv	dialogue_0008.tsv	3017	旁白	误译	He points to a small exit in the back corner of the room.{w}\nIt almost looks like the entrance of a cave. It stands out.{w}\nThey must've dug out a large portion of this room.	他指向房间后角落的一个小出口。{w}\n那几乎像个洞穴入口。显得很突兀。{w}\n他们一定把这个房间挖掉了很大一部分。	他指向房间后角落的一个小出口。{w}\n那几乎像个洞穴入口。显得很突兀。{w}\n他们一定为这个房间挖出了很大一块空间。	原句像是在说他们把房间本身挖掉一部分，实际是挖出空间建成房间。	[char_damek] Now, there's one more thing.\nThe spirit idol we discovered is right d | 另外，还有一件事。\n我们发现的灵像就在那下面。\n路有点远，所以我得晚些再带你去看。	[char_damek] It's also where I chose to bury Salus, our former leader.\nI guess I c | 那里也是我安葬前任领袖萨鲁斯的地方。\n我想在这种事上我也会多愁善感。\n只是觉得那样做是对的，你懂吗？
batch_2.tsv	dialogue_0008.tsv	3018	char_damek	术语	It's also where I chose to bury Salus, our former leader.\nI guess I can be sentimental when it comes to that stuff.\nIt just seemed like the right thing to do, you know?	那也是我选择安葬萨卢斯的地方，我们的前任领袖。\n我想在这种事上我也会多愁善感。\n只是觉得那样做是对的，你懂吗？	那里也是我安葬前任领袖萨鲁斯的地方。\n我想在这种事上我也会多愁善感。\n只是觉得那样做是对的，你懂吗？	Salus 应统一为“萨鲁斯”，同时调整同位语语序。	[旁白] He points to a small exit in the back corner of the room.{w}\nIt almos | 他指向房间后角落的一个小出口。{w}\n那几乎像个洞穴入口。显得很突兀。{w}\n他们一定为这个房间挖出了很大一块空间。	[char_damek] Now, let's go over your— | 现在，我们来过一遍你的——
batch_2.tsv	dialogue_0008.tsv	3042	char_jit_map134_1_0_23	其他	I'll accept that apology when you take me to the idol.\nI'm sure you understand. I'm past the point of buying time.\nAnd make sure you bring that new friend of yours, as well.	等你带我去看灵像，我再接受你的道歉。\n你肯定明白。我已经过了可以被拖延的时候了。\n还有，记得把你那位新朋友也带上。	等你带我去看灵像，我再接受你的道歉。\n你肯定明白。我已经没耐心再拖下去了。\n还有，记得把你那位新朋友也带上。	“已经过了可以被拖延的时候了”句式错误，不符合格瑞兹强硬口吻。	[char_damek] I suppose I can rearrange my schedule a {i}bit{/i}.\nSorry if it appea | 我想我可以把日程{i}稍微{/i}调整一下。\n如果看起来像是我要食言，抱歉。	[旁白] Oh, so it was the idol he wanted...?{w}\nAnd from the way he spoke, he | 哦，原来他想要的是灵像……？{w}\n从他说话的方式看，他也想要我。{w}\n当然，这一切多半都和放逐之刃有关。
batch_2.tsv	dialogue_0008.tsv	3082	旁白	误译	All I can hear is screams of agony as our forces are caught off guard.{w}\nBodies start to litter the floor, while other Rebels grab weapons and fight.{w}\nGryz runs forward, and grabs Damek's body, slowly dragging it away.	我方措手不及时，我所能听到的只有痛苦的惨叫。{w}\n尸体开始横陈一地，另有反抗军抓起武器抵抗。{w}\n格瑞兹冲上前，抱起达梅克的身体，缓缓将它拖走。	我方措手不及时，我所能听到的只有痛苦的惨叫。{w}\n尸体开始横陈一地，另有反抗军抓起武器抵抗。{w}\n格瑞兹冲上前，抓起达梅克的身体，缓缓将它拖走。	前文是抓住并拖走，不是抱起后拖走，动作互相矛盾。	[旁白] All hell breaks loose before I can even start to process these events. | 我还没来得及理清这些事，一切就已乱作一团。{w}\n荣誉卫队抄起剑，开始屠戮反抗军。{w}\n仅仅一个响指，他就让它们全都陷入了杀戮的狂怒。	[char_jit_map134_1_0_23] [firstname], come with me!\nLet the Rebels keep the enemy occupied!\nI | [firstname]，跟我来！\n让反抗军拖住敌人！\n我有个主意，但你得照我说的做！
batch_2.tsv	dialogue_0008.tsv	3107	char_sovy	误译	The Seeress saw only what The Triumvirate wanted her to see.\nA trick — to lure every single one of you down here. It worked.\nAnd after I kill you, The Seeress' life and that blade will be {i}mine{/i}.	先知看到的，只是三人执政团想让他看到的。\n一个圈套——把你们每一个人都引到下面来。它奏效了。\n等我杀了你，先知的生命和那把剑就都归{i}我{/i}了。	先知看到的，只是三人执政团想让她看到的。\n一个圈套——把你们每一个人都引到下面来。它奏效了。\n等我杀了你，先知的生命和那把剑就都归{i}我{/i}了。	原文为 her，译文误用了“他”。	[char_sovy] The Seer saw only what The Triumvirate wanted him to see.\nA trick — t | 先知看到的，只是三人执政团想让他看到的。\n一个圈套——把你们每一个人都引到下面来。它奏效了。\n等我杀了你，先知的生命和那把剑就都归{i}	[char_sovy] May The Triumvirate reign eternal... | 愿三人执政团永世长存……
batch_2.tsv	dialogue_0008.tsv	3184	旁白	其他	I couldn't let others use it to assist in their suicide.{w}\nTurning to face the idol, I slowly remove the blade from the scabbard.{w}\nRemembering Gryz's insight, I try to bend the blade to my will.	我不能让别人用它来成全自己的送死。{w}\n我转身面对灵像，缓缓将剑从鞘中抽出。{w}\n忆起格瑞兹的见解，我试着让这把剑屈从于我的意志。	我不能让别人用它来帮自己寻死。{w}\n我转身面对灵像，缓缓将剑从鞘中抽出。{w}\n忆起格瑞兹的见解，我试着让这把剑屈从于我的意志。	“成全自己的送死”搭配错误。	[旁白] I expected him to fight me for the blade, but he accepts defeat.{w}\nT | 我原以为他会为这把剑跟我争抢，可他却认输了。{w}\n他转过身，耷拉着肩膀，开始走开。{w}\n这是我的职责。这是我的命运。驾驭放逐之刃。	[旁白] This time, it wouldn't overpower me.{w}\nIt would help me save us all  | 这一次，它不会压制我。{w}\n它会帮我将所有人从这场屠杀中拯救出来。
batch_2.tsv	dialogue_0009.tsv	3288	旁白	标点	They let go, and shake their head dismissively.{w}\nA flicker of light from the dying idol illuminates their face.{w}\nWhen I see them, I ask who they are: but get no straight answer.	他们收回手，不以为然地摇了摇头。{w}\n垂死灵像的一丝微光映亮了他们的脸。{w}\n我看清他们后，问他们是谁：却没有得到明确的回答。	他们收回手，不以为然地摇了摇头。{w}\n垂死灵像的一丝微光映亮了他们的脸。{w}\n我看清他们后，问他们是谁，却没有得到明确的回答。	冒号把完整句子错误割裂，应改为逗号。	[旁白] They reach forward, and place a hand on my chest.{w}\nI hadn't realize | 他们伸出手，把手放在我的胸口。{w}\n我没意识到，但在恍惚之中——疼痛已经停止了。{w}\n还是一开始就根本不存在？也许只是我脑子里感觉到	[char_howl] Gaze into the abyss — after a lifelong journey, and plead.\nBeg for th | 凝视深渊吧——在漫长的旅途之后，然后恳求。\n为你最执着的疑问乞求答案，再告诉我：\n什么最让你恐惧？是被留在沉默中，还是听见答案？
batch_2.tsv	dialogue_0009.tsv	3377	char_ulric	误译	That's the point, Pro.\nYou don't see a man like him.\nHe comes and goes as he pleases.	问题就在这儿，普洛。\n你根本看不见他这种人。\n他随心所欲地来去。	问题就在这儿，普洛。\n他这种人，你根本不会察觉。\n他随心所欲地来去。	原意是这种人行动隐秘、难以察觉，不是字面意义上的“看不见”。	[char_pro] But I didn't see him run off anywhere.\nWe were all in the tunnels, we | 可我并没看见他往哪儿跑啊。\n我们当时都在隧道里，不是吗？	[char_pro] Oh, okay... | 哦，好吧……
batch_2.tsv	dialogue_0009.tsv	3596	char_damek	误译	Apparently, they follow after ancient ideals.\nAn Alarinthian legend that wanted to change the nation.\nSo far, it seems like none have been strong enough to do so.	显然，他们追随的是古老的理想。\n一个想要改变这个国度的阿拉林西亚传说。\n到目前为止，似乎还没有人强大到能够做到。	显然，他们追随的是古老的理想。\n一位想要改变这个国度的阿拉林西亚传奇人物。\n到目前为止，似乎还没有人强大到能够做到。	legend 在这里指传奇人物，不是一段“传说”。	[char_ulric] I've never heard of this. | 我从没听说过这事。	[char_ulric] It's because strength always wins. Plain and simple.\nAnd with strengt | 那是因为力量总能取胜。就这么简单。\n大权在握者不想有任何改变。\n他们只想稳固自己的统治。阿拉林西亚永远如此。
batch_2.tsv	dialogue_0010.tsv	3602	旁白	术语	He tilts his head toward \"Salus\", who shakes his own head in return.	他朝“萨卢斯”偏了偏头，对方则摇了摇头作为回应。	他朝“萨鲁斯”偏了偏头，对方则摇了摇头作为回应。	Salus 全篇统一译作“萨鲁斯”，此处“萨卢斯”不一致。	[char_ulric] Excuse my lack of enthusiasm, Damek.\nI think there are more pressing  | 恕我提不起兴致，达梅克。\n我认为眼下有更紧迫的事要处理。\n我们还得决定该怎么处置{i}他{/i}。	[char_howl] We require no maintenance.\nWe simply wish to fight, and teach.\nOur l | 我们无需照料。\n我们只求战斗，并传道授业。\n我们的传承需要延续下去。
batch_2.tsv	dialogue_0010.tsv	3640	旁白	语气	I let them know that I want Damek to be my advisor.{w}\nI agree with everything he'd said, and I still don't really know Howl.{w}\nBeing an advisor required both knowledge {i}and{/i} teamwork.	我让他们知道我属意达梅克做我的顾问。{w}\n他说的每一点我都赞同，而我对豪尔仍算不上了解。{w}\n做顾问既需要知识，{i}也{/i}需要团队精神。	我让他们知道我属意达梅克做我的顾问。{w}\n他说的每一点我都赞同，而我对豪尔仍算不上了解。{w}\n做顾问既需要知识，{i}也{/i}需要协作精神。	“团队”属于验收标准禁止的现代职场词，改用“协作”。	[char_damek] Hmm...? | 嗯……？	[char_howl] Very well. | 好吧。
batch_2.tsv	dialogue_0010.tsv	3671	char_damek	术语	Whether I'm your strategist or not, you're still our savior.\nBesides, I could never speak out of turn. You're royalty now.\nJust make sure to be responsible with your influence, Monarch.	无论我是不是你的战略家，你依然是我们的救世主。\n再说，我绝不会越礼妄言。你现在是皇族了。\n只是务必善用你的影响力，君主。	无论我是不是你的战略家，你依然是我们的救世主。\n再说，我绝不会越礼妄言。你现在是王室成员了。\n只是务必善用你的影响力，君主。	本作政治体系统一译作“王室”，royalty 应译为“王室成员”，不是“皇族”。	[char_damek] I guess that blade really {i}is{/i} our only hope.\nLook — I'll let yo | 看来那把剑{i}真的{/i}是我们唯一的希望。\n听着——我不打扰你休息了。我知道被打断是什么滋味。\n我只是想让你知道，我不恨你。永远不会	[旁白] He gives me a slight bow, as a sign of respect, before leaving.{w}\nI' | 他微微躬身，以示敬意，然后离开。{w}\n我不确定发生了什么——但他现在似乎不一样了。{w}\n我想今天发生的事，换作谁都会有所改变。
batch_2.tsv	dialogue_0010.tsv	3777	char_valessa	术语	They kept running off to Mazeo, and left us in Salus' hands.\nNow that I think about it, he raised us more than they ever did.\nI guess they were more interested in this life of piracy. It's awful.	他们总是跑回马泽奥，把我们丢给萨卢斯照看。\n现在想想，他才是把我们养大的人，远比他们用心。\n我想他们更在意的，是这种海盗生涯。真恶心。	他们总是跑回马泽奥，把我们丢给萨鲁斯照看。\n现在想想，他才是把我们养大的人，远比他们用心。\n我想他们更在意的，是这种海盗生涯。真恶心。	Salus 全篇统一译作“萨鲁斯”，此处“萨卢斯”不一致。	[char_valessa] Kinda funny, isn't it? We both ended up having HQ's in Mazeo.\nBut to  | 挺讽刺的，不是吗？我们俩最后都在马泽奥有了总部。\n但说实话，我希望相似之处到此为止。\n我越了解他们——就越是{i}恨{/i}他们……	[旁白] She looks around the cove, taking in the environment. | 她环顾湾洞，打量着四周的环境。
batch_3.tsv	dialogue_0011.tsv	4128	char_sovy	误译	My desire for justice was something they wanted on their side.\nBut I no longer fought for my home village. I fought for all of Alestia.\nI swore an oath to them — that I would always fight for the rulers of this world.	他们对正义的渴望，正是他们想要拉拢的。\n但我不再为我的家乡而战。我为整个阿莱斯提亚而战。\n我向他们立下誓言——永远为这个世界的统治者而战。	他们想把我的正义感拉拢到他们一方。\n但我不再为我的家乡而战。我为整个阿莱斯提亚而战。\n我向他们立下誓言——永远为这个世界的统治者而战。	原文主语是索维本人的正义感，译文误写成“他们的渴望”。	[char_sovy] I was shocked. I expected to be dragged to the nearest prison.\nBut he | 我很震惊。我以为自己会被拖进最近的监狱。\n但他直接把我带到了三人执政团面前，讲了我的故事。\n就在那时，他们希望我成为他的学徒。我答应了。	[char_sovy] At the time, I believed it was them.\nBut learning the truth of The Mo | 当时，我相信统治者就是他们。\n但得知王室的真相？那只是揭开了旧伤。\n我用全新的眼光看待三人执政团——就像我看待我所谓的父母一样。
batch_3.tsv	dialogue_0011.tsv	4191	char_fortaime	误译	Whoa, that's pretty cool.\nI wonder what I can find, then!	哇，那可真酷。\n那我想想我能找到些什么！	哇，那可真酷。\n不知道我能找到些什么！	“I wonder”在此表示好奇、想知道，并非“我想想”。	[char_ulric] The greatsword even originated in Alarinthia.\nYou don't see many peop | 巨剑甚至就起源于阿拉林西亚。\n在大陆上，你很少见到有人带着它。\n不过我从小就用它——所以别的武器我都用不惯。	[char_ulric] What part of illegal don't you understand?\nThere are laws in place to | “非法”两个字你哪部分听不懂？\n是有法律来防止制造更不人道的东西。\n但那些法律管不到像城镇广场集市这样的地方。
batch_3.tsv	dialogue_0011.tsv	4246	char_howl	误译	We thought you deserved a break, so we took action.\nYour energy is best conserved until we reach Balteus.\nYou needn't worry about stocking or manning the ships.	我们觉得你该歇一歇，所以就动手了。\n你的精力最好留到我们抵达巴尔泰乌斯之前。\n你不必操心物资补给或船上的人手。	我们觉得你该歇一歇，所以就动手了。\n你的精力最好留到我们抵达巴尔泰乌斯时再用。\n你不必操心物资补给或船上的人手。	“until we reach”是保留到抵达时，译文“抵达之前”改变了时间含义。	[旁白] I nod. That would be our next challenge.{w}\nThey wouldn't just bow to | 我点点头。那将是我们接下来的挑战。{w}\n他们不会一夜之间就向新统治者臣服。{w}\n那需要付出巨大的努力、协调与谋划。	[旁白] I smile, thankful that Howl is taking the initiative.{w}\nI'd definite | 我笑了，感谢豪尔主动担起这些。{w}\n我肯定需要利用这段航程来做好准备。{w}\n我用这把剑的技艺还不到家。我需要练习。
batch_3.tsv	dialogue_0011.tsv	4292	旁白	误译	As I walk toward them to see what's happening, I'm immediately interrupted by my comrades.{w}\nHappy to see me aboard, there's a quick exchange of hugs and pleasantries. They seem excited.{w}\nPerhaps they really are. Or, perhaps, they're putting on an act to hide how frightened they are.	我朝他们走去，想看看发生了什么，却立刻被同伴们打断。{w}\n他们高兴看到我上了船，很快互相拥抱寒暄了一番。他们看起来很兴奋。{w}\n也许他们是真的兴奋。又或者，他们是在演戏，掩饰自己的恐惧。	我朝他们走去，想看看发生了什么，却立刻被同伴们打断。{w}\n他们高兴看到我上了船，随即和我拥抱寒暄了一番。他们看起来很兴奋。{w}\n也许他们是真的兴奋。又或者，他们是在演戏，掩饰自己的恐惧。	交流拥抱的对象是刚上船的主角，译文“互相拥抱”把主角排除在外。	[旁白] I turn around to face the deck and crew. The atmosphere seems tense.{w | 我转身面向甲板和船员。气氛似乎很紧张。{w}\n达梅克和豪尔几乎立刻就凑到了一起。他们在查看羊皮纸。{w}\n那看起来很重要，他们正专注于讨	[旁白] Either way, it's best to make the most of any happy moments.{w}\nThis  | 无论如何，都该尽情享受任何快乐的时刻。{w}\n这是暴风雨前的平静。最后一场暴风雨。
batch_3.tsv	dialogue_0012.tsv	4414	旁白	误译	As soon as I arrive on the deck, I see exactly why I was needed.{w}\nOff in the distance, we're met by a fleet of ships belonging to The Triumvirate.{w}\nThey're far — but not far enough away that the sheen of the Honor Guard is concealed.	我一到甲板，就明白为什么需要我了。{w}\n远处，一支属于三人执政团的舰队正与我们相对。{w}\n他们很远——但还没远到能遮住荣誉卫队铠甲的光泽。	我一到甲板，就明白为什么需要我了。{w}\n远处，一支属于三人执政团的舰队正与我们相对。{w}\n他们很远——但距离还没远到看不清荣誉卫队铠甲的光泽。	原译把“尚未远到看不清”误写成“远到能遮住光泽”，逻辑相反且搭配不当。	[旁白] Dropping the issue from my mind, I head up to the deck.{w}\nI had no i | 我把这事抛到脑后，向甲板走去。{w}\n我不知道达梅克为什么需要我，但这念头令人不安。{w}\n缓缓登上阶梯，种种不祥的可能在脑中挥之不去。	[旁白] Damek and Howl immediately run over. I can see the panic on their face | 达梅克和豪尔立刻跑了过来。我能看到他们脸上的惊慌。{w}\n显然，战斗迫在眉睫。我迎上前去，想听听他们的计划。
batch_3.tsv	dialogue_0012.tsv	4433	旁白	语气	Alex runs off and climbs the netting of the ship.{w}\nI look over at the other ships, and pirates start doing the same.{w}\nIt's almost like they have an entire language to communicate over long distances.	亚历克斯跑开，爬上了船上的网绳。{w}\n我望向其他船只，海盗们也开始做同样的事。{w}\n他们简直像有一套完整的语言，能在远距离互相沟通。	亚历克斯跑开，爬上了船上的网绳。{w}\n我望向其他船只，海盗们也开始做同样的事。{w}\n他们简直像有一套完整的语言，能在远距离互通消息。	“沟通”是现代职场式用词，独白改用更自然的“互通消息”。	[char_jit_map259_1_0_103] Yes, sir! | 是，长官！	[旁白] He waves over Nada. | 他招手叫来娜达。
batch_3.tsv	dialogue_0012.tsv	4446	旁白	语气	Nada runs off and climbs the netting of the ship.{w}\nI look over at the other ships, and pirates start doing the same.{w}\nIt's almost like they have an entire language to communicate over long distances.	娜达跑开，爬上了船上的网绳。{w}\n我望向其他船只，海盗们也开始做同样的事。{w}\n他们简直像有一套完整的语言，能在远距离互相沟通。	娜达跑开，爬上了船上的网绳。{w}\n我望向其他船只，海盗们也开始做同样的事。{w}\n他们简直像有一套完整的语言，能在远距离互通消息。	“沟通”是现代职场式用词，独白改用更自然的“互通消息”。	[char_jit_map259_1_0_273] Sure thing. | 没问题。	[旁白] That was an impressive sight to see.{w}\nHowever, seeing Damek think o | 那景象着实令人叹为观止。{w}\n不过，看着达梅克临机应变，同样令人钦佩。{w}\n随着一声叹息和一抹微笑，信心压过了片刻前的惊慌。
batch_3.tsv	dialogue_0012.tsv	4529	char_shane	误译	I was hurt by The Occupation, and I wanted to fight.\nBut I realized I was being greedy; and there was no point.\nIt's not my happiness — my satisfaction, that matters. It's the world's.	我曾因占领而受伤，我想战斗。\n但我意识到那只是我的贪念，毫无意义。\n重要的不是我的幸福——我的满足。而是这个世界的。	我曾因占领而受伤，我想战斗。\n但我意识到那只是我的贪念，毫无意义。\n重要的不是我的幸福或满足，而是这个世界的幸福与满足。	原句是对比“我的幸福满足”与“世界的幸福满足”，译文末句缺少所比较的对象。	[旁白] We circle around each other, both holding out our weapons. | 我们举着武器，绕着彼此转圈。	[旁白] It seems we've reached a stalemate — both trying to talk each other do | 看来我们陷入了僵局——都想说服对方放弃。{w}\n但我不会让步，而我有种感觉，他也不会。{w}\n他的观念已被扭曲；而他认为我的也是。
batch_3.tsv	dialogue_0013.tsv	4816	char_howl	术语	Or perhaps it's a bad sign, Damek.\nMaybe our enemy has the power to harm Alestia itself.\nHow do you think we can stand up against such a foe?	又或者这是个坏兆头，达梅克。\n也许我们的敌人有能力伤害阿拉斯蒂亚本身。\n你觉得我们要怎么对抗这样的对手？	又或者这是个坏兆头，达梅克。\n也许我们的敌人有能力伤害阿莱斯蒂亚本身。\n你觉得我们要怎么对抗这样的对手？	Alestia 的统一译名为“阿莱斯蒂亚”，不是“阿拉斯蒂亚”。	[char_damek] I don't know — but I think this is a good sign.\nIt means we can contr | 我不知道——但我觉得这是个好兆头。\n这说明我们能够控制或限制正在发生的事。\n明白这一点，也许我们就能修复巴尔泰乌斯。	[旁白] Everybody exchanges worried glances.{w}\nBut then, their eyes find the | 大家忧心忡忡地交换着眼神。{w}\n但随后，他们的目光都落到了我背上的那把剑上。{w}\n显然，常规手段不足以取胜。
batch_3.tsv	dialogue_0013.tsv	4819	旁白	术语	Nobody knows how to answer Howl, and an awkward silence follows.{w}\nBut then we realize that it is, indeed, a silence. This is concerning.{w}\nThe earlier fight is over — but did The Created Seers prevail?	没人知道该如何回应豪尔，随之而来的是尴尬的沉默。{w}\n但接着我们意识到，那确实是一片沉寂。这令人不安。{w}\n先前的战斗结束了——可被造先知们赢了吗？	没人知道该如何回应豪尔，随之而来的是尴尬的沉默。{w}\n但接着我们意识到，那确实是一片沉寂。这令人不安。{w}\n先前的战斗结束了——可人造先知们赢了吗？	Created Seers 在本批次既定译名为“人造先知”。	[旁白] Nobody knows how to answer Howl, and an awkward silence follows.{w}\nB | 没人知道该如何回应豪尔，随之而来的是尴尬的沉默。{w}\n但接着我们意识到，那确实是一片沉寂。这令人不安。{w}\n先前的战斗结束了——可君	[char_damek] Hey, uh, let's get inside, alright?\nMaybe the Librarian knows more ab | 嘿，呃，我们进去吧，好吗？\n也许图书管理员知道得更多。\n我们不该这样站在外面空地上。
batch_3.tsv	dialogue_0013.tsv	4854	char_jit_map278_1_0_126	术语	I wrote about The Triumvirate, and spread it everywhere.\nI made them seem like Gods. Like they were the creators of this world.\nAs new life began on Alestia, they found my writing, and believed every word.	我写下关于三人执政团的文字，并四处传播。\n我让他们看起来像神。仿佛他们是这个世界的创造者。\n当新的生命在阿拉斯蒂亚诞生时，他们发现了我的文字，对每一个字都深信不疑。	我写下关于三人执政团的文字，并四处传播。\n我让他们看起来像神。仿佛他们是这个世界的创造者。\n当新的生命在阿莱斯蒂亚诞生时，他们发现了我的文字，对每一个字都深信不疑。	Alestia 的统一译名为“阿莱斯蒂亚”，不是“阿拉斯蒂亚”。	[char_howl] And what new history did you create? | 那你创造了什么新历史？	[旁白] Howl scoffs, as anger boils within him.{w}\nBut before he can do anyth | 豪尔嗤笑一声，怒火在胸中翻涌。{w}\n但他还没来得及做什么，普洛就打断了他。
batch_3.tsv	dialogue_0013.tsv	4921	旁白	术语	I see Damek shaking hands with the Created Seers.{w}\nGood. They helped us secure the library — and survived.{w}\nThey would be a valuable asset in holding the Town Square.	我看见达梅克在和被造先知们握手。{w}\n很好。他们帮我们拿下了图书馆——而且活了下来。{w}\n守住城镇广场，他们会是宝贵的战力。	我看见达梅克在和那些人造先知握手。{w}\n很好。他们帮我们拿下了图书馆——而且活了下来。{w}\n守住城镇广场，他们会是宝贵的战力。	Created Seers 在本批次既定译名为“人造先知”。	[旁白] Looking around the area, It appears that everybody is here.{w}\nI try  | 环顾四周，看来所有人都到了。{w}\n我试着清点人数，确认一下没错。{w}\n这是最后的进攻。我们需要倾尽全力。	[旁白] It was nice to see their full potential finally realized.{w}\nUsing th | 看到他们的全部潜能终于得以发挥，真是太好了。{w}\n他们凭借预视，智胜了整整一大群敌人。{w}\n就在这一刻——我知道自己做出了正确的选择
batch_3.tsv	dialogue_0013.tsv	4923	旁白	术语	One fact stands out to me. The Created Seers are nowhere to be seen.{w}\nThey weren't inside the building either. This means that they had fallen.{w}\nTheir sacrifice led us to safety in The Library, though. They had won.	有一点格外刺眼。被造先知们不见踪影。{w}\n他们也不在建筑里面。这意味着他们倒下了。{w}\n不过，是他们的牺牲让我们安全抵达了图书馆。他们赢了。	有一点格外刺眼。人造先知们不见踪影。{w}\n他们也不在建筑里面。这意味着他们倒下了。{w}\n不过，是他们的牺牲让我们安全抵达了图书馆。他们赢了。	Created Seers 在本批次既定译名为“人造先知”。	[旁白] It was nice to see their full potential finally realized.{w}\nUsing th | 看到他们的全部潜能终于得以发挥，真是太好了。{w}\n他们凭借预视，智胜了整整一大群敌人。{w}\n就在这一刻——我知道自己做出了正确的选择	[旁白] I find myself frightened by the thought. The Seers could see almost al | 这个念头让我感到恐惧。先知们几乎能看见所有结果。{w}\n也许三人执政团对“数量”的执念终究还是起了作用。{w}\n只要有足够多的士兵，就连
batch_3.tsv	dialogue_0013.tsv	4941	char_damek	语气	It's been an honor serving with you.\nI hope I see you again after this is over.	能与你共事是我的荣幸。\n希望这一切结束后我还能再见到你。	能与你并肩作战是我的荣幸。\n希望这一切结束后我还能再见到你。	这是临战告别，“共事”过于职场化，改为更符合老兵的“并肩作战”。	[旁白] He holds out his hand, and it trembles softly. | 他伸出手，手微微颤抖着。	[旁白] He shakes Damek's hand, with a firm grip. | 他握住达梅克的手，握得很紧。
batch_3.tsv	dialogue_0013.tsv	4945	char_damek	术语	I guess you should get going too, [firstname].\nDon't worry, I have more protection than I'll ever need.\nOur Rebel Forces, the Created Seers, {i}and{/i} the Draconic Army.	我想你也该出发了，[firstname]。\n别担心，我有的保护远超所需。\n我们的反抗军、被造先知，{i}还有{/i}龙族军队。	我想你也该出发了，[firstname]。\n别担心，我有的保护远超所需。\n我们的反抗军、人造先知，{i}还有{/i}龙族军队。	Created Seers 在本批次既定译名为“人造先知”。	[旁白] The handshake is broken, and they give each other uneasy smiles.{w}\nT | 两人松开手，彼此露出不安的微笑。{w}\n那种承认彼此也许再也见不到面的笑。{w}\n不久之后，普洛就上路了。径直去面对自己的命运，毫无畏惧	[char_damek] No matter what they throw at us, we'll be able to handle it.\nThe true | 无论他们向我们抛出什么，我们都能应付。\n这一切真正的决定因素——是你，和那把剑。\n小心行事，依靠你的同伴，你一定能赢。
batch_3.tsv	dialogue_0013.tsv	4975	char_howl	术语	The battle for Alestia has begun.	阿拉斯蒂亚之战已经打响。	阿莱斯蒂亚之战已经打响。	Alestia 的统一译名为“阿莱斯蒂亚”，不是“阿拉斯蒂亚”。	[旁白] Howl throws the dagger onto the ground. | 豪尔把匕首扔到地上。	[旁白] Damek lowers his sword, letting out a loud sigh.{w}\nHowl was right. A | 达梅克放下剑，长叹一声。{w}\n豪尔说得对。阿尔古斯为敌人效力——那他就是敌人。{w}\n而那座灯塔对我们的成功至关重要。它{i}绝不能{
batch_3.tsv	dialogue_0013.tsv	5073	char_ulric	术语	Yeah. Alestia wasn't always fully mapped out.\nThis is an artist's depiction of the draconic people.\nAt least, a depiction made in fright, during first contact.	知道。阿拉斯蒂亚并非一直都被完整描绘过。\n这是艺术家对龙族的描画。\n至少，是初次接触时出于恐惧所作的描画。	知道。阿莱斯蒂亚并非一直都有完整的地图。\n这是艺术家对龙族的描画。\n至少，是初次接触时出于恐惧所作的描画。	Alestia 的统一译名为“阿莱斯蒂亚”；mapped out 在此指未完整测绘。	[旁白] Ulric turns to face the large, intimidating statue. | 乌尔里克转头看向那座巨大而令人生畏的雕像。	[char_fortaime] First contact...? | 初次接触……？
batch_3.tsv	dialogue_0013.tsv	5083	char_fortaime	语气	Never forget that I love you, [firstname].\nEven if all else seems lost — that will never change.\nWhatever happens next, we'll handle it as a team.	永远别忘了，我爱你，[firstname]。\n就算一切都似乎失去了——这一点也永远不会变。\n接下来无论发生什么，我们都作为一支队伍去面对。	永远别忘了，我爱你，[firstname]。\n就算一切都似乎失去了——这一点也永远不会变。\n接下来无论发生什么，我们都一起面对。	临别告白中“作为一支队伍”过于战术化，不符合福泰姆轻快亲近的语气。	[旁白] I nod, and a moment later, we're locked in a tight embrace. | 我点头，片刻后，我们紧紧相拥。	[旁白] We kiss, perhaps, for the last time. | 我们亲吻，也许，这是最后一次。
batch_3.tsv	dialogue_0013.tsv	5193	char_jit_map251_1_0_130	误译	Be mindful of where you stand, Pro.\nIf this hammer is good at anything, it's crowd control.\nI don't want to hit you while I'm fighting off the enemy.	注意你站的位置，普洛。\n要说这锤子擅长什么，那就是控制人群。\n我不想在对付敌人时误伤到你。	注意你站的位置，普洛。\n要说这锤子擅长什么，那就是对付成群的敌人。\n我不想在对付敌人时误伤到你。	crowd control 在这里指大范围清敌，不是现代管理语境中的“控制人群”。	[旁白] A few moments pass, and The Honor Guard finally catches up with them.{ | 过了片刻，荣誉卫队终于追上了他们。{w}\n那群追兵似乎扩大了三倍。一切都在按他们的计划发展。{w}\n照这势头，君主那边应该几乎不会遇到什	[char_pro] Yeah — got it.\nI'll stay low, and out of your way. | 是啊——明白。\n我会压低身子，不挡你的路。
